"StichtagDatJahr","xkoord","ykoord","GebOrtSort","GebOrtLang","GebLandSort","GebLandLang","AnzBestWir"
2017,598200,205500,354,"Kirchlindach",8100,"Schweiz",2
2017,598300,197200,355,"Köniz",8100,"Schweiz",41
2017,603700,197700,356,"Muri bei Bern",8100,"Schweiz",110
2017,597400,191400,357,"Oberbalm",8100,"Schweiz",3
2017,606500,200900,358,"Stettlen",8100,"Schweiz",1
2017,609300,199400,359,"Vechigen",8100,"Schweiz",4
2017,593900,202500,360,"Wohlen bei Bern",8100,"Schweiz",5
2017,601200,205300,361,"Zollikofen",8100,"Schweiz",12
2017,603100,202700,362,"Ittigen",8100,"Schweiz",2
2017,603600,200600,363,"Ostermundigen",8100,"Schweiz",1
2017,585500,221200,371,"Biel/Bienne",8100,"Schweiz",1132
2017,585000,222000,372,"Evilard",8100,"Schweiz",2
2017,599300,223900,381,"Arch",8100,"Schweiz",4
2017,595000,220900,383,"Büren an der Aare",8100,"Schweiz",4
2017,594200,217500,385,"Diessbach bei Büren",8100,"Schweiz",1
2017,592600,218800,386,"Dotzigen",8100,"Schweiz",2
2017,594500,225700,387,"Lengnau (BE)",8100,"Schweiz",3
2017,601400,224800,388,"Leuzigen",8100,"Schweiz",1
2017,593200,223200,390,"Meinisberg",8100,"Schweiz",2
2017,592300,224900,392,"Pieterlen",8100,"Schweiz",3
2017,597500,222300,393,"Rüti bei Büren",8100,"Schweiz",1
2017,609000,216000,401,"Aefligen",8100,"Schweiz",3
2017,615500,219200,402,"Alchenstorf",8100,"Schweiz",1
2017,614000,211700,404,"Burgdorf",8100,"Schweiz",310
2017,612000,216000,405,"Ersigen",8100,"Schweiz",3
2017,616500,207300,406,"Hasle bei Burgdorf",8100,"Schweiz",7
2017,616800,212700,407,"Heimiswil",8100,"Schweiz",5
2017,607800,210100,409,"Hindelbank",8100,"Schweiz",4
2017,611000,214800,412,"Kirchberg (BE)",8100,"Schweiz",11
2017,612500,220200,413,"Koppigen",8100,"Schweiz",1
2017,609700,206500,414,"Krauchthal",8100,"Schweiz",5
2017,610600,212900,415,"Lyssach",8100,"Schweiz",3
2017,609900,211000,416,"Mötschwil",8100,"Schweiz",16
2017,614300,209600,418,"Oberburg",8100,"Schweiz",22
2017,610000,215100,420,"Rüdtligen-Alchenflüh",8100,"Schweiz",2
2017,617300,217200,424,"Wynigen",8100,"Schweiz",4
2017,577500,227000,431,"Corgémont",8100,"Schweiz",1
2017,574900,226600,433,"Cortébert",8100,"Schweiz",1
2017,572300,225400,434,"Courtelary",8100,"Schweiz",1
2017,566600,222000,443,"Saint-Imier",8100,"Schweiz",27
2017,580300,227300,444,"Sonceboz-Sombeval",8100,"Schweiz",1
2017,564000,221000,445,"Sonvilier",8100,"Schweiz",1
2017,574500,230300,446,"Tramelan",8100,"Schweiz",10
2017,568200,223100,448,"Villeret",8100,"Schweiz",2
2017,585700,227000,450,"Péry-La Heutte",8100,"Schweiz",1
2017,574000,210300,492,"Erlach",8100,"Schweiz",3
2017,570500,208600,494,"Gals",8100,"Schweiz",1
2017,571100,207100,495,"Gampelen",8100,"Schweiz",1
2017,574600,206200,496,"Ins",8100,"Schweiz",11
2017,607600,220000,533,"Bätterkinden",8100,"Schweiz",4
2017,601300,209300,535,"Deisswil bei Münchenbuchsee",8100,"Schweiz",1
2017,606500,215000,538,"Fraubrunnen",8100,"Schweiz",6
2017,605100,210800,540,"Jegenstorf",8100,"Schweiz",169
2017,603100,212500,541,"Iffwil",8100,"Schweiz",3
2017,603300,207200,544,"Moosseedorf",8100,"Schweiz",2
2017,600900,207800,546,"Münchenbuchsee",8100,"Schweiz",8
2017,604500,208500,551,"Urtenen-Schönbühl",8100,"Schweiz",4
2017,609000,219600,552,"Utzenstorf",8100,"Schweiz",10
2017,609100,222300,554,"Wiler bei Utzenstorf",8100,"Schweiz",1
2017,610400,223000,556,"Zielebach",8100,"Schweiz",1
2017,609200,149100,561,"Adelboden",8100,"Schweiz",18
2017,619700,167500,562,"Aeschi bei Spiez",8100,"Schweiz",4
2017,616000,159700,563,"Frutigen",8100,"Schweiz",84
2017,617200,155000,564,"Kandergrund",8100,"Schweiz",4
2017,618100,149300,565,"Kandersteg",8100,"Schweiz",3
2017,619500,163800,567,"Reichenbach im Kandertal",8100,"Schweiz",5
2017,627300,172000,571,"Beatenberg",8100,"Schweiz",3
2017,634900,170600,572,"Bönigen",8100,"Schweiz",1
2017,645300,178500,573,"Brienz (BE)",8100,"Schweiz",16
2017,650600,178100,574,"Brienzwiler",8100,"Schweiz",1
2017,645700,163900,576,"Grindelwald",8100,"Schweiz",7
2017,636300,164700,578,"Gündlischwand",8100,"Schweiz",2
2017,632500,175100,579,"Habkern",8100,"Schweiz",1
2017,632000,170300,581,"Interlaken",8100,"Schweiz",16
2017,640200,173300,582,"Iseltwald",8100,"Schweiz",2
2017,636500,161200,584,"Lauterbrunnen",8100,"Schweiz",8
2017,625600,167000,585,"Leissigen",8100,"Schweiz",1
2017,639400,165300,586,"Lütschental",8100,"Schweiz",2
2017,632800,169700,587,"Matten bei Interlaken",8100,"Schweiz",7
2017,637600,174200,588,"Niederried bei Interlaken",8100,"Schweiz",1
2017,640100,176400,589,"Oberried am Brienzersee",8100,"Schweiz",4
2017,635000,172400,590,"Ringgenberg (BE)",8100,"Schweiz",5
2017,631200,170400,593,"Unterseen",8100,"Schweiz",329
2017,632600,168000,594,"Wilderswil",8100,"Schweiz",5
2017,617200,198200,602,"Arni (BE)",8100,"Schweiz",3
2017,614400,197300,603,"Biglen",8100,"Schweiz",4
2017,619600,193500,605,"Bowil",8100,"Schweiz",4
2017,613400,185100,606,"Brenzikofen",8100,"Schweiz",1
2017,614400,190700,607,"Freimettigen",8100,"Schweiz",1
2017,615200,195100,608,"Grosshöchstetten",8100,"Schweiz",70
2017,612700,189600,609,"Häutligen",8100,"Schweiz",2
2017,612800,186400,610,"Herbligen",8100,"Schweiz",1
2017,611000,185400,611,"Kiesen",8100,"Schweiz",1
2017,613900,192000,612,"Konolfingen",8100,"Schweiz",15
2017,618300,188500,614,"Linden",8100,"Schweiz",4
2017,609400,191500,616,"Münsingen",8100,"Schweiz",91
2017,615200,191800,617,"Niederhünigen",8100,"Schweiz",2
2017,613800,187700,619,"Oberdiessbach",8100,"Schweiz",103
2017,617900,196100,620,"Oberthal",8100,"Schweiz",1
2017,612200,185600,622,"Oppligen",8100,"Schweiz",1
2017,608200,194200,623,"Rubigen",8100,"Schweiz",3
2017,613800,199500,626,"Walkringen",8100,"Schweiz",4
2017,609500,197600,627,"Worb",8100,"Schweiz",10
2017,616900,194500,628,"Zäziwil",8100,"Schweiz",7
2017,610500,188700,632,"Wichtrach",8100,"Schweiz",5
2017,592300,200400,663,"Frauenkappelen",8100,"Schweiz",1
2017,584900,203900,664,"Golaten",8100,"Schweiz",1
2017,584800,194600,667,"Laupen",8100,"Schweiz",16
2017,586600,200400,668,"Mühleberg",8100,"Schweiz",5
2017,589700,193800,670,"Neuenegg",8100,"Schweiz",5
2017,601200,237100,687,"Corcelles (BE)",8100,"Schweiz",1
2017,592400,232100,690,"Court",8100,"Schweiz",1
2017,594900,236500,700,"Moutier",8100,"Schweiz",53
2017,583800,231600,703,"Reconvilier",8100,"Schweiz",3
2017,595900,239000,704,"Roches (BE)",8100,"Schweiz",2
2017,608500,242500,708,"Schelten",8100,"Schweiz",1
2017,581800,230000,713,"Tavannes",8100,"Schweiz",4
2017,585200,235900,716,"Petit-Val",8100,"Schweiz",1
2017,587300,231900,717,"Valbirse",8100,"Schweiz",2
2017,573800,212600,723,"La Neuveville",8100,"Schweiz",1
2017,588600,219000,731,"Aegerten",8100,"Schweiz",1
2017,585300,217200,732,"Bellmund",8100,"Schweiz",1
2017,588200,219200,733,"Brügg",8100,"Schweiz",5
2017,583400,213200,735,"Epsach",8100,"Schweiz",1
2017,584900,219300,743,"Nidau",8100,"Schweiz",5
2017,590000,220900,744,"Orpund",8100,"Schweiz",4
2017,591300,222100,746,"Safnern",8100,"Schweiz",2
2017,589300,218400,749,"Studen (BE)",8100,"Schweiz",1
2017,583300,216800,750,"Sutz-Lattrigen",8100,"Schweiz",1
2017,581900,212900,751,"Täuffelen",8100,"Schweiz",1
2017,584000,212100,754,"Walperswil",8100,"Schweiz",2
2017,588700,216300,755,"Worben",8100,"Schweiz",2
2017,578600,215900,756,"Twann-Tüscherz",8100,"Schweiz",3
2017,604100,167600,761,"Därstetten",8100,"Schweiz",2
2017,609700,166400,762,"Diemtigen",8100,"Schweiz",3
2017,608700,167800,763,"Erlenbach im Simmental",8100,"Schweiz",43
2017,599600,167300,766,"Oberwil im Simmental",8100,"Schweiz",1
2017,613900,171500,767,"Reutigen",8100,"Schweiz",1
2017,618600,170600,768,"Spiez",8100,"Schweiz",16
2017,615500,169500,769,"Wimmis",8100,"Schweiz",5
2017,665200,167600,782,"Guttannen",8100,"Schweiz",1
2017,656300,177900,783,"Hasliberg",8100,"Schweiz",5
2017,660400,173000,784,"Innertkirchen",8100,"Schweiz",3
2017,657200,175400,785,"Meiringen",8100,"Schweiz",112
2017,657600,174300,786,"Schattenhalb",8100,"Schweiz",2
2017,596500,164200,791,"Boltigen",8100,"Schweiz",8
2017,600300,145100,792,"Lenk",8100,"Schweiz",7
2017,596700,150900,793,"St. Stephan",8100,"Schweiz",1
2017,594900,155900,794,"Zweisimmen",8100,"Schweiz",49
2017,586800,137100,841,"Gsteig",8100,"Schweiz",2
2017,591100,141400,842,"Lauenen",8100,"Schweiz",3
2017,587500,147500,843,"Saanen",8100,"Schweiz",62
2017,591600,179600,852,"Guggisberg",8100,"Schweiz",8
2017,595300,180700,853,"Rüschegg",8100,"Schweiz",4
2017,592600,185200,855,"Schwarzenburg",8100,"Schweiz",26
2017,604700,193300,861,"Belp",8100,"Schweiz",93
2017,604800,181500,863,"Burgistein",8100,"Schweiz",3
2017,607200,181000,867,"Gurzelen",8100,"Schweiz",5
2017,604600,187500,869,"Kaufdorf",8100,"Schweiz",1
2017,602500,195400,870,"Kehrsatz",8100,"Schweiz",2
2017,608500,185500,872,"Kirchdorf (BE)",8100,"Schweiz",2
2017,604900,185900,873,"Kirchenthurnen",8100,"Schweiz",1
2017,605300,184700,876,"Mühlethurnen",8100,"Schweiz",2
2017,602100,190000,877,"Niedermuhlern",8100,"Schweiz",1
2017,603000,184300,879,"Riggisberg",8100,"Schweiz",33
2017,600100,185600,880,"Rüeggisberg",8100,"Schweiz",7
2017,604500,186600,881,"Rümligen",8100,"Schweiz",1
2017,607700,181900,883,"Seftigen",8100,"Schweiz",2
2017,604000,189800,884,"Toffen",8100,"Schweiz",5
2017,605400,179900,886,"Wattenwil",8100,"Schweiz",23
2017,602500,192300,888,"Wald (BE)",8100,"Schweiz",2
2017,627300,191600,901,"Eggiwil",8100,"Schweiz",6
2017,626400,198900,902,"Langnau im Emmental",8100,"Schweiz",188
2017,623300,202100,903,"Lauperswil",8100,"Schweiz",6
2017,623100,189300,904,"Röthenbach im Emmental",8100,"Schweiz",3
2017,621600,203600,905,"Rüderswil",8100,"Schweiz",10
2017,632200,186300,906,"Schangnau",8100,"Schweiz",3
2017,621900,196600,907,"Signau",8100,"Schweiz",6
2017,633600,199200,908,"Trub",8100,"Schweiz",5
2017,630900,196900,909,"Trubschachen",8100,"Schweiz",6
2017,610900,175100,921,"Amsoldingen",8100,"Schweiz",1
2017,606300,176600,922,"Blumenstein",8100,"Schweiz",2
2017,619600,185900,923,"Buchholterberg",8100,"Schweiz",8
2017,625900,182000,924,"Eriz",8100,"Schweiz",4
2017,616500,182500,925,"Fahrni",8100,"Schweiz",3
2017,619000,177600,927,"Heiligenschwendi",8100,"Schweiz",2
2017,612800,182500,928,"Heimberg",8100,"Schweiz",2
2017,616000,177200,929,"Hilterfingen",8100,"Schweiz",9
2017,618800,180500,931,"Homberg",8100,"Schweiz",3
2017,617600,175500,934,"Oberhofen am Thunersee",8100,"Schweiz",7
2017,623500,184200,935,"Oberlangenegg",8100,"Schweiz",1
2017,621100,174000,938,"Sigriswil",8100,"Schweiz",11
2017,615000,180700,939,"Steffisburg",8100,"Schweiz",20
2017,614200,178400,942,"Thun",8100,"Schweiz",646
2017,610200,180400,944,"Uetendorf",8100,"Schweiz",7
2017,620000,182800,945,"Unterlangenegg",8100,"Schweiz",5
2017,606400,179200,948,"Forst-Längenbühl",8100,"Schweiz",1
2017,622300,212700,951,"Affoltern im Emmental",8100,"Schweiz",8
2017,626800,215400,952,"Dürrenroth",8100,"Schweiz",5
2017,631300,214300,953,"Eriswil",8100,"Schweiz",4
2017,631100,218200,954,"Huttwil",8100,"Schweiz",125
2017,618700,206200,955,"Lützelflüh",8100,"Schweiz",11
2017,617900,208300,956,"Rüegsau",8100,"Schweiz",9
2017,623300,208600,957,"Sumiswald",8100,"Schweiz",114
2017,622800,207400,958,"Trachselwald",8100,"Schweiz",4
2017,625600,218000,959,"Walterswil (BE)",8100,"Schweiz",1
2017,629400,214900,960,"Wyssachen",8100,"Schweiz",5
2017,613300,233300,971,"Attiswil",8100,"Schweiz",4
2017,620500,230500,972,"Berken",8100,"Schweiz",1
2017,620900,224700,973,"Bettenhausen",8100,"Schweiz",6
2017,621300,229600,976,"Graben",8100,"Schweiz",1
2017,619800,228800,977,"Heimenhausen",8100,"Schweiz",1
2017,620200,226300,979,"Herzogenbuchsee",8100,"Schweiz",131
2017,617600,227900,980,"Inkwil",8100,"Schweiz",3
2017,619500,235100,981,"Niederbipp",8100,"Schweiz",161
2017,616800,234400,983,"Oberbipp",8100,"Schweiz",4
2017,622500,222100,985,"Ochlenberg",8100,"Schweiz",2
2017,615300,234800,987,"Rumisberg",8100,"Schweiz",1
2017,617500,222000,988,"Seeberg",8100,"Schweiz",8
2017,622000,224800,989,"Thörigen",8100,"Schweiz",3
2017,619100,231700,990,"Walliswil bei Niederbipp",8100,"Schweiz",1
2017,618500,231100,991,"Walliswil bei Wangen",8100,"Schweiz",3
2017,616400,231500,992,"Wangen an der Aare",8100,"Schweiz",5
2017,616500,229800,993,"Wangenried",8100,"Schweiz",3
2017,615800,233500,995,"Wiedlisbach",8100,"Schweiz",8
2017,616900,235800,996,"Wolfisberg",8100,"Schweiz",1
2017,646900,207700,1001,"Doppleschwand",8100,"Schweiz",4
2017,647600,204800,1002,"Entlebuch",8100,"Schweiz",21
2017,644000,192600,1004,"Flühli",8100,"Schweiz",1
2017,646600,203400,1005,"Hasle (LU)",8100,"Schweiz",9
2017,644800,206900,1007,"Romoos",8100,"Schweiz",6
2017,644200,200400,1008,"Schüpfheim",8100,"Schweiz",29
2017,650400,211600,1009,"Werthenstein",8100,"Schweiz",14
2017,637800,196000,1010,"Escholzmatt-Marbach",8100,"Schweiz",26
2017,660800,234200,1021,"Aesch (LU)",8100,"Schweiz",8
2017,661600,232200,1022,"Altwis",8100,"Schweiz",6
2017,666900,222800,1023,"Ballwil",8100,"Schweiz",9
2017,664800,214100,1024,"Emmen",8100,"Schweiz",64
2017,666900,220500,1026,"Eschenbach (LU)",8100,"Schweiz",20
2017,662500,230800,1030,"Hitzkirch",8100,"Schweiz",15
2017,664500,224500,1031,"Hochdorf",8100,"Schweiz",33
2017,666700,225900,1032,"Hohenrain",8100,"Schweiz",17
2017,669200,219500,1033,"Inwil",8100,"Schweiz",10
2017,661900,220000,1037,"Rain",8100,"Schweiz",5
2017,661200,224600,1039,"Römerswil",8100,"Schweiz",8
2017,663000,216600,1040,"Rothenburg",8100,"Schweiz",15
2017,662500,235600,1041,"Schongau",8100,"Schweiz",6
2017,670300,213700,1051,"Adligenswil",8100,"Schweiz",9
2017,669000,216500,1052,"Buchrain",8100,"Schweiz",2
2017,670800,216700,1053,"Dierikon",8100,"Schweiz",3
2017,668600,215000,1054,"Ebikon",8100,"Schweiz",53
