Date,Open,Close,High,Low
15.08.2019,9654.23,9606.26,9667.39,9515.4
14.08.2019,9801.97,9628.48,9806.5,9599.62
13.08.2019,9729.51,9786.24,9827.73,9641.25
12.08.2019,9801.7,9760.02,9862.97,9747.79
09.08.2019,9745.03,9749.92,9804.7,9728.79
08.08.2019,9656.03,9751.55,9757.42,9626.98
07.08.2019,9549.93,9533.98,9651.69,9464.41
06.08.2019,9565.61,9553.88,9650.66,9549.08
05.08.2019,9714.79,9599.43,9739.47,9563.48
02.08.2019,9767.79,9803.69,9873.4,9743.83
31.07.2019,9885.75,9919.27,9958.01,9863.96
30.07.2019,9963.11,9890.9,9972.12,9842.59
29.07.2019,9936.03,9970.87,10000.55,9916.36
26.07.2019,9886.67,9968.08,10001.66,9881.01
25.07.2019,9944.81,9877.03,10015.32,9847.32
24.07.2019,9973.87,9907.68,9976.11,9875.36
23.07.2019,9965.82,9965.15,9998.82,9930.45
22.07.2019,9926.18,9922.37,9952.16,9899.38
19.07.2019,10042.05,9937.03,10048.39,9920.06
18.07.2019,9912.11,10010.15,10041.86,9898.0
17.07.2019,9862.03,9942.01,9995.36,9862.02
16.07.2019,9805.83,9850.52,9869.24,9804.09
15.07.2019,9769.23,9808.58,9828.28,9733.49
12.07.2019,9870.51,9762.98,9886.38,9762.11
11.07.2019,9942.83,9879.53,9956.88,9866.55
10.07.2019,9927.49,9937.56,10003.64,9905.51
09.07.2019,9974.05,9961.34,9983.24,9908.97
08.07.2019,9948.76,9994.1,9996.88,9944.99
05.07.2019,10071.7,9980.22,10071.7,9968.21
04.07.2019,10080.45,10066.48,10087.84,10047.79
03.07.2019,10030.79,10066.53,10091.48,10027.51
02.07.2019,9982.52,10020.93,10055.04,9978.94
01.07.2019,9990.94,9970.0,10022.89,9955.5
28.06.2019,9840.2,9898.24,9901.57,9817.72
27.06.2019,9846.87,9859.76,9889.97,9822.74
26.06.2019,9861.78,9838.13,9916.58,9835.61
25.06.2019,9871.78,9898.9,9939.43,9869.02
24.06.2019,9951.44,9898.85,9973.55,9884.67
21.06.2019,9970.5,9922.83,9990.24,9915.62
20.06.2019,10015.69,9978.52,10062.65,9978.34
19.06.2019,9969.29,9961.65,9979.62,9935.17
18.06.2019,9839.44,9988.55,10011.39,9815.75
17.06.2019,9867.1,9851.57,9874.63,9819.47
14.06.2019,9825.22,9847.61,9861.76,9808.53
13.06.2019,9845.69,9861.83,9906.77,9841.3
12.06.2019,9785.47,9859.73,9882.4,9778.39
11.06.2019,9764.12,9835.87,9871.44,9763.96
07.06.2019,9716.98,9749.13,9781.39,9686.22
06.06.2019,9666.96,9682.29,9757.81,9665.91
05.06.2019,9582.33,9658.62,9672.82,9579.43
04.06.2019,9558.76,9597.71,9646.34,9553.66
03.06.2019,9466.04,9602.73,9602.73,9439.06
31.05.2019,9510.96,9523.98,9544.1,9463.63
29.05.2019,9602.22,9541.97,9606.9,9530.33
28.05.2019,9714.91,9680.87,9721.01,9643.47
27.05.2019,9723.13,9712.96,9754.53,9710.37
24.05.2019,9620.9,9666.89,9688.86,9619.6
23.05.2019,9609.52,9594.31,9623.6,9563.72
22.05.2019,9610.05,9645.04,9649.77,9563.54
21.05.2019,9621.02,9624.16,9636.21,9594.5
20.05.2019,9641.16,9582.08,9666.39,9536.04
17.05.2019,9631.11,9659.08,9671.16,9600.96
16.05.2019,9492.21,9660.59,9660.59,9467.88
15.05.2019,9428.81,9480.76,9480.76,9361.39
14.05.2019,9413.69,9404.08,9429.41,9363.76
13.05.2019,9475.53,9363.18,9475.57,9319.99
10.05.2019,9515.38,9472.83,9545.06,9451.18
09.05.2019,9592.38,9430.3,9592.38,9422.37
08.05.2019,9567.04,9621.96,9628.66,9536.24
07.05.2019,9658.14,9577.38,9685.59,9562.95
06.05.2019,9619.22,9657.24,9657.24,9560.85
03.05.2019,9737.89,9741.99,9786.51,9731.48
02.05.2019,9777.9,9746.06,9784.27,9745.44
30.04.2019,9744.26,9769.74,9785.57,9741.66
29.04.2019,9719.05,9740.48,9752.92,9701.84
26.04.2019,9710.2,9724.27,9724.27,9675.92
25.04.2019,9695.16,9694.06,9695.45,9644.72
24.04.2019,9672.36,9655.67,9704.53,9646.76
23.04.2019,9563.81,9635.07,9653.88,9542.95
18.04.2019,9616.98,9571.22,9623.13,9543.14
17.04.2019,9601.23,9596.6,9628.41,9571.09
16.04.2019,9533.75,9579.85,9595.97,9530.45
15.04.2019,9462.05,9513.71,9539.95,9461.19
12.04.2019,9535.38,9484.91,9548.94,9442.61
11.04.2019,9543.26,9549.26,9597.38,9522.02
10.04.2019,9558.19,9556.31,9581.69,9524.29
09.04.2019,9530.01,9582.22,9628.8,9524.95
08.04.2019,9532.23,9547.33,9573.62,9513.1
05.04.2019,9557.07,9541.15,9571.69,9518.14
04.04.2019,9545.07,9563.71,9568.0,9536.84
03.04.2019,9556.66,9570.09,9570.09,9495.65
02.04.2019,9528.1,9536.57,9550.69,9509.39
01.04.2019,9513.12,9538.11,9554.73,9495.64
29.03.2019,9443.36,9477.84,9482.55,9426.1
28.03.2019,9396.2,9405.93,9454.65,9395.77
27.03.2019,9404.66,9390.59,9441.04,9321.56
26.03.2019,9322.84,9389.3,9404.18,9308.73
25.03.2019,9272.42,9305.5,9333.13,9263.04
22.03.2019,9462.0,9319.42,9482.58,9313.56
21.03.2019,9416.7,9454.05,9458.65,9394.71
20.03.2019,9494.08,9463.32,9500.69,9429.13
19.03.2019,9516.25,9525.92,9582.91,9511.11
18.03.2019,9475.58,9496.93,9499.41,9460.94
15.03.2019,9494.72,9483.1,9509.86,9452.44
14.03.2019,9404.94,9481.9,9498.48,9404.94
13.03.2019,9321.09,9387.43,9387.7,9310.28
12.03.2019,9366.19,9331.62,9366.55,9302.89
11.03.2019,9308.75,9341.35,9350.46,9260.86
08.03.2019,9287.12,9268.36,9306.06,9228.86
07.03.2019,9350.58,9324.58,9403.48,9284.36
06.03.2019,9396.07,9403.16,9421.04,9363.27
05.03.2019,9358.95,9399.15,9417.62,9336.93
04.03.2019,9431.7,9394.05,9440.1,9393.45
01.03.2019,9431.83,9412.02,9456.04,9401.56
28.02.2019,9402.14,9388.94,9407.46,9345.59
27.02.2019,9427.04,9412.19,9438.5,9390.78
26.02.2019,9377.64,9461.21,9481.45,9372.37
25.02.2019,9370.36,9398.37,9415.99,9337.84
22.02.2019,9329.31,9348.93,9380.81,9316.87
21.02.2019,9324.93,9333.57,9371.78,9310.84
20.02.2019,9275.81,9315.63,9331.45,9274.63
19.02.2019,9247.49,9256.17,9278.42,9222.92
18.02.2019,9248.5,9267.46,9295.03,9229.13
15.02.2019,9139.55,9242.12,9245.17,9123.67
14.02.2019,9210.43,9142.71,9237.31,9142.24
13.02.2019,9143.4,9164.06,9179.46,9125.05
12.02.2019,9104.92,9127.4,9143.75,9091.29
11.02.2019,9050.92,9068.62,9098.44,9047.29
08.02.2019,9023.43,9003.41,9044.4,8980.88
07.02.2019,9115.64,9035.9,9153.99,9035.9
06.02.2019,9129.78,9143.0,9169.46,9118.81
05.02.2019,9012.16,9150.56,9155.08,9010.25
04.02.2019,8973.54,9011.48,9015.64,8950.74
01.02.2019,9011.87,8996.36,9012.72,8927.19
31.01.2019,8983.37,8969.27,9012.75,8923.67
30.01.2019,8909.44,8965.71,8965.95,8898.46
29.01.2019,8863.56,8940.52,8987.54,8853.41
28.01.2019,8876.38,8857.85,8907.42,8854.56
25.01.2019,8978.07,8922.49,8980.77,8904.79
24.01.2019,8962.09,8937.39,8975.14,8891.72
23.01.2019,8936.09,8957.19,9014.71,8913.8
22.01.2019,8979.6,8966.34,9017.28,8941.22
21.01.2019,9004.89,9011.41,9027.46,8984.09
18.01.2019,8985.93,9023.96,9024.39,8964.85
17.01.2019,8835.78,8914.14,8926.91,8835.4
16.01.2019,8854.05,8873.77,8883.95,8824.84
15.01.2019,8831.0,8824.73,8845.01,8777.69
14.01.2019,8772.52,8760.32,8776.93,8726.81
11.01.2019,8841.2,8828.22,8862.0,8806.2
10.01.2019,8640.24,8801.48,8812.89,8617.93
09.01.2019,8661.43,8687.71,8700.18,8625.4
08.01.2019,8560.33,8629.48,8670.67,8560.16
07.01.2019,8616.18,8535.95,8617.01,8491.5
04.01.2019,8493.84,8608.56,8627.36,8441.34
03.01.2019,8391.9,8466.01,8503.07,8388.97
28.12.2018,8282.01,8429.3,8448.22,8280.35
27.12.2018,8470.2,8195.64,8472.64,8138.56
21.12.2018,8406.04,8417.29,8454.1,8336.09
20.12.2018,8403.95,8414.48,8470.47,8383.26
19.12.2018,8535.8,8540.16,8568.19,8506.11
18.12.2018,8578.67,8528.27,8608.74,8528.27
17.12.2018,8697.23,8602.61,8703.77,8591.65
14.12.2018,8755.45,8713.68,8755.76,8672.03
13.12.2018,8876.1,8814.7,8883.8,8814.7
12.12.2018,8725.72,8861.14,8878.54,8713.9
11.12.2018,8634.45,8715.08,8758.27,8621.73
10.12.2018,8697.01,8551.02,8718.84,8550.9
07.12.2018,8733.49,8741.03,8828.05,8726.37
06.12.2018,8873.28,8660.03,8879.6,8660.03
05.12.2018,8999.59,8939.96,9014.97,8936.53
04.12.2018,9105.99,9085.0,9118.55,9076.28
03.12.2018,9159.34,9106.56,9175.39,9091.84
30.11.2018,9009.83,9037.76,9064.34,8968.84
29.11.2018,8965.07,9015.59,9015.59,8924.87
28.11.2018,8935.67,8894.58,8947.85,8880.93
27.11.2018,8933.92,8898.01,8941.03,8851.02
26.11.2018,8897.49,8931.37,8967.07,8896.32
23.11.2018,8769.03,8845.9,8846.95,8750.84
22.11.2018,8817.86,8781.29,8824.87,8762.32
21.11.2018,8777.95,8841.48,8841.48,8749.27
20.11.2018,8771.31,8769.45,8821.19,8716.95
19.11.2018,8957.61,8812.61,8977.0,8812.36
16.11.2018,8951.17,8907.39,8984.67,8850.8
15.11.2018,8930.15,8870.03,8959.35,8807.46
14.11.2018,8965.39,8931.2,9012.18,8928.59
13.11.2018,9015.2,9015.43,9052.17,8961.81
12.11.2018,9097.2,8984.05,9110.36,8982.26
09.11.2018,9056.38,9074.03,9080.75,9025.77
08.11.2018,9073.83,9094.9,9130.98,9061.34
07.11.2018,9014.56,9050.53,9068.39,9007.65
06.11.2018,9030.98,8992.07,9045.4,8958.04
05.11.2018,8993.05,9008.58,9043.29,8960.84
02.11.2018,9065.14,8992.3,9075.72,8970.55
01.11.2018,9005.31,9017.25,9070.17,8980.83
31.10.2018,8915.52,9022.16,9022.16,8913.4
30.10.2018,8797.5,8854.28,8859.62,8760.36
29.10.2018,8721.14,8759.62,8828.11,8720.17
26.10.2018,8645.99,8665.8,8720.58,8591.11
25.10.2018,8619.02,8706.4,8709.76,8595.86
24.10.2018,8794.9,8724.61,8858.67,8724.61
23.10.2018,8760.15,8767.15,8800.32,8729.08
22.10.2018,8931.22,8865.56,8940.26,8854.15
19.10.2018,8777.25,8872.09,8892.99,8770.31
18.10.2018,8777.26,8779.18,8832.61,8768.42
17.10.2018,8853.71,8750.35,8880.85,8729.89
16.10.2018,8654.3,8794.97,8803.81,8648.88
15.10.2018,8635.01,8653.16,8658.42,8586.82
12.10.2018,8702.13,8660.38,8738.78,8660.25
11.10.2018,8760.52,8639.19,8796.87,8628.65
10.10.2018,8956.79,8892.88,8992.07,8888.46
09.10.2018,8956.8,8964.11,8970.35,8888.97
08.10.2018,9012.67,8964.14,9014.65,8938.48
05.10.2018,9086.18,9042.08,9100.09,9035.24
04.10.2018,9150.98,9097.52,9154.59,9076.99
03.10.2018,9126.31,9175.21,9194.99,9123.48
02.10.2018,9076.57,9087.32,9090.46,9050.5
01.10.2018,9094.28,9127.05,9155.65,9084.22
28.09.2018,9083.39,9087.99,9112.57,9030.32
27.09.2018,9040.81,9112.22,9123.38,8998.06
26.09.2018,9005.79,9080.14,9083.08,8990.95
25.09.2018,8959.22,9021.61,9031.26,8954.96
24.09.2018,8986.91,8946.22,8993.78,8933.2
21.09.2018,9049.6,8995.38,9059.29,8994.3
20.09.2018,8951.66,9000.81,9006.74,8946.6
19.09.2018,8927.7,8939.85,8961.03,8905.35
18.09.2018,8922.97,8915.87,8956.64,8874.45
17.09.2018,8937.52,8936.71,8960.07,8899.84
14.09.2018,8982.81,8970.0,8987.19,8942.56
13.09.2018,8955.69,8960.08,8997.46,8948.69
12.09.2018,8930.88,8960.13,8983.52,8930.88
11.09.2018,8942.25,8914.94,8962.65,8888.87
10.09.2018,8873.72,8930.24,8950.97,8859.28
07.09.2018,8806.46,8843.11,8849.34,8796.35
06.09.2018,8837.57,8818.72,8893.35,8816.16
05.09.2018,8919.58,8868.86,8933.3,8868.86
04.09.2018,9034.5,8951.89,9047.66,8905.86
03.09.2018,8971.2,9003.47,9003.47,8962.41
31.08.2018,9012.08,8973.56,9012.08,8964.71
30.08.2018,9054.38,9042.06,9065.53,9005.76
29.08.2018,9087.41,9083.84,9088.39,9043.4
28.08.2018,9114.75,9084.26,9115.25,9057.61
27.08.2018,9101.66,9098.7,9108.2,9045.08
24.08.2018,9051.25,9052.9,9075.88,9019.37
23.08.2018,9049.76,9049.72,9074.36,9034.31
22.08.2018,9054.44,9048.2,9077.04,9029.74
21.08.2018,9032.92,9082.86,9101.41,9025.45
20.08.2018,9031.28,9059.53,9072.43,9010.93
17.08.2018,9021.2,9003.91,9029.14,8961.17
16.08.2018,8973.55,8997.72,9002.14,8950.14
15.08.2018,9006.39,8926.23,9036.1,8901.93
14.08.2018,9063.1,9010.19,9070.41,8966.61
13.08.2018,8993.95,9005.35,9027.91,8960.77
10.08.2018,9096.28,9031.33,9115.63,9017.11
09.08.2018,9155.62,9145.68,9165.93,9128.03
08.08.2018,9176.41,9176.15,9192.07,9139.71
07.08.2018,9161.97,9201.22,9213.21,9151.86
06.08.2018,9166.25,9149.36,9197.83,9125.74
03.08.2018,9163.89,9158.0,9174.26,9127.16
02.08.2018,9128.14,9155.57,9165.25,9116.14
31.07.2018,9164.3,9174.33,9199.92,9150.74
30.07.2018,9150.47,9163.38,9195.79,9143.79
27.07.2018,9157.42,9173.2,9184.82,9142.19
26.07.2018,9116.13,9139.47,9155.19,9098.16
25.07.2018,8998.66,9019.46,9023.12,8987.22
24.07.2018,8950.35,9005.58,9026.18,8947.36
23.07.2018,8947.32,8959.79,8974.04,8920.73
20.07.2018,8949.06,8991.34,8991.69,8918.29
19.07.2018,8918.15,8933.97,8978.91,8914.67
18.07.2018,8876.62,8938.12,8943.24,8873.03
17.07.2018,8828.56,8824.67,8839.99,8782.22
16.07.2018,8848.22,8847.96,8872.18,8816.55
13.07.2018,8831.34,8861.05,8867.15,8824.61
12.07.2018,8712.88,8818.19,8820.81,8687.35
11.07.2018,8699.11,8682.93,8712.76,8648.72
10.07.2018,8768.5,8768.91,8795.26,8749.02
09.07.2018,8725.3,8759.92,8766.58,8714.32
06.07.2018,8696.94,8697.42,8703.87,8650.0
05.07.2018,8664.69,8674.04,8723.97,8653.44
04.07.2018,8606.55,8663.53,8667.11,8603.17
03.07.2018,8561.54,8625.49,8645.67,8542.51
02.07.2018,8529.51,8529.59,8561.64,8507.6
29.06.2018,8561.78,8609.3,8616.15,8542.98
28.06.2018,8467.44,8461.71,8513.66,8410.92
27.06.2018,8465.33,8504.5,8551.14,8372.9
26.06.2018,8487.57,8477.98,8492.74,8438.89
25.06.2018,8550.33,8458.75,8573.7,8453.4
22.06.2018,8471.97,8616.56,8616.56,8468.57
21.06.2018,8571.76,8459.93,8598.86,8454.67
20.06.2018,8503.76,8557.51,8588.38,8500.8
19.06.2018,8456.89,8463.41,8471.87,8424.04
18.06.2018,8609.68,8519.57,8621.82,8488.36
15.06.2018,8684.85,8642.6,8697.07,8632.17
14.06.2018,8594.72,8690.83,8694.63,8564.33
13.06.2018,8654.26,8634.61,8657.94,8618.36
12.06.2018,8646.88,8640.8,8659.19,8604.91
11.06.2018,8567.82,8623.54,8624.62,8567.52
08.06.2018,8486.17,8512.06,8549.05,8456.51
07.06.2018,8575.55,8548.33,8612.88,8514.03
06.06.2018,8532.02,8544.99,8567.58,8470.15
05.06.2018,8608.14,8538.31,8631.87,8538.31
04.06.2018,8664.15,8634.42,8667.83,8605.72
01.06.2018,8558.34,8618.54,8645.34,8529.8
31.05.2018,8630.63,8456.95,8641.62,8454.28
30.05.2018,8629.79,8578.68,8654.57,8578.68
29.05.2018,8723.52,8637.2,8735.41,8613.24
28.05.2018,8783.05,8775.45,8817.73,8761.93
25.05.2018,8789.45,8759.08,8834.96,8759.08
24.05.2018,8795.78,8770.94,8841.02,8733.92
23.05.2018,8902.36,8794.94,8903.22,8766.52
22.05.2018,8977.46,8936.07,8978.43,8924.32
18.05.2018,8941.27,8940.46,8982.87,8917.76
17.05.2018,8960.82,8988.33,8988.33,8937.52
16.05.2018,8988.26,8973.88,9002.8,8951.28
15.05.2018,8986.82,8994.22,9016.29,8963.91
14.05.2018,9010.53,9000.89,9025.88,8979.9
11.05.2018,8982.45,8993.51,9002.15,8964.91
09.05.2018,8964.56,8984.1,8984.1,8926.19
08.05.2018,8939.4,8944.9,8970.67,8913.73
07.05.2018,8895.53,8978.65,8979.56,8895.1
04.05.2018,8862.71,8903.83,8905.86,8844.14
03.05.2018,8873.02,8842.29,8924.33,8840.28
02.05.2018,8880.77,8896.28,8900.54,8858.48
30.04.2018,8839.61,8886.26,8900.6,8836.85
27.04.2018,8838.18,8843.02,8849.51,8807.33
26.04.2018,8733.98,8835.03,8836.84,8725.17
25.04.2018,8782.88,8740.96,8795.87,8690.66
24.04.2018,8804.85,8796.91,8837.32,8768.11
23.04.2018,8781.97,8806.63,8807.37,8735.93
20.04.2018,8825.81,8807.8,8842.12,8785.46
19.04.2018,8872.94,8833.18,8872.94,8800.14
18.04.2018,8833.68,8831.88,8901.12,8807.54
17.04.2018,8727.88,8820.04,8832.06,8727.36
16.04.2018,8762.32,8726.54,8771.04,8689.61
13.04.2018,8774.72,8776.17,8797.83,8742.98
12.04.2018,8724.43,8774.76,8786.56,8687.21
11.04.2018,8744.48,8708.44,8749.3,8695.99
10.04.2018,8731.46,8755.57,8756.85,8703.34
09.04.2018,8694.76,8687.08,8746.27,8659.99
06.04.2018,8683.52,8671.04,8726.58,8665.66
05.04.2018,8678.5,8742.6,8742.6,8641.92
04.04.2018,8627.3,8553.69,8629.02,8521.42
03.04.2018,8682.87,8630.93,8691.12,8612.6
29.03.2018,8766.71,8740.97,8780.02,8714.77
28.03.2018,8566.34,8756.12,8756.12,8522.33
27.03.2018,8621.22,8638.42,8660.71,8593.38
26.03.2018,8603.65,8509.29,8668.01,8501.17
23.03.2018,8597.99,8569.08,8639.34,8549.15
22.03.2018,8731.63,8637.87,8747.96,8625.94
21.03.2018,8850.78,8783.7,8862.58,8762.31
20.03.2018,8840.05,8847.29,8847.48,8772.7
19.03.2018,8863.85,8811.33,8882.65,8797.97
16.03.2018,8869.61,8882.53,8905.66,8860.6
15.03.2018,8854.34,8878.98,8897.01,8809.91
14.03.2018,8877.18,8869.33,8939.05,8856.07
13.03.2018,8961.69,8880.92,8993.88,8865.96
12.03.2018,8963.16,8970.74,8982.9,8932.54
09.03.2018,8885.94,8931.85,8943.83,8880.4
08.03.2018,8789.43,8896.42,8898.2,8789.02
07.03.2018,8739.31,8784.84,8800.21,8709.8
06.03.2018,8844.3,8765.88,8860.18,8765.88
05.03.2018,8625.89,8808.38,8808.38,8624.04
02.03.2018,8721.87,8628.51,8730.86,8612.98
01.03.2018,8879.13,8792.38,8890.38,8774.96
28.02.2018,8959.98,8906.38,8977.0,8906.38
27.02.2018,9055.88,8992.52,9057.3,8967.72
26.02.2018,8977.91,9026.11,9026.11,8962.98
23.02.2018,8948.74,8948.19,8955.07,8897.56
22.02.2018,8931.55,8967.43,8967.43,8899.23
21.02.2018,8955.49,8988.99,8994.72,8901.39
20.02.2018,8932.16,8981.39,8981.39,8898.48
19.02.2018,8979.42,8908.65,8982.61,8897.83
16.02.2018,8961.37,8986.72,8989.52,8940.85
15.02.2018,8898.96,8917.8,8939.85,8887.41
14.02.2018,8814.58,8899.1,8901.12,8748.36
13.02.2018,8818.28,8752.64,8845.33,8752.64
12.02.2018,8796.53,8822.18,8856.88,8780.74
09.02.2018,8794.44,8682.0,8811.0,8664.03
08.02.2018,8961.84,8763.11,8993.02,8763.11
07.02.2018,8892.39,8975.01,9006.88,8867.32
06.02.2018,8771.9,8836.71,8982.4,8732.58
05.02.2018,9122.33,9100.39,9147.88,9085.39
02.02.2018,9269.47,9220.69,9272.5,9220.69
01.02.2018,9386.01,9290.92,9424.55,9288.05
31.01.2018,9415.04,9335.4,9450.28,9335.4
30.01.2018,9443.81,9433.34,9499.6,9390.16
29.01.2018,9517.23,9457.27,9528.32,9451.91
26.01.2018,9500.05,9515.56,9553.89,9496.66
25.01.2018,9517.92,9482.96,9567.69,9474.24
24.01.2018,9569.73,9547.57,9616.38,9547.57
23.01.2018,9543.99,9551.58,9594.36,9529.11
22.01.2018,9500.35,9529.13,9529.13,9475.06
19.01.2018,9452.82,9509.77,9511.44,9447.51
18.01.2018,9486.82,9452.35,9494.54,9432.49
17.01.2018,9427.6,9440.01,9470.53,9422.05
16.01.2018,9533.67,9464.05,9567.24,9464.05
15.01.2018,9534.66,9537.28,9551.07,9511.71
12.01.2018,9521.72,9546.61,9561.59,9508.99
11.01.2018,9535.81,9503.85,9554.92,9475.17
10.01.2018,9588.48,9524.96,9595.78,9506.27
09.01.2018,9557.37,9611.61,9611.61,9554.48
08.01.2018,9576.8,9541.73,9584.52,9538.37
05.01.2018,9543.13,9556.98,9558.4,9527.05
04.01.2018,9497.24,9509.28,9523.96,9467.86
03.01.2018,9436.96,9478.92,9487.78,9394.47
29.12.2017,9377.06,9381.87,9398.27,9358.13
28.12.2017,9431.69,9405.8,9436.55,9401.38
27.12.2017,9386.2,9430.44,9446.4,9386.2
22.12.2017,9409.61,9394.49,9439.11,9388.04
21.12.2017,9304.25,9424.67,9433.46,9288.07
20.12.2017,9392.42,9314.83,9407.56,9314.83
19.12.2017,9452.72,9399.17,9468.84,9399.17
18.12.2017,9432.78,9452.32,9460.15,9418.62
15.12.2017,9392.24,9394.71,9416.37,9364.19
14.12.2017,9366.3,9383.02,9416.16,9350.62
13.12.2017,9331.33,9394.55,9406.28,9323.58
12.12.2017,9319.68,9361.41,9361.41,9286.59
11.12.2017,9336.8,9314.76,9343.24,9306.61
08.12.2017,9303.49,9319.16,9330.57,9284.52
07.12.2017,9325.12,9270.57,9342.67,9261.38
06.12.2017,9228.04,9309.99,9320.77,9214.37
05.12.2017,9316.06,9288.92,9350.28,9282.74
04.12.2017,9330.15,9328.63,9384.01,9313.98
01.12.2017,9314.9,9274.55,9365.55,9272.12
30.11.2017,9304.05,9318.77,9370.01,9287.92
29.11.2017,9347.54,9304.42,9363.52,9302.38
28.11.2017,9279.54,9320.44,9327.75,9277.36
27.11.2017,9305.33,9264.39,9341.04,9264.39
24.11.2017,9324.02,9325.6,9350.41,9299.57
23.11.2017,9264.37,9315.56,9328.89,9249.87
22.11.2017,9323.23,9291.84,9361.36,9291.84
21.11.2017,9280.83,9324.53,9350.72,9261.05
20.11.2017,9253.58,9299.61,9317.28,9232.45
17.11.2017,9137.77,9183.61,9183.61,9119.82
16.11.2017,9092.32,9146.82,9165.32,9090.52
15.11.2017,9095.64,9089.55,9107.35,9045.8
14.11.2017,9160.35,9130.48,9194.45,9101.34
13.11.2017,9174.7,9162.74,9192.56,9105.93
10.11.2017,9176.51,9134.16,9190.39,9123.6
09.11.2017,9261.26,9177.82,9283.42,9155.65
08.11.2017,9233.6,9265.83,9265.83,9201.56
07.11.2017,9298.48,9220.16,9302.4,9212.55
06.11.2017,9305.48,9288.78,9327.74,9288.78
03.11.2017,9276.87,9322.05,9322.05,9267.97
02.11.2017,9265.4,9279.65,9285.94,9226.23
01.11.2017,9268.9,9267.82,9299.24,9256.33
31.10.2017,9178.07,9242.18,9253.3,9165.12
30.10.2017,9147.13,9175.5,9203.94,9130.33
27.10.2017,9200.11,9183.42,9254.36,9168.24
26.10.2017,9071.88,9200.08,9200.08,9071.88
25.10.2017,9191.73,9084.04,9202.58,9062.64
24.10.2017,9243.07,9194.84,9244.71,9185.72
23.10.2017,9239.23,9248.49,9277.0,9229.46
20.10.2017,9272.41,9237.13,9279.08,9213.76
19.10.2017,9285.31,9233.52,9300.29,9222.54
18.10.2017,9258.65,9309.61,9318.04,9256.52
17.10.2017,9291.06,9269.86,9307.69,9249.82
16.10.2017,9299.73,9274.59,9310.05,9271.14
13.10.2017,9304.29,9311.69,9312.96,9280.03
12.10.2017,9282.45,9297.34,9301.9,9257.02
11.10.2017,9275.21,9265.34,9287.8,9258.32
10.10.2017,9259.19,9267.17,9282.4,9247.81
09.10.2017,9251.81,9259.34,9272.27,9241.32
06.10.2017,9273.34,9252.12,9289.13,9239.37
05.10.2017,9270.8,9262.66,9277.82,9248.7
04.10.2017,9275.36,9283.97,9284.79,9251.49
03.10.2017,9256.31,9283.74,9284.09,9244.52
02.10.2017,9177.03,9242.15,9242.15,9174.65
29.09.2017,9107.17,9157.46,9157.46,9097.34
28.09.2017,9089.32,9112.16,9123.48,9075.89
27.09.2017,9118.85,9098.58,9144.78,9096.92
26.09.2017,9122.51,9113.65,9156.02,9096.84
25.09.2017,9124.15,9140.47,9167.35,9114.03
22.09.2017,9142.59,9136.72,9156.41,9125.81
21.09.2017,9111.55,9134.13,9144.12,9110.27
20.09.2017,9072.47,9095.65,9116.92,9072.47
19.09.2017,9043.16,9093.2,9096.86,9031.98
