,Addresse,Lat,Lng,Name,Rating
81,"Via Ronchetto 6, 6900 Lugano, Switzerland",46.021172,8.957424999999999,Grotto Grillo,4.4
82,"Via Montalbano 5, 6900 Lugano, Switzerland",45.993388,8.9399821,Ristorante Principe Leopoldo,4.9
83,"Via Cantonale, 6912 Lugano, Switzerland",45.982992,8.956389,Capo San Martino Restaurant,4.3
84,"Via Antonio Fusoni 18, 6900 Lugano, Switzerland",46.00906699999999,8.959439999999999,I Calafatari,4.5
85,"piazza della riforma 1, 6900 Lugano, Switzerland",46.0031792,8.951312399999999,Agua Lugano,3.6
86,"8, Piazza Cioccaro, 6900 Lugano, Switzerland",46.005109,8.949925,Cantinone,4.1
87,"Via Zurigo 6, 6900 Lugano, Switzerland",46.0117838,8.954420299999999,Ristorante Wong Ho,4.1
88,"Piazza Alighieri Dante, 6901 Lugano, Switzerland",46.0048298,8.9509204,Ristorante Commercianti,4.1
89,"Via Moncucco 35, 6900 Lugano, Switzerland",46.0044573,8.9381665,Osteria Penel,4.4
90,"Via Stauffacher 1, 6900 Lugano, Switzerland",46.0041429,8.9551223,Elementi,4.3
91,"Riva Antonio Caccia 7, 6900 Lugano, Switzerland",45.994716,8.945727,Hotel Splendide Royal Lugano,4.7
92,"Via Tesserete 10, 6900 Lugano, Switzerland",46.012398,8.949812999999999,Ristorante Ai Giardini di Sassa,4.0
93,"6900 Lugano, Switzerland",45.9765078,8.945837899999999,Ristorante Vetta San Salvatore,4.1
94,"Via Carona 1, 6912 Lugano, Switzerland",45.985259,8.943298,Grotto Morchino,4.4
95,"Lugano CH, Scalinata alla Torretta 30, 6979 Brè sopra, Switzerland",46.0090692,8.9864876,Osteria Funiculare,4.3
96,"Via alle Caragne 3, 6900 Lugano, Switzerland",46.0151018,8.9557935,Osteria La Pecora Nera,4.2
97,"Viale Castagnola 31, 6900 Lugano, Switzerland",46.0061601,8.969897999999999,La Rucola,4.6
98,"Via Sorengo 9, 6900 Lugano, Switzerland",46.0047778,8.943335,Coyote Ugly SA,4.3
99,"Via Carona 28, 6900 Paradiso, Switzerland",45.9876706,8.9451041,OsteriaCalprino Ghiotticlub,4.2
100,"36, Riva Paradiso, 6900 Paradiso, Switzerland",45.9890869,8.9528746,Al Faro,4.6
101,"Via Cantonale, 6978 Lugano, Switzerland",46.005925,9.002217,Ristorante le bucce di Gandria,4.7
102,"Via ai Canvetti 15, 6926 Montagnola, Collina d'Oro, Switzerland",45.9891618,8.9218277,Tabla Indian Restaurant,4.4
103,"Viale Giuseppe Cattori 18, 6900 Lugano, Switzerland",45.992436,8.943337999999999,Hotel De La Paix Lugano,4.3
104,"Piazza Nisciör, 6978 Lugano, Switzerland",46.005238,9.002516,Locanda Gandriese,4.4
105,"Via Madonna della Salute 10, 6900 Massagno, Switzerland",46.0114927,8.9438364,Grotto della Salute,4.6
106,"Via Cantonale 3A, 6964 Davesco-Soragno, Switzerland",46.0299021,8.9777421,Osteria Gallo d'Oro,4.8
107,"Viale Cassarate 3, 6900 Lugano, Switzerland",46.006441,8.9603147,Al Portone,4.7
108,"Pianostrasse 48, 2503 Biel, Switzerland",47.1349291,7.256042199999999,Restaurant Les délices du Vietnam,3.7
