,Addresse,Lat,Lng,Name,Rating
54,"Langstrasse 35, 8004 Zürich, Switzerland",47.3758428,8.525040299999999,Celia,4.5
55,"Brauerstrasse 87, 8004 Zürich, Switzerland",47.3792628,8.524118999999999,Chianalea,4.4
56,"Cramerstrasse 8, 8004 Zürich, Switzerland",47.3732268,8.5261234,Paneolio,4.3
57,"Eingang Langwiesenstr., Birchstrasse 147, 8050 Zürich, Switzerland",47.410906,8.537688,Virtù,4.5
58,"Asylstrasse 81, 8032 Zürich, Switzerland",47.3668091,8.5616751,Luca²,4.8
59,"Riedtlistrasse 2, 8006 Zürich, Switzerland",47.3902217,8.5399809,La Casa,4.4
60,"Quai des Bergues 33, 1201 Genève, Switzerland",46.2069972,6.146921799999999,Il Lago,4.5
61,"Rue de la Fontaine 13, 1204 Genève, Switzerland",46.2013855,6.149767799999999,Spaghetti Factory Genève,4.2
62,"Rue Chaponnière 9, 1201 Genève, Switzerland",46.2096185,6.1448986,Restaurant MILAN,3.9
63,"Rue de la Servette 73, 1202 Genève, Switzerland",46.212252,6.132287,Restaurant Pizzeria Il Forno a Legna,4.3
64,"Hôtel Métropole Genève, Quai du Général-Guisan 34, 1204 Geneva, Switzerland",46.203376,6.152146,Gusto,3.6
65,"Rue Adrien-Lachenal 24a, 1207 Genève, Switzerland",46.1993241,6.1561736,Luigia,4.2
66,"Rue Jean-Calvin 15, 1204 Genève, Switzerland",46.2018658,6.1472851,La Favola,4.4
67,"Avenue des Tilleuls 2, 1203 Genève, Switzerland",46.2058244,6.1310148,Restaurant les Tilleuls,4.2
68,"Rue de Saint-Jean 30, 1203 Genève, Switzerland",46.2044031,6.128712999999999,Restaurant Giardino Romano,4.5
69,"Rue Pierre-Fatio 10, 1204 Genève, Switzerland",46.2022246,6.153366699999999,Restaurant Roberto,4.2
70,"Boulevard Carl-Vogt 99, 1205 Genève, Switzerland",46.1954849,6.1407175,Mangia Bene,4.4
71,"Place de Saint-Gervais 3, 1201 Genève, Switzerland",46.2061174,6.142444299999999,Vapiano,4.0
72,"Rue de la Mairie 8, 1207 Genève, Switzerland",46.20265939999999,6.1582715,TOSCA,4.5
73,"Rue de Montchoisy 17, 1207 Genève, Switzerland",46.2033012,6.160108399999999,Cinecittà | Restaurant et Pizzeria,4.2
74,"Rue Muzy 22, 1207 Genève, Switzerland",46.20311539999999,6.157067899999999,Chez Marino,4.5
75,"Place du Molard 7, 1204 Genève, Switzerland",46.2032557,6.1480513,Pizzeria Ristorante Molino,3.8
76,"Quai du Cheval-Blanc 23, 1227 Genève, Switzerland",46.1924348,6.138975299999999,Pizzeria Calabria Dai 3 Fratelli Scalea,4.3
77,"Boulevard Georges-Favon 12, 1204 Genève, Switzerland",46.2031371,6.139835,Kytaly,4.2
78,"Rue de la Corraterie 21, 1204 Genève, Switzerland",46.20192309999999,6.1438254,La Bottega,4.4
79,"Rue de la Mairie 5, 1207 Genève, Switzerland",46.203193,6.158078,Restaurant Pizzeria San Marco,4.2
80,"Rue des Barques 4, 1207 Genève, Switzerland",46.203922,6.155715,La Gondola,4.1
81,"Chemin Malombré 5, 1206 Genève, Switzerland",46.1959427,6.1525281,Nonna Gina,3.9
82,"Rue de la Rôtisserie 2, 1204 Genève, Switzerland",46.2029751,6.1454871,La Romantica,3.9
83,"Rue Etienne-Dumont 18, 1204 Genève, Switzerland",46.1991968,6.1493161,Restaurant Semplice,4.3
84,"Boulevard Georges-Favon 25, 1204 Genève, Switzerland",46.2006435,6.140933299999999,Carosello,4.0
85,"Rue Charles-Humbert 10, 1205 Genève, Switzerland",46.200398,6.138348,Fabbrica Pasta,4.6
86,"Rue Philippe-Plantamour 18, 1201 Genève, Switzerland",46.2101139,6.1507234,"Il Vero, Restaurant italien",3.8
87,"Route de Florissant 16, 1206 Genève, Switzerland",46.1959783,6.1554479,Le Sesflo - cuisine méditerranéenne,3.9
88,"1205, Boulevard du Pont-d'Arve 51, 1205 Genève, Switzerland",46.1942343,6.1409674,Leo's restaurant pizzeria burger,4.1
89,"Rue des Alpes 20, 1201 Genève, Switzerland",46.2103908,6.144728799999999,Restaurant La Veranda Genève,4.0
90,"62BIS, Route de Frontenex, 1207 Genève, Switzerland",46.2029256,6.1670764,La Storia,4.1
91,"Rue des Eaux-Vives 63, 1207 Genève, Switzerland",46.2051411,6.1600303,Le Décanteur,4.3
92,"Avenue du Mail 3, 1205 Genève, Switzerland",46.200331,6.1397454,La Pignata,4.2
93,"Rue du Stand 38, 1204 Genève, Switzerland",46.20328170000001,6.137884499999999,Restaurant Camilo's Place,4.2
94,"Rue de Lausanne 49, 1202 Genève, Switzerland",46.214138,6.1458154,Casa Nostra Ristorante,4.0
95,"Rue de Montchoisy 78, 1207 Genève, Switzerland",46.2053234,6.164299199999999,Et Caetera Cafe Restaurant,4.1
96,"Rue de l'Athénée 44, 1206 Genève, Switzerland",46.194263,6.155295,Zio,4.2
97,"Rue de la Servette 1 La Trattoria Da Tonino, 1201, Switzerland",46.208831,6.139751,"La Trattoria, da Tonino",4.1
98,"29, Avenue du Mail, 1205 Geneva, Switzerland",46.1956378,6.1409622,Seppia Bistrò,4.6
99,"Boulevard Carl-Vogt 20, 1205 Genève, Switzerland",46.20021939999999,6.1316863,i-Pub,4.2
100,"Rue Sautter 11, 1205 Genève, Switzerland",46.1948708,6.1493992,Le Vivendo,3.8
101,"Boulevard Carl-Vogt 43, 1205 Genève, Switzerland",46.1990553,6.1343608,Sole Mio,4.1
102,"Route de Frontenex 43, 1207 Genève, Switzerland",46.202124,6.163001,Restaurant Ferrari,4.0
103,"Avenue du Mail 21, 1205 Genève, Switzerland",46.1971689,6.13955,Restaurant Tortellino,4.2
104,"63, Boulevard du Pont-d'Arve, 1205 Genève, Switzerland",46.1934824,6.140099900000001,Pizzeria Ponte Vecchio,3.9
105,"Place du Marché 20, 1227 Carouge, Switzerland",46.18421379999999,6.1395743,Via Roma Ristorante,4.3
106,"82, Rue de Carouge, 1205 Geneva, Switzerland",46.19195300000001,6.143691,"Pizzeria Restaurant café ""Les Vignettes""",4.5
107,"Avenue Louis-Casaï 82, 1216 Genève, Switzerland",46.225944,6.106160999999999,L'Osteria di Oreste,4.2
108,"Rue de l'Athénée 44, 1206 Genève, Switzerland",46.1942633,6.1552953,Zio Italian Food Sàrl,4.7
109,"Rue de la Cité 11, 1204 Genève, Switzerland",46.2031743,6.1441619,Restaurant la Finestra,4.6
110,"Avenue de Champel 45, 1206 Genève, Switzerland",46.19255649999999,6.1531591,Osteria Zaza,4.3
111,"Route des Acacias 4, 1227 Genève, Switzerland",46.1923852,6.138213299999999,Restaurant La Voglia,3.8
112,"Avenue de Frontenex 32, 1207 Genève, Switzerland",46.2014296,6.1587631,Restaurant Le Velours,4.2
113,"Rue de Berne 61, 1201 Genève, Switzerland",46.2133064,6.147925300000001,CIRO Trattoria Gourmet,4.6
114,"Place du Rondeau 4, 1227 Carouge, Switzerland",46.1804041,6.139224899999999,Restaurant Boccalino,4.0
115,"Route de Meyrin 8, 1202 Genève, Switzerland",46.214381,6.128372,La Primavera,4.1
116,"Rue de Lausanne 52, 1201 Genève, Switzerland",46.214206,6.1464097,Il Fornello Napoletano,4.1
117,"Rue Châtelain 5, 1203 Genève, Switzerland",46.21154,6.1262887,Restaurant italien Pizzeria l'ambiance Genève,4.4
118,"Rue de la Terrassière 22, 1207 Genève, Switzerland",46.2006751,6.1574008,"La Conca D Oro, Becker Cerf E.",4.6
119,"Prom. de l'Europe 11, 1203 Genève, Switzerland",46.2085918,6.123863399999999,Restaurant Francesca,4.7
120,"Aeschenvorstadt 48, 4051 Basel, Switzerland",47.5519524,7.593385899999999,Restaurant Prima,4.1
121,"Küchengasse 3, 4051 Basel, Switzerland",47.5488379,7.589494800000001,Ristorante Da Roberto,4.2
122,"Falknerstrasse 31, 4001 Basel, Switzerland",47.5555622,7.5893481,Latini,4.2
123,"St. Johanns-Vorstadt 48, 4056 Basel, Switzerland",47.564221,7.584163999999999,Chez Donati,4.5
124,"Birsig-Parkpl. 26, 4051 Basel, Switzerland",47.551728,7.588095900000001,Artigiano Café,4.5
125,"Rheingasse 47, 4058 Basel, Switzerland",47.5592534,7.5933578,Gabri's Pasta,4.7
126,"Rheingasse 10, 4058 Basel, Switzerland",47.560272,7.591646799999999,"Restaurant ""Zum Schmale Wurf""",4.1
127,"Auf der Lyss 14, 4051 Basel, Switzerland",47.556333,7.584129,Trattoria aroma,4.5
128,"Elsässerstrasse 1, 4056 Basel, Switzerland",47.5670999,7.581165200000001,Da Gianni,4.4
129,"9, Binningerstrasse, 4051 Basel, Switzerland",47.55058409999999,7.586446100000001,Osteria Little Italy,4.4
130,"Steinenvorstadt 71, 4051 Basel, Switzerland",47.551983,7.588115999999999,Pizzeria Molino,4.3
131,"Untere Rebgasse 8, 4058 Basel, Switzerland",47.562312,7.592981,Vapiano Claraplatz,4.3
132,"Hammerstrasse 15, 4058 Basel, Switzerland",47.560295,7.597747999999999,Restaurant Pizzeria ROMA,4.0
133,"Spalenvorstadt 9, 4051 Basel, Switzerland",47.557045,7.583306899999998,Ristorante Bar Casanova Basel,4.5
134,"Riehenring 79, 4058 Basel, Switzerland",47.564391,7.598342000000001,Roma Messe Pizzeria Restaurant,3.6
135,"Eisengasse 9, 4051 Basel, Switzerland",47.559287,7.588295700000001,Spiga Ristorante,4.1
136,"Untere Rebgasse 4, 4058 Basel, Switzerland",47.5621226,7.593233299999999,Detto Pronto AG,3.5
137,"Sattelgasse 3, 4051 Basel, Switzerland",47.5580648,7.587173999999999,Trattoria Antichi Sapori GmbH,4.4
138,"Spalenring 132, 4055 Basel, Switzerland",47.5555165,7.5753847,Restaurant Rossini-Murano,4.0
139,"Sternengasse 19, 4051 Basel, Switzerland",47.551475,7.592706000000001,Vapiano Basel,4.2
140,"St. Johanns-Vorstadt 29, 4056 Basel, Switzerland",47.5637173,7.584069299999999,Restaurant zur Mägd,4.4
141,"Fabrikstrasse 12, 4056 Basel, Switzerland",47.5737027,7.579353399999999,Osteria Dodici,4.6
142,"Hutgasse 6, 4001 Basel, Switzerland",47.557668,7.587181999999999,Ramazzotti,4.0
143,"Theodorsgraben 42, 4058 Basel, Switzerland",47.558949,7.598993999999999,Hotel Restaurant Resslirytti,4.4
144,"Clarastrasse 1, 4058 Basel, Switzerland",47.5620921,7.594750899999998,Restaurant Holzschopf,3.8
145,"Steinenvorstadt 1, 4051 Basel, Switzerland",47.5538351,7.589074399999999,Ristorante La Sosta,3.9
146,"Zürcherstrasse 146, 4052 Basel, Switzerland",47.5551509,7.6133807,Steakhouse Albanbrücke,4.5
147,"Weidengasse 19, 4052 Basel, Switzerland",47.55381329999999,7.605564599999999,Restaurant Cibo Mediterraneo,4.5
148,"Elisabethenstrasse 33, 4051 Basel, Switzerland",47.5514142,7.5912378,Grace Restaurant & Lounge Basel,4.0
149,"Steinenring 60, 4051 Basel, Switzerland",47.5504792,7.5807376,La Vela,4.4
150,"Vogesenstrasse 83, 4056 Basel, Switzerland",47.5673148,7.576624199999999,Mel's Bar & Diner,4.3
151,"Binningerstrasse 145, 4123 Allschwil, Switzerland",47.5471113,7.5524789,Restaurant Pizzeria Sonneck,4.3
152,"Holzmattenweg 13, 79576 Weil am Rhein, Germany",47.58515,7.60747,"Pizzeria Mooshüsli, Café - Restaurant",3.8
153,"Basler Str. 6, 79639 Grenzach-Wyhlen, Germany",47.5529746,7.6604769,Drei Könige Italienisches Restaurant,4.2
154,"Streitgasse 20, 4051 Basel, Switzerland",47.555214,7.5900269,Centro am Barfi,4.1
155,"Untere Rebgasse 18, 4058 Basel, Switzerland",47.5626992,7.592451000000001,Café Restaurant Damas,4.0
156,"Steinentorstrasse 25, 4051 Basel, Switzerland",47.5513182,7.588592199999999,Filini Bar & Restaurant,4.2
157,"Schützengraben 62, 4051 Basel, Switzerland",47.557605,7.581409,Restaurant Apulia,4.4
158,"Horburgstrasse 74, 4057 Basel, Switzerland",47.57053699999999,7.594928999999999,Ristorante Mamma Brunella,4.6
159,"Barfüsserpl. 16, 4051 Basel, Switzerland",47.5546962,7.5886941,Restaurant Bodega zum Strauss,4.5
160,"Aeschenpl. 2, 4052 Basel, Switzerland",47.55129280000001,7.5958419,Pattini Tipico Italiano Street Food,5.0
161,"Güterstrasse 138, 4053 Basel, Switzerland",47.5447321,7.5891816,VITO,4.6
162,"Güterstrasse 183, 4053 Basel, Switzerland",47.5435566,7.592878400000001,5 Signori,4.4
163,"Offenburgerstrasse 32, 4057 Basel, Switzerland",47.569101,7.588471600000001,Trattoria da Checco e Gio,5.0
164,"Allschwilerstrasse 19, 4055 Basel, Switzerland",47.5558237,7.574149899999999,Brause Grill,4.6
165,"St. Jakobs-Strasse 116, 4132 Muttenz, Switzerland",47.5326619,7.6311073,Pizzeria Bianca,4.2
166,"Unterer Rheinweg 28, 4058 Basel, Switzerland",47.5627272,7.58878,Italienische Glace,4.5
167,"Elsässerstrasse 49, 4056 Basel, Switzerland",47.5688063,7.579525599999999,Restaurant Vogesenstube,4.4
168,"47 Reinacherstrasse Münchenstein, 4142, Switzerland",47.52487259999999,7.604690700000001,Pizza Melsa Münchenstein,4.4
169,"Bahnhofstrasse 26, 4106 Therwil, Switzerland",47.499066,7.555877,Restaurant Toscana,4.3
170,"Hauptstraße 160, 79576 Weil am Rhein, Germany",47.59401,7.626419999999999,Galileo`s Restaurant,4.2
171,"43 Hauptstrasse Oberwil, 4104, Switzerland",47.5138213,7.555961699999999,Carbone Caffè-Bar e Locanda,4.6
172,"4051, Gerbergasse 78, 4001 Basel, Switzerland",47.55507739999999,7.588722299999999,PiadinA Bar,4.8
173,"Lutzertstrasse 38, 4132 Muttenz, Switzerland",47.5339306,7.6328997,Restaurant Muttenz,4.3
174,"St. Jakobs-Strasse 106, 4132 Muttenz, Switzerland",47.5321132,7.6336564,Restaurant Pizzeria RENNBAHN Muttenz - Italienische & CH-Küche Fleisch Fisch Hauslieferdienst,4.1
175,"Mühlemattstrasse 9, 4104 Oberwil, Switzerland",47.5102874,7.555656099999998,"Italian Place Restaurant & Take Away / Pizza, Hausgemachte Lasagne, Arancini, Piadina",4.8
176,"Hardstrasse 2, 4127 Birsfelden, Switzerland",47.5523679,7.623763500000001,Restaurant Pizzeria Feldschlösschen (Feldschlössli),4.0
177,"Baslerstrasse 302, 4123 Allschwil, Switzerland",47.55735,7.559857999999998,Ristorazione zur Harmonie,5.0
178,"Spalenvorstadt 34, 4051 Basel, Switzerland",47.5578398,7.581967000000001,Sapori Del Sud,4.8
179,"272 Hauptstraße, 79576 Weil am Rhein, Germany",47.5926668,7.615492199999999,Pizzeria Da Luca,3.6
180,"Effingerstrasse 14, 3011 Bern, Switzerland",46.9459515,7.4353501,Da Carlo Ristorante & Pizzeria,4.4
181,"Murtenstrasse 2, 3008 Bern, Switzerland",46.9483117,7.4283343,Ristorante Azzurro,4.5
182,"Gerechtigkeitsgasse 7, 3011 Bern, Switzerland",46.9485071,7.455440899999998,Verdi,4.0
183,"Waisenhauspl. 13, 3011 Bern, Switzerland",46.948668,7.443987,"Pizzeria Ristorante Molino, Thurm",4.2
184,"Zeughausgasse 28, 3011 Bern, Switzerland",46.9492746,7.4445961,Ristorante Luce,4.4
185,"Hotelgasse 10, 3011 Bern, Switzerland",46.94756539999999,7.447945399999999,Lorenzini,4.3
186,"Bühlstrasse 57, 3012 Bern, Switzerland",46.95266090000001,7.432231499999999,Casa d'Italia,4.2
187,"Kornhauspl. 7, 3011 Bern, Switzerland",46.94833,7.447761599999999,Spaghetti Factory Chindlifrässer,4.0
188,"Thunstrasse 93, 3006 Bern, Switzerland",46.9412757,7.4627724,LOCANDA 93,4.2
189,"Spitalgasse 2, 3011 Bern, Switzerland",46.9483708,7.4434324,Ristorante Da Vinci,3.9
190,"Neubrückstrasse 70, 3012 Bern, Switzerland",46.95710099999999,7.437739000000001,Ristorante Pizzeria La Vita / da Sebastiano,4.2
191,"Bubenbergpl. 8, 3011 Bern, Switzerland",46.947584,7.438199,Cavallo Star,4.0
192,"Turnweg 18, 3013 Bern, Switzerland",46.9584056,7.447750099999999,Restaurant Römer,3.8
193,"Kochergasse 1, 3011 Bern, Switzerland",46.9466949,7.4476773,Restaurant Pizzeria Da Keli,4.2
194,"Waisenhauspl. 28, 3011 Bern, Switzerland",46.949661,7.443979000000001,Il Grissino,4.2
195,"Bärenpl. 7, 3011 Bern, Switzerland",46.9479438,7.443939899999999,Santa Lucia Bern,4.1
196,"Bühlstrasse 5, 3012 Bern, Switzerland",46.9491631,7.428567300000001,Ristorante Ambiente Holzofenpizzeria,4.3
197,"Freiburgstrasse 68, 3008 Bern, Switzerland",46.94624899999999,7.417802,Ristorante Pizzeria Settebello,4.6
198,"Belpstrasse 65, 3003 Bern, Switzerland",46.9420333,7.4314482,"Pizzeria Eigerplatz ""Da Nino""",4.7
199,"PostParc Hochhaus, Bogenschützenstrasse 9, 3008 Bern, Switzerland",46.9481435,7.437897200000001,Vapiano Bern,4.1
200,"Riedbachstrasse 98, 3027 Bern, Switzerland",46.9441375,7.373428499999998,SPIGA Ristorante,3.9
201,"Länggassstrasse 44, 3012 Bern, Switzerland",46.954228,7.431122999999999,Ristorante & Bar Mappamondo,4.0
202,"Bärenpl. 9, 3011 Bern, Switzerland",46.9478212,7.4439537,Plattform Restaurants,3.6
203,"Landoltstrasse 1, 3007 Bern, Switzerland",46.93729,7.439408999999999,Pizzaiolo Pizza-Kurier,3.6
204,"Papiermühlestrasse 71, 3014 Bern, Switzerland",46.9622756,7.4652228,Eleven,4.0
205,"10, Amthausgasse, 3011 Bern, Switzerland",46.94741750000001,7.446630299999999,Ristorante Pizzeria Da Bucolo,4.4
206,"Schwarztorstrasse 47, 3007 Bern, Switzerland",46.9441753,7.4326592,Pizzeria La Stella,3.6
207,"Breitenrainpl. 29, 3014 Bern, Switzerland",46.958287,7.454621,Restaurant Pizzeria Tavola Calda,4.4
208,"Belpstrasse 34, 3007 Bern, Switzerland",46.9434276,7.431776500000001,Ristorante Ottimo,4.7
209,"Laupenstrasse 17, 3008 Bern, Switzerland",46.9471733,7.434979800000001,Tre Fratelli,4.2
210,"Quartiergasse 3, 3013 Bern, Switzerland",46.9580478,7.4465038,La Carbonara,4.2
211,"Bärenpl. 7, 3011 Bern, Switzerland",46.9479358,7.4436854,Ristorante La Gioia,3.5
212,"Schermenweg 179, 3072 Ostermundigen, Switzerland",46.9575626,7.480958999999999,L'Osteria d'Abruzzo,4.4
213,"Länggasstrasse 19, 3012 Bern, Switzerland",46.9588575,7.427328599999999,Pizza Subito da Giovanni Iacono,0.0
214,"Bümplizstrasse 12, 3027 Bern, Switzerland",46.9487449,7.396506800000001,Tre Re,4.2
215,"Dorfstrasse 11, 3073 Gümligen, Switzerland",46.9362643,7.503326800000001,La Tana Del Lupo,4.2
216,"Kappelenbrücke 2 B, 3032 Hinterkappelen, Switzerland",46.9658945,7.3795874,Ristorante & Bar Lago,4.0
217,"Herrengasse 24, 3011 Bern, Switzerland",46.94715799999999,7.449666000000001,De Fusco Ristorante Enoteca,0.0
218,"Scheibenstrasse 25, 3014 Bern, Switzerland",46.9608867,7.4533343,Restaurant Dolce Vita,4.3
219,"Breitenrainpl. 26, 3014 Bern, Switzerland",46.9586107,7.4550548,Grotto Ticino,4.1
220,"Rathausgasse 23, 3011 Bern, Switzerland",46.94847,7.4508346,Lo stuzzichino,4.4
221,"Freiburgstrasse 169, 3008 Bern, Switzerland",46.9424763,7.405082199999999,Trattoria da Walter,4.4
222,"Aarbergergasse 6, 3011 Bern, Switzerland",46.9494818,7.443768700000001,Rialto,4.2
223,"Talgut-Zentrum 34, 3063 Ittigen, Switzerland",46.9745113,7.4815245,Arcadia Taberna Romana,4.4
224,"Kursaal Bern, Kornhausstrasse 3, 3013 Bern, Switzerland",46.95325709999999,7.448741499999999,Meridiano,4.7
225,"Kranichweg 6, 3074 Muri bei Bern, Switzerland",46.9349883,7.489874599999999,Restaurant Pizzeria Thoracker,4.3
226,"Aarbergergasse 35, 3011 Bern, Switzerland",46.9495784,7.442552099999999,Divino,3.5
227,"Bernstrasse 79, 3018 Bern, Switzerland",46.9409268,7.3931377,Osteria da Santo GmbH,4.4
228,"Quellenweg 1, 3084 Köniz, Switzerland",46.9277664,7.453168199999999,Pizzeria da Antonio Wabern Bern Pizza und take away,4.5
229,"Hallerstrasse 21, 3012 Bern, Switzerland",46.953254,7.436063999999999,Pizzeria Garibaldi,3.8
230,"Gerechtigkeitsgasse 12, 3011 Bern, Switzerland",46.948724,7.455575000000001,Treff,4.0
231,"Weingartstrasse 32, 3014 Bern, Switzerland",46.962266,7.455094,Ristorante Pizzeria Calabrisella,4.2
232,"Kornhausstrasse 3, 3013 Bern, Switzerland",46.95343,7.448591500000001,Restaurant Giardino,4.0
233,"Bolligenstrasse 52, 3006 Bern, Switzerland",46.9558221,7.4673878,Ristorante Bella Vita,4.4
234,"Rue Marterey 9, 1005 Lausanne, Switzerland",46.52078729999999,6.638420099999999,Restaurant L'Antica Trattoria,4.3
235,"Avenue de la Gare 20, 1003 Lausanne, Switzerland",46.5171026,6.6333987,Restaurant La Bruschetta,4.3
236,"Rue Saint-Pierre 3, 1003 Lausanne, Switzerland",46.5196476,6.6370863,Luigia,4.2
237,"Avenue d'Ouchy 38, 1006 Lausanne, Switzerland",46.511826,6.629179,Piazza San marco,4.4
238,"Avenue d'Ouchy 14, 1006 Lausanne, Switzerland",46.5136042,6.630593699999999,Restaurant Osteria Balsamico,4.2
239,"Avenue de Tivoli 60, 1007 Lausanne, Switzerland",46.5212116,6.6174664,Zafferano,4.7
240,"Chemin de Couvaloup 13, 1005 Lausanne, Switzerland",46.5250375,6.6363108,Ulivo,4.4
241,"Avenue d'Echallens 72, 1004 Lausanne, Switzerland",46.52814900000001,6.61641,Ristorante St Paul,4.7
242,"Place du Port 11, 1006 Lausanne, Switzerland",46.5071613,6.6283135,L´Accademia,4.3
243,"Place de la Gare 4, 1003 Lausanne, Switzerland",46.5175977,6.6294476,Vapiano,4.0
