,Addresse,Lat,Lng,Name,Rating
162,"Bärenpl. 7, 3011 Bern, Switzerland",46.9479358,7.4436854,Ristorante La Gioia,3.5
163,"Bümplizstrasse 12, 3027 Bern, Switzerland",46.9487449,7.396506800000001,Tre Re,4.2
164,"Kappelenbrücke 2 B, 3032 Hinterkappelen, Switzerland",46.9658945,7.3795874,Ristorante & Bar Lago,4.0
165,"Scheibenstrasse 25, 3014 Bern, Switzerland",46.9608867,7.4533343,Restaurant Dolce Vita,4.3
166,"Breitenrainpl. 26, 3014 Bern, Switzerland",46.9586107,7.4550548,Grotto Ticino,4.1
167,"Länggassstrasse 44, 3012 Bern, Switzerland",46.954228,7.431122999999999,Ristorante & Bar Mappamondo,4.0
168,"Bärenpl. 9, 3011 Bern, Switzerland",46.9478212,7.4439537,Plattform Restaurants,3.6
169,"Papiermühlestrasse 71, 3014 Bern, Switzerland",46.9622756,7.4652228,Eleven,4.0
170,"Aarbergergasse 6, 3011 Bern, Switzerland",46.9494818,7.443768700000001,Rialto,4.2
171,"10, Amthausgasse, 3011 Bern, Switzerland",46.94741750000001,7.446630299999999,Ristorante Pizzeria Da Bucolo,4.4
172,"Schwarztorstrasse 47, 3007 Bern, Switzerland",46.9441753,7.4326592,Pizzeria La Stella,3.6
173,"Breitenrainpl. 29, 3014 Bern, Switzerland",46.958287,7.454621,Restaurant Pizzeria Tavola Calda,4.4
174,"Belpstrasse 34, 3007 Bern, Switzerland",46.9434276,7.431776500000001,Ristorante Ottimo,4.7
175,"Laupenstrasse 17, 3008 Bern, Switzerland",46.9471733,7.434979800000001,Tre Fratelli,4.2
176,"Quartiergasse 3, 3013 Bern, Switzerland",46.9580478,7.4465038,La Carbonara,4.2
177,"Schermenweg 179, 3072 Ostermundigen, Switzerland",46.9575626,7.480958999999999,L'Osteria d'Abruzzo,4.4
178,"Länggasstrasse 19, 3012 Bern, Switzerland",46.9588575,7.427328599999999,Pizza Subito da Giovanni Iacono,0.0
179,"Dorfstrasse 11, 3073 Gümligen, Switzerland",46.9362643,7.503326800000001,La Tana Del Lupo,4.2
180,"Aarbergergasse 35, 3011 Bern, Switzerland",46.9495784,7.442552099999999,Divino,3.5
181,"Herrengasse 24, 3011 Bern, Switzerland",46.94715799999999,7.449666000000001,De Fusco Ristorante Enoteca,0.0
182,"Bernstrasse 79, 3018 Bern, Switzerland",46.9409268,7.3931377,Osteria da Santo GmbH,4.4
183,"Gerechtigkeitsgasse 12, 3011 Bern, Switzerland",46.948724,7.455575000000001,Treff,4.0
184,"Weingartstrasse 32, 3014 Bern, Switzerland",46.962266,7.455094,Ristorante Pizzeria Calabrisella,4.2
185,"Rathausgasse 23, 3011 Bern, Switzerland",46.94847,7.4508346,Lo stuzzichino,4.4
186,"Freiburgstrasse 169, 3008 Bern, Switzerland",46.9424763,7.405082199999999,Trattoria da Walter,4.4
187,"Talgut-Zentrum 34, 3063 Ittigen, Switzerland",46.9745113,7.4815245,Arcadia Taberna Romana,4.4
188,"Kornhausstrasse 3, 3013 Bern, Switzerland",46.95343,7.448591500000001,Restaurant Giardino,4.0
189,"Kranichweg 6, 3074 Muri bei Bern, Switzerland",46.9349883,7.489874599999999,Restaurant Pizzeria Thoracker,4.3
190,"Quellenweg 1, 3084 Köniz, Switzerland",46.9277664,7.453168199999999,Pizzeria da Antonio Wabern Bern Pizza und take away,4.5
191,"Rue Saint-Pierre 3, 1003 Lausanne, Switzerland",46.5196476,6.6370863,Luigia,4.2
192,"Avenue de Tivoli 60, 1007 Lausanne, Switzerland",46.5212116,6.6174664,Zafferano,4.7
193,"Rue Marterey 9, 1005 Lausanne, Switzerland",46.52078729999999,6.638420099999999,Restaurant L'Antica Trattoria,4.3
194,"Avenue de la Gare 20, 1003 Lausanne, Switzerland",46.5171026,6.6333987,Restaurant La Bruschetta,4.3
195,"Avenue d'Ouchy 38, 1006 Lausanne, Switzerland",46.511826,6.629179,Piazza San marco,4.4
196,"Place de la Gare 4, 1003 Lausanne, Switzerland",46.5175977,6.6294476,Vapiano,4.0
197,"Avenue d'Ouchy 14, 1006 Lausanne, Switzerland",46.5136042,6.630593699999999,Restaurant Osteria Balsamico,4.2
198,"Chemin de Couvaloup 13, 1005 Lausanne, Switzerland",46.5250375,6.6363108,Ulivo,4.4
199,"Avenue d'Echallens 72, 1004 Lausanne, Switzerland",46.52814900000001,6.61641,Ristorante St Paul,4.7
200,"Place du Port 11, 1006 Lausanne, Switzerland",46.5071613,6.6283135,L´Accademia,4.3
201,"Rue Marterey 25, 1005 Lausanne, Switzerland",46.5213123,6.6396532,Restaurant pizzeria Bravissimo,4.4
202,"Avenue de la Gare 52, 1003 Lausanne, Switzerland",46.5175303,6.630586699999999,Bella Vita,3.6
203,"Rue de Bourg 28, 1003 Lausanne, Switzerland",46.519899,6.636143,Chez Mario,4.3
204,"Via Valentino, 12, 1004 Lausanne, Switzerland",46.5244061,6.632040900000001,I Giardini d'Italia,3.2
205,"Avenue du Théâtre 12, 1005 Lausanne, Switzerland",46.51804,6.636889999999999,Restaurant du Théâtre,4.3
206,"Avenue Emile-Henri-Jaques-Dalcroze 9, 1007 Lausanne, Switzerland",46.5115408,6.6095273,Watergate,3.6
207,"Rue de Lausanne 23, 1020 Renens, Switzerland",46.5368608,6.5828389,Trattoria du Commerce,4.0
208,"Avenue Mon-Repos 14, 1005 Lausanne, Switzerland",46.518766,6.640295,Restaurant Pizzeria Gigio’s Lausanne,4.0
209,"Grand-Rue 22, 1009 Pully, Switzerland",46.5102249,6.6609856,La Stella,4.1
210,"Rue de la Barre 5, 1003 Lausanne, Switzerland",46.5257225,6.635713699999999,Caffe Bellini,3.9
211,"Avenue de Chailly 13, 1012 Lausanne, Switzerland",46.525515,6.652269,Au charbon,4.0
212,"Avenue de la Sallaz 31, 1010 Lausanne, Switzerland",46.5314723,6.6459734,Restaurant L'Amica,3.6
213,"Rue Caroline 2, 1003 Lausanne, Switzerland",46.5202913,6.637211199999999,Pizzéria Da Carlo S.A.,4.1
214,"Chemin des Clochetons 41, 1004 Lausanne, Switzerland",46.526337,6.6169981,cucina41,4.2
215,"Avenue des Deux-Ponts 13, 1009 Pully, Switzerland",46.5126672,6.6455464,Restaurant - Pizzeria Grotto 2,4.2
216,"Voie du Chariot 6, 1003 Lausanne, Switzerland",46.52097879999999,6.6292449,Leonardo Bar and Food,4.1
217,"Place de la Gare 12, 1003 Lausanne, Switzerland",46.5178941,6.6281427,Le Ticino,4.2
218,"Avenue du Temple 2, 1020 Renens, Switzerland",46.5359887,6.5876891,Restaurant La Rose Rouge,4.1
219,"Rlle des Tanneurs 1003, 1003 Lausanne, Switzerland",46.520673,6.635789,Perbacco,4.4
220,"Avenue de la Poste 22, 1020 Renens, Switzerland",46.5392332,6.5836878,La Scarpetta Pizzeria,3.9
221,"Rue Cité-Devant 6, 1005 Lausanne, Switzerland",46.52328,6.6353341,Il ghiotto,4.3
222,"Chemin des Cèdres 2B, 1004 Lausanne, Switzerland",46.5245867,6.626798099999999,Milano's Pizza,4.2
223,"Route d'Oron 4, 1068 Pully, Switzerland",46.5340654,6.6834979,Il Vesuvio,4.2
224,"Chemin du Pré-de-la-Tour 10, 1009 Pully, Switzerland",46.5111441,6.6609408,Time Out Pully,3.9
225,"Chemin des Falaises 1, 1005 Lausanne, Switzerland",46.52694899999999,6.640897,Restaurant-pizzeria Les Falaises,3.6
226,"Avenue du Chablais 53, 1007 Lausanne, Switzerland",46.5232328,6.6010452,La Poesia Restaurant,4.5
227,"Rue Dr César-Roux 5, 1005 Lausanne, Switzerland",46.5251589,6.6376237,Ristorante Amici,4.6
228,"Boulevard de Grancy 54, 1006 Lausanne, Switzerland",46.5165131,6.6258518,le Milan,4.3
229,"Avenue d'Ouchy 3, 1006 Lausanne, Switzerland",46.5165321,6.6336551,Pasta e Sfizi,4.3
230,"Route du Châtelard 56, 1018 Lausanne, Switzerland",46.54440049999999,6.6242166,Pizzeria Napoli,3.9
231,"Avenue des Deux-Ponts 13, 1009 Pully, Switzerland",46.5127122,6.6454796,restaurant italien,0.0
232,"Rue du Bugnon 46, 1005 Lausanne, Switzerland",46.52560829999999,6.642587199999999,Chez Sophie,4.0
233,"Boulevard de Grancy 32, 1006 Lausanne, Switzerland",46.5158806,6.6280049,Café de L 'Avenir,4.2
234,"Avenue de Tivoli 68, 1007 Lausanne, Switzerland",46.52108579999999,6.616756499999999,Restaurant La Molisana,4.2
235,"Bahnhofpl. 12, 8400 Winterthur, Switzerland",47.5007963,8.7250973,Bindella,4.0
236,"Oberer Graben 26, 8400 Winterthur, Switzerland",47.4991699,8.7314026,Spaghetti Factory Frohsinn,3.9
237,"Marktgasse 45, 8400 Winterthur, Switzerland",47.499424,8.727779,Pizzeria Ristorante Molino,4.2
238,"Stadthausstrasse 71, 8400 Winterthur, Switzerland",47.5001347,8.729137,Pizzeria La Pergola Restaurante,4.5
239,"Wartstrasse 24, 8400 Winterthur, Switzerland",47.501301,8.721197,Ristorante Sottovoce,4.4
240,"Metzggasse 11, 8400 Winterthur, Switzerland",47.4986905,8.7276081,Pulcinella,4.5
241,"Archstrasse 12, 8400 Winterthur, Switzerland",47.4978722,8.7235248,Trattoria La Torre,4.2
242,"Wülflingerstrasse 30, 8400 Winterthur, Switzerland",47.5050737,8.7184388,Buon Gusto Pizzeria & Pizzakurier,4.5
243,"Steinberggasse 24, 8400 Winterthur, Switzerland",47.4983998,8.7288301,Insieme,4.4
