Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
1156,"Watterstrasse 101, 8105 Regensdorf, Switzerland",47.43384100000001,8.468366900000001,Franco's Pizzaservice Regensdorf,4.2,POINT (8.468366900000001 47.43384100000001),POINT (8.468366900000001 47.43384100000001)
1158,"Eichwatt 19A, feinWERK Restaurant, 8105 Regensdorf - Watt, Switzerland",47.4388586,8.4765075,feinWERK - Gourmetrestaurant GM,5.0,POINT (8.4765075 47.4388586),POINT (8.4765075 47.4388586)
1161,"Place Centrale 7, 1870 Monthey, Switzerland",46.2514633,6.947487299999999,Restaurant La Nonna,3.9,POINT (6.947487299999999 46.2514633),POINT (6.947487299999999 46.2514633)
1162,"Rue du Pont 2, 1870 Monthey, Switzerland",46.2511588,6.9471555999999985,Pizzeria Capri Sarl,4.4,POINT (6.947155599999999 46.2511588),POINT (6.947155599999999 46.2511588)
1163,"Avenue de l'Industrie 47 A, 1870 Monthey, Switzerland",46.253389,6.957373,"Pizzeria du Préville, Kelmendi",4.6,POINT (6.957373 46.253389),POINT (6.957373 46.253389)
1164,"Rue de Venise 12, 1870 Monthey, Switzerland",46.2503742,6.9487632,Café Restaurant Pizzeria Bellini,4.1,POINT (6.9487632 46.2503742),POINT (6.9487632 46.2503742)
1165,"Avenue du Crochetan 5, 1870 Monthey, Switzerland",46.253563799999995,6.9479197,Restaurant de l'AOMC,4.2,POINT (6.9479197 46.25356379999999),POINT (6.9479197 46.25356379999999)
1166,"Route de Pre-Berard 1, 1870 Monthey, Switzerland",46.246053,6.966403999999999,Restaurant Les Ilettes,4.5,POINT (6.966403999999999 46.246053),POINT (6.966403999999999 46.246053)
1167,"Rue du Bourg-aux-Favre 4, 1870 Monthey, Switzerland",46.252101399999994,6.9462975999999985,Mediterraneo,4.5,POINT (6.946297599999999 46.25210139999999),POINT (6.946297599999999 46.25210139999999)
1168,"Aarburgerstrasse 6, 4600 Olten, Switzerland",47.3487698,7.9058302,Ristorante Lungomare,4.2,POINT (7.9058302 47.3487698),POINT (7.9058302 47.3487698)
1169,"Klosterpl. 19, 4600 Olten, Switzerland",47.3502825,7.903598199999998,Trattoria da Enzo,4.6,POINT (7.903598199999998 47.3502825),POINT (7.903598199999998 47.3502825)
1170,"Martin Disteli-Strasse 2, 4600 Olten, Switzerland",47.351136,7.9083820000000005,Restaurant La Carbonara,4.1,POINT (7.908382 47.351136),POINT (7.908382 47.351136)
1171,"Baslerstrasse 15, 4600 Olten, Switzerland",47.351118400000004,7.902365000000001,Ristorante Olivo Olten,4.2,POINT (7.902365000000001 47.3511184),POINT (7.902365000000001 47.3511184)
1172,"Landhausstrasse 17, 4663 Aarburg, Switzerland",47.3190295,7.8986928,La Perla Restaurant,4.4,POINT (7.8986928 47.3190295),POINT (7.8986928 47.3190295)
1173,"Mühletalweg 12, 4600 Olten, Switzerland",47.3445747,7.918551600000002,Restaurant Mühletal,4.3,POINT (7.918551600000002 47.3445747),POINT (7.918551600000002 47.3445747)
1174,"Hammerallee 25, 4600 Olten, Switzerland",47.3490439,7.898451,Pizzeria Gäubahn Bruno von Rohr,4.5,POINT (7.898451 47.3490439),POINT (7.898451 47.3490439)
1175,"Frohburgstrasse 30, 4600 Olten, Switzerland",47.352253600000004,7.902787400000001,Pizzeria Arlecchino,4.2,POINT (7.902787400000001 47.3522536),POINT (7.902787400000001 47.3522536)
1176,"Riggenbachstrasse 10, 4600 Olten, Switzerland",47.34703029999999,7.9094341,pure Restaurant,4.1,POINT (7.9094341 47.34703029999999),POINT (7.9094341 47.34703029999999)
1177,"Klosterpl. 17, 4600 Olten, Switzerland",47.350342,7.903710999999999,National da Sergio,4.6,POINT (7.903710999999999 47.350342),POINT (7.903710999999999 47.350342)
1178,"Rue d'Oche 10, 1920 Martigny, Switzerland",46.0972182,7.072273999999998,Le Bistrot d'Italie,4.3,POINT (7.072273999999998 46.0972182),POINT (7.072273999999998 46.0972182)
1179,"Rue de la Bâtiaz 22, 1920 Martigny, Switzerland",46.1060747,7.070784799999998,Trattoria Casa Nostra,4.8,POINT (7.070784799999998 46.1060747),POINT (7.070784799999998 46.1060747)
1180,"Rue du Bourg 2, 1920 Martigny, Switzerland",46.091485999999996,7.0651648,La cantina del borgo,0.0,POINT (7.0651648 46.091486),POINT (7.0651648 46.091486)
1181,"Rue d'Octodure 25, 1920 Martigny, Switzerland",46.098834000000004,7.075159999999999,Pizzeria d'Octodure,4.4,POINT (7.075159999999999 46.098834),POINT (7.075159999999999 46.098834)
1182,"Rue du Simplon 28, 1920 Martigny, Switzerland",46.1033856,7.0795848,Chez Don Pasquale - Restaurant Pizzeria Cuisine Italienne,5.0,POINT (7.0795848 46.1033856),POINT (7.0795848 46.1033856)
1183,"Place Saint-Michel 6, 1920 Martigny, Switzerland",46.0890201,7.0606993000000005,Pizzeria La Botte,4.3,POINT (7.0606993 46.0890201),POINT (7.0606993 46.0890201)
1184,"Rue du Levant 145, 1920 Martigny, Switzerland",46.10279209999999,7.089656799999998,Café Restaurant La Randonnée,4.4,POINT (7.089656799999998 46.10279209999999),POINT (7.089656799999998 46.10279209999999)
1185,"Place Centrale 5-7, 1920 Martigny, Switzerland",46.10086099999999,7.073309999999998,la Nonna,4.1,POINT (7.073309999999998 46.10086099999999),POINT (7.073309999999998 46.10086099999999)
1186,"Rue du Rhône 3, 1920 Martigny, Switzerland",46.10278599999999,7.07367,Pizzeria Le Grotto,4.0,POINT (7.07367 46.10278599999999),POINT (7.07367 46.10278599999999)
1187,"Rue des Finettes 45, 1920 Martigny, Switzerland",46.106348600000004,7.0873696,Migros magasin M - Brico-Loisirs Martigny,4.7,POINT (7.0873696 46.1063486),POINT (7.0873696 46.1063486)
1188,"1, Avenue du Grand-Saint-Bernard, 1920 Martigny, Switzerland",46.1007093,7.0719878,Restaurant Lion d'Or,4.4,POINT (7.0719878 46.1007093),POINT (7.0719878 46.1007093)
1189,"Rue d'Octodure 25, 1920 Martigny, Switzerland",46.0988344,7.075159599999999,Pizzeria Restaurant d'Octodure,4.3,POINT (7.075159599999999 46.0988344),POINT (7.075159599999999 46.0988344)
1190,"49,, Rue du Bourg 47, 1920 Martigny, Switzerland",46.09013900000001,7.063371099999999,Chapiteau Romain,4.4,POINT (7.063371099999999 46.09013900000001),POINT (7.063371099999999 46.09013900000001)
1193,"Thurgauerstrasse 117, 8152 Opfikon, Switzerland",47.4237268,8.5585446,al Dente,4.2,POINT (8.558544599999999 47.4237268),POINT (8.558544599999999 47.4237268)
1194,"Dufaux-Strasse 1, 8152 Opfikon, Switzerland",47.422942,8.559118999999999,L'Unico,4.1,POINT (8.559118999999999 47.422942),POINT (8.559118999999999 47.422942)
1196,"Schaffhauserstrasse 54, 8152 Glattbrugg, Switzerland",47.43011509999999,8.560854699999998,Da Fabio,4.4,POINT (8.560854699999998 47.43011509999999),POINT (8.560854699999998 47.43011509999999)
1197,"Schaffhauserstrasse 55, 8152 Glattbrugg, Switzerland",47.4304981,8.5607727,Café Cameleon,3.9,POINT (8.560772699999999 47.4304981),POINT (8.560772699999999 47.4304981)
1198,"Dufaux-Strasse 1, 8152 Opfikon, Switzerland",47.42282489999999,8.5590945,Kameha Grand Zürich,4.4,POINT (8.5590945 47.42282489999999),POINT (8.5590945 47.42282489999999)
1201,"Dennikofenweg 122, 3072 Ostermundigen, Switzerland",46.947437,7.490582000000001,Pizzeria Presto,4.0,POINT (7.490582000000001 46.947437),POINT (7.490582000000001 46.947437)
1202,"Bernstrasse 53, 3072 Ostermundigen, Switzerland",46.95739709999999,7.485796499999998,Ristorante Beaulieu GmbH,4.6,POINT (7.485796499999998 46.95739709999999),POINT (7.485796499999998 46.95739709999999)
1203,"Avenue du Château 6, 3960 Sierre, Switzerland",46.293964700000004,7.5338016,Trattoria della Piazza Sàrl,4.1,POINT (7.5338016 46.2939647),POINT (7.5338016 46.2939647)
1204,"20, Route des Lacs, 3960 Sierre, Switzerland",46.2901064,7.5364467999999984,Café Restaurant du Petit Lac,4.5,POINT (7.536446799999998 46.2901064),POINT (7.536446799999998 46.2901064)
1206,"Chemin du Grand Lac 8, 3960 Sierre, Switzerland",46.28598970000001,7.540340400000001,Bella Italia,4.1,POINT (7.540340400000001 46.28598970000001),POINT (7.540340400000001 46.28598970000001)
1207,"Bahnhofstrasse 52, 3920 Zermatt, Switzerland",46.02149,7.746690999999998,Pizzeria Ristorante Molino,4.0,POINT (7.746690999999998 46.02149),POINT (7.746690999999998 46.02149)
1208,"Dorf 13, 6167 Neustift im Stubaital, Austria",47.1108263,11.3062906,BOTTEGA No. 13,4.6,POINT (11.3062906 47.1108263),POINT (11.3062906 47.1108263)
1210,"Chemin du Grand Lac 4, 3960 Sierre, Switzerland",46.289526200000005,7.541353900000001,Hôtel la Grotte,4.2,POINT (7.541353900000001 46.2895262),POINT (7.541353900000001 46.2895262)
1211,"Rue Sainte-Catherine 4, 3960 Sierre, Switzerland",46.294202,7.521244999999999,Château de Villa,4.6,POINT (7.521244999999999 46.294202),POINT (7.521244999999999 46.294202)
1212,"90 Rue du Lyret, 74400 Chamonix-Mont-Blanc, France",45.921891200000005,6.869484,Casa Valerio,4.3,POINT (6.869484 45.9218912),POINT (6.869484 45.9218912)
1213,"Voa Principala 41, 7078 Vaz/Obervaz, Switzerland",46.72812039999999,9.5575046,Restaurant Giardino,0.0,POINT (9.5575046 46.72812039999999),POINT (9.5575046 46.72812039999999)
1214,"Rue du Pas-de-l'Ours 6, 3963 Lens, Switzerland",46.3075713,7.467323099999999,"Pizzeria Ristorante Molino, Crans-Montana",4.2,POINT (7.467323099999999 46.3075713),POINT (7.467323099999999 46.3075713)
1215,"Weissenbachweg 5, 6067 Absam, Austria",47.294823,11.515627,La Taverna Ristorante Pizzeria,4.7,POINT (11.515627 47.294823),POINT (11.515627 47.294823)
1216,"Avenue du Rothorn 2, 3960 Sierre, Switzerland",46.294166600000004,7.5326517000000015,Restaurant Le Bourgeois,3.8,POINT (7.532651700000002 46.2941666),POINT (7.532651700000002 46.2941666)
1218,"Rue du Bourg 45, 3960 Sierre, Switzerland",46.29383989999999,7.536142,Restaurant-Pizzeria Les Arcades,4.5,POINT (7.536142 46.29383989999999),POINT (7.536142 46.29383989999999)
1219,"Chemin du Grand Lac 8, 3960 Sierre, Switzerland",46.285929100000004,7.540306,Auberge des Collines,4.1,POINT (7.540306 46.2859291),POINT (7.540306 46.2859291)
1221,"Avenue du Général Guisan 19, 3960 Sierre-Siders, Switzerland",46.291901700000004,7.5302729999999976,Hotel Casino,3.4,POINT (7.530272999999998 46.2919017),POINT (7.530272999999998 46.2919017)
1222,"Rue de Ancien Cimetière 2, 3960 Sierre, Switzerland",46.294562400000004,7.532626400000002,Pizzeria Trattoria Gelateria Carbonia,4.3,POINT (7.532626400000002 46.2945624),POINT (7.532626400000002 46.2945624)
1223,"Parking du Forum, Avenue du Rothorn 9B, 3960 Sierre, Switzerland",46.2934475,7.531975599999999,Terra Brasil Churrascaria,4.6,POINT (7.531975599999999 46.2934475),POINT (7.531975599999999 46.2934475)
1224,"Rue de Borzuat 1, 3960 Sierre, Switzerland",46.294469,7.536830900000001,Vache et Moi,4.5,POINT (7.536830900000001 46.294469),POINT (7.536830900000001 46.294469)
1225,"Promenade 50, 7270 Davos, Switzerland",46.795195899999996,9.8214163,Damoro Restaurant Morosani Schweizerhof,4.5,POINT (9.821416299999999 46.7951959),POINT (9.821416299999999 46.7951959)
1226,"Rue Centrale 4, 3960 Sierre, Switzerland",46.29353,7.532947,Crêperie Central Avenue,4.3,POINT (7.532947 46.29353),POINT (7.532947 46.29353)
1228,"Vicolo Alessandro Volta, Vicolo Chiesa, 3, 37010 Torri del Benaco VR, Italy",45.61018,10.68657,Pizzeria El Trincero',4.6,POINT (10.68657 45.61018),POINT (10.68657 45.61018)
1230,"Lofererstraße 22, 6322 Kirchbichl, Austria",47.49433699999999,12.0892906,Gusto Italiano,4.6,POINT (12.0892906 47.49433699999999),POINT (12.0892906 47.49433699999999)
1231,"Bozner Pl. 6, 6020 Innsbruck, Austria",47.26449470000001,11.3978354,Die Pizzerei,4.4,POINT (11.3978354 47.26449470000001),POINT (11.3978354 47.26449470000001)
1232,"Rue Sainte-Catherine 2, 3960 Sierre, Switzerland",46.2940391,7.5213988999999986,Oenothèque du Château de Villa,4.9,POINT (7.521398899999999 46.2940391),POINT (7.521398899999999 46.2940391)
1233,"Almteilweg 1, 6706 Bürs, Austria",47.151047999999996,9.812175,da Pino Restaurations- und Handelsunternehmungs GmbH,4.0,POINT (9.812175 47.151048),POINT (9.812175 47.151048)
1234,"Ritterquai 3, 4500 Solothurn, Switzerland",47.207296,7.5397199000000015,Cantinetta Bindella Solothurn,4.2,POINT (7.539719900000001 47.207296),POINT (7.539719900000001 47.207296)
1235,"Goldgasse 15, 4500 Solothurn, Switzerland",47.2073247,7.537450200000001,da Daniele,4.2,POINT (7.537450200000001 47.2073247),POINT (7.537450200000001 47.2073247)
1236,"Gerberngasse 5, 4500 Solothurn, Switzerland",47.2064028,7.5359143,Zur Grünen Ecke,4.4,POINT (7.5359143 47.2064028),POINT (7.5359143 47.2064028)
1237,"Adlergasse 1, 4500 Solothurn, Switzerland",47.20460070000001,7.536151200000001,Trattoria Napoli GmbH,4.4,POINT (7.536151200000001 47.20460070000001),POINT (7.536151200000001 47.20460070000001)
1238,"Fabrikstrasse 4, 4500 Solothurn, Switzerland",47.2118469,7.525683700000001,Trattoria Al Solito Posto,4.8,POINT (7.525683700000001 47.2118469),POINT (7.525683700000001 47.2118469)
1239,"Glutz-Blotzheim-Strasse 1, 4500 Solothurn, Switzerland",47.20165799999999,7.528953,Ristorante Pizzeria Casablanca,4.1,POINT (7.528953 47.20165799999999),POINT (7.528953 47.20165799999999)
1240,"Berntorstrasse 6, 4500 Solothurn, Switzerland",47.2049066,7.536033,Ristorante II Ponte del Sole,4.4,POINT (7.536033 47.2049066),POINT (7.536033 47.2049066)
1241,"Landhausquai 17, 4500 Solothurn, Switzerland",47.20640170000001,7.5366215,Aarebar Solothurn,4.5,POINT (7.5366215 47.20640170000001),POINT (7.5366215 47.20640170000001)
1242,"Wengistrasse 4, 4500 Solothurn, Switzerland",47.20662890000001,7.534149900000001,Pizzeria Trattoria Maria,2.3,POINT (7.534149900000001 47.20662890000001),POINT (7.534149900000001 47.20662890000001)
1243,"Baselstrasse 47, 4500 Solothurn, Switzerland",47.212153,7.545024799999998,Restaurant Pizzeria Sternen,4.3,POINT (7.545024799999998 47.212153),POINT (7.545024799999998 47.212153)
1244,"Gerberngasse 9, 4500 Solothurn, Switzerland",47.2065498,7.5359308,Restaurant Wengihaus,4.4,POINT (7.5359308 47.2065498),POINT (7.5359308 47.2065498)
1245,"Friedhofpl. 14, 4500 Solothurn, Switzerland",47.207254299999995,7.5357924,Egge14,4.1,POINT (7.5357924 47.2072543),POINT (7.5357924 47.2072543)
1246,"Solothurnstrasse 139, 2540 Grenchen, Switzerland",47.19458579999999,7.4081801999999985,Spaghetteria Pizzeria Pomodoro,4.3,POINT (7.408180199999999 47.19458579999999),POINT (7.408180199999999 47.19458579999999)
1247,"Flughafenstrasse 30 c/o Bocciahalle, 2540 Grenchen, Switzerland",47.183921999999995,7.4080590000000015,"Restaurant Il Grottino, Grenchen",4.7,POINT (7.408059000000002 47.183922),POINT (7.408059000000002 47.183922)
1248,"Rue du Tertre 32, 2000 Neuchâtel, Switzerland",46.9945641,6.9308678,Cercle de la Colonia Libera Italiana di Neuchâtel,4.1,POINT (6.9308678 46.9945641),POINT (6.9308678 46.9945641)
1249,"Rue Saint-Maurice 13, 2525 Le Landeron, Switzerland",47.052501899999996,7.064831,Pizzeria-Restaurant Antica Roma,4.1,POINT (7.064831 47.0525019),POINT (7.064831 47.0525019)
1250,"Rue de Monruz 21, 2000 Neuchâtel, Switzerland",47.0048598,6.961477400000001,"Restaurant-Pizzeria, Tony's Bar, Palumbi",4.1,POINT (6.961477400000001 47.0048598),POINT (6.961477400000001 47.0048598)
1251,"Rue Léo-Châtelain 11, 2063 Fenin-Vilars-Saules, Switzerland",47.02564080000001,6.922137999999999,Auberge du Chasseur - Maria & Sonny Sàrl,4.4,POINT (6.922137999999999 47.02564080000001),POINT (6.922137999999999 47.02564080000001)
1252,"Rue de Flandres 1, 2000 Neuchâtel, Switzerland",46.990333,6.9290080000000005,Cercle National,3.7,POINT (6.929008000000001 46.990333),POINT (6.929008000000001 46.990333)
1253,"Route de Fontaines 1, 2052 Fontainemelon, Switzerland",47.055909,6.890059,Restaurant Pizzeria de l'Union Fontainemelon,4.0,POINT (6.890059 47.055909),POINT (6.890059 47.055909)
1254,"Rue des Moulins 31, 2000 Neuchâtel, Switzerland",46.992704700000004,6.9278844999999984,Antica Gelateria Fiorentina,4.7,POINT (6.927884499999998 46.9927047),POINT (6.927884499999998 46.9927047)
1255,"Rue de l'Evole 4, 2000 Neuchâtel, Switzerland",46.9905412,6.9236323,Il Grotto,4.3,POINT (6.9236323 46.9905412),POINT (6.9236323 46.9905412)
1256,"Rue du Seyon 27, 2000 Neuchâtel, Switzerland",46.993359000000005,6.927457700000001,"Restaurant, Pizzeria 'Au Feu de Bois', Josephine Langone",3.7,POINT (6.927457700000001 46.99335900000001),POINT (6.927457700000001 46.99335900000001)
1259,"Rue de la Pierre-à-Mazel 10, 2000 Neuchâtel, Switzerland",46.9955785,6.943787700000001,Piazza,3.5,POINT (6.943787700000001 46.9955785),POINT (6.943787700000001 46.9955785)
1260,"La Corbatière 182, 2314 La Sagne NE, Switzerland",47.066422700000004,6.8345368,Restaurant La Bonne Auberge,4.3,POINT (6.8345368 47.0664227),POINT (6.8345368 47.0664227)
1261,"Rue de la Côte 68, 2000 Neuchâtel, Switzerland",46.994688599999996,6.9241635,Quick Pizzas Rizvic Sàrl,4.2,POINT (6.9241635 46.9946886),POINT (6.9241635 46.9946886)
1263,"Rue du Réservoir 14, 2034 Peseux, Switzerland",46.99221259999999,6.888844099999999,Restaurant du Tennis de Peseux,4.3,POINT (6.888844099999999 46.99221259999999),POINT (6.888844099999999 46.99221259999999)
1264,"Grand-Rue 19, 2046 Fontaines, Switzerland",47.0438951,6.9003893,Restaurant Le Manoir de la Poste,4.4,POINT (6.9003893 47.0438951),POINT (6.9003893 47.0438951)
1265,"Grand'Rue 9, 2034 Peseux NE, Switzerland",46.98694219999999,6.8882100999999984,"Kebab du Village, Kaçan",4.5,POINT (6.888210099999998 46.98694219999999),POINT (6.888210099999998 46.98694219999999)
1266,"Avenue de la Gare 1, 2000 Neuchâtel, Switzerland",46.993088,6.9301309999999985,Le PamBar,4.3,POINT (6.930130999999998 46.993088),POINT (6.930130999999998 46.993088)
1267,"Place des Halles 11, 2000 Neuchâtel, Switzerland",46.9906673,6.928725300000001,Trattoria du Soleil,4.1,POINT (6.928725300000001 46.9906673),POINT (6.928725300000001 46.9906673)
1268,"Rue du Bassin 10, 2000 Neuchâtel, Switzerland",46.99013370000001,6.930411099999999,Pizzeria Fleur-de-Lys,4.2,POINT (6.930411099999999 46.99013370000001),POINT (6.930411099999999 46.99013370000001)
1269,"Rue de l'Ecluse 32, 2000 Neuchâtel, Switzerland",46.9927331,6.925724900000001,Restaurant Pizzeria La Gondola,3.8,POINT (6.925724900000001 46.9927331),POINT (6.925724900000001 46.9927331)
1270,"Fbg Ph.-Suchard 31, 2017 Boudry, Switzerland",46.955846,6.83149,Café du Pont,4.3,POINT (6.83149 46.955846),POINT (6.83149 46.955846)
1271,"Quai Robert-Comtesse 4, 2000 Neuchâtel, Switzerland",46.99389009999999,6.944440699999999,Café des Amis,4.0,POINT (6.944440699999999 46.99389009999999),POINT (6.944440699999999 46.99389009999999)
1272,"Rue Alexis-Marie-Piaget 1, 2300 La Chaux-de-Fonds, Switzerland",47.10953730000001,6.8293979999999985,Restaurant Pizzeria Rapido,4.0,POINT (6.829397999999999 47.10953730000001),POINT (6.829397999999999 47.10953730000001)
1273,"Rue du Temple 6, 2610 Saint-Imier, Switzerland",47.152916,6.9975788,"Restaurant du Nord, Cosimo et Martine Pisanello Münger",4.3,POINT (6.9975788 47.152916),POINT (6.9975788 47.152916)
1274,"2300 La Chaux-de-Fonds, Switzerland",47.102182,6.8285179000000005,Au Paradis Du Kebab,4.1,POINT (6.8285179 47.102182),POINT (6.8285179 47.102182)
1275,"Route du Lac 20, 2017 Boudry, Switzerland",46.9488251,6.8708459,Café Restaurant Plage de Boudry,4.3,POINT (6.8708459 46.9488251),POINT (6.8708459 46.9488251)
1276,"Rue de l'Aurore 6, 2053 Cernier, Switzerland",47.05864099999999,6.9090579,Restaurant d'Evologia La Terrassiette,3.5,POINT (6.9090579 47.05864099999999),POINT (6.9090579 47.05864099999999)
1277,"Rue de l'Eglise 4, 2063 Engollon, Switzerland",47.0386561,6.9230341,Terre Ô Fées,4.5,POINT (6.9230341 47.0386561),POINT (6.9230341 47.0386561)
1278,"Avenue Léopold-Robert 61, 2300 La Chaux-de-Fonds, Switzerland",47.0999876,6.825591499999999,Brasserie Terminus,4.2,POINT (6.825591499999999 47.0999876),POINT (6.825591499999999 47.0999876)
1279,"Grand'Rue 24, 2056 Dombresson, Switzerland",47.071821,6.957933000000001,Michel Stangl,4.3,POINT (6.957933000000001 47.071821),POINT (6.957933000000001 47.071821)
1281,"F.-Soguel 2, 2053 Cernier, Switzerland",47.058803000000005,6.900989599999999,La Delizia,4.4,POINT (6.900989599999999 47.058803),POINT (6.900989599999999 47.058803)
1282,"Grand'Rue 10, 2034 Peseux NE, Switzerland",46.9868223,6.8884789999999985,P&P,4.0,POINT (6.888478999999998 46.9868223),POINT (6.888478999999998 46.9868223)
1283,"Rue du Château 16, 2013 Milvignes, Switzerland",46.966165999999994,6.861408,Restaurant L'Etoile,4.2,POINT (6.861408 46.96616599999999),POINT (6.861408 46.96616599999999)
1284,"Rue de Neuchâtel 16, 2034 Peseux, Switzerland",46.988019,6.8933396999999985,"Kiosque du Vignoble, Souchet J-M",4.6,POINT (6.893339699999999 46.988019),POINT (6.893339699999999 46.988019)
1285,"Grand'Rue 13, 2036 Corcelles-Cormondrèche, Switzerland",46.9811491,6.8716697,Chez Ross,4.1,POINT (6.8716697 46.9811491),POINT (6.8716697 46.9811491)
1286,"Rue de la Croix-d'Or 9, 2068 Hauterive, Switzerland",47.01326629999999,6.9721106,Auberge d'Hauterive,4.7,POINT (6.9721106 47.01326629999999),POINT (6.9721106 47.01326629999999)
1287,"Place de la Fontaine 2, 2034 Peseux, Switzerland",46.987102500000006,6.8892223,Auberge du Grand Pin,4.1,POINT (6.8892223 46.98710250000001),POINT (6.8892223 46.98710250000001)
1288,"Rue Fleury 1, 2000 Neuchâtel, Switzerland",46.9914725,6.9283671,Restaurant le Banneret,4.4,POINT (6.9283671 46.9914725),POINT (6.9283671 46.9914725)
1289,"Fbg de l'Hôpital 31, 2000 Neuchâtel, Switzerland",46.994285299999994,6.9352323,Ananda Café Boutique,5.0,POINT (6.9352323 46.99428529999999),POINT (6.9352323 46.99428529999999)
1291,"Rue Auguste-Bachelin 1, 2074 Marin-Epagnier, Switzerland",47.00939049999999,6.9996554999999985,"Pizzeria la Pergola ""chez Ross""",4.3,POINT (6.999655499999998 47.00939049999999),POINT (6.999655499999998 47.00939049999999)
1292,"Centre commercial CAP 2000, Place de la Fontaine 4, 2034 Peseux NE, Switzerland",46.9864532,6.8894253,Bar-Pizzeria L'ilôt,3.7,POINT (6.8894253 46.9864532),POINT (6.8894253 46.9864532)
1293,"Avenue des Champs-Montants 10A, 2074 Marin-Epagnier, Switzerland",47.0125752,6.999773999999999,Terzopiano ristorante,4.4,POINT (6.999773999999999 47.0125752),POINT (6.999773999999999 47.0125752)
1294,"Rue des Rochettes 10, 2017 Boudry, Switzerland",46.9484083,6.8369303,Colonia Libera Italiana,4.5,POINT (6.8369303 46.9484083),POINT (6.8369303 46.9484083)
1295,"Chemin de la Plaine 11, 2013 Boudry, Switzerland",46.9594503,6.864068799999999,Restaurant Aux Ailes SARL,3.9,POINT (6.864068799999999 46.9594503),POINT (6.864068799999999 46.9594503)
1296,"Route de la Gare 36, 2012 Milvignes, Switzerland",46.978834,6.876456,Auberge du Siam,4.2,POINT (6.876456 46.978834),POINT (6.876456 46.978834)
1297,"Im Städtchen 24, 3235 Erlach, Switzerland",47.0437153,7.097000299999999,Pizzeria Margherita,4.4,POINT (7.097000299999999 47.0437153),POINT (7.097000299999999 47.0437153)
1298,"Rue de la Paix 83, 2300 La Chaux-de-Fonds, Switzerland",47.0997701,6.821276200000001,Restaurant de l'Abeille,4.2,POINT (6.821276200000001 47.0997701),POINT (6.821276200000001 47.0997701)
1299,"Route de Grandson 2, 2017 Boudry, Switzerland",46.9489696,6.833831,auberge des vieux-toits,3.6,POINT (6.833831 46.9489696),POINT (6.833831 46.9489696)
1300,"Centre sportif, 2068 Hauterive, Switzerland",47.016335,6.977022,Chez Calzette,3.9,POINT (6.977022 47.016335),POINT (6.977022 47.016335)
1301,"Rue des Envers 38, 2400 Le Locle, Switzerland",47.0561309,6.748101299999999,Restaurant Le Frascati,4.1,POINT (6.748101299999999 47.0561309),POINT (6.748101299999999 47.0561309)
1302,"Rue Saint-Pierre 6, 1700 Fribourg, Switzerland",46.803598799999996,7.1548481,Vapiano,4.0,POINT (7.1548481 46.8035988),POINT (7.1548481 46.8035988)
1303,"Rue du Bassin 12, 2000 Neuchâtel, Switzerland",46.99004129999999,6.9305129,Fiorello Piadineria,4.5,POINT (6.9305129 46.99004129999999),POINT (6.9305129 46.99004129999999)
1304,"Rue de la Paix 69, 2300 La Chaux-de-Fonds, Switzerland",47.100612,6.8225050000000005,Brasserie la feuille de vigne,4.5,POINT (6.822505 47.100612),POINT (6.822505 47.100612)
1307,"Märtpl. 15, 8307 Illnau-Effretikon, Switzerland",47.428066799999996,8.685163699999999,Villa Barone,4.7,POINT (8.685163699999999 47.4280668),POINT (8.685163699999999 47.4280668)
1308,"Am Dorfbach 40, 8308 Illnau, Switzerland",47.4137261,8.721432400000001,Piccolo,4.9,POINT (8.721432400000001 47.4137261),POINT (8.721432400000001 47.4137261)
1309,"Bahnhofstrasse 23, 8307 Illnau-Effretikon, Switzerland",47.426399200000006,8.686317599999999,Tomate,3.9,POINT (8.686317599999999 47.42639920000001),POINT (8.686317599999999 47.42639920000001)
1310,"Metzgergasse 1, 3400 Burgdorf, Switzerland",47.05749609999999,7.627950100000001,Restaurant Piazzetta,4.3,POINT (7.627950100000001 47.05749609999999),POINT (7.627950100000001 47.05749609999999)
1311,"Bahnhofstrasse 57, 3400 Burgdorf, Switzerland",47.0600325,7.621900599999999,Restaurant - Pizzeria Bernerhof,4.1,POINT (7.621900599999999 47.0600325),POINT (7.621900599999999 47.0600325)
1312,"Rütschelengasse 17, 3400 Burgdorf, Switzerland",47.0553451,7.6273944999999985,Da Gino,4.3,POINT (7.627394499999999 47.0553451),POINT (7.627394499999999 47.0553451)
1313,"Tiergarten 1, 3400 Burgdorf, Switzerland",47.0624201,7.6161283,Pizzeria Salsa,4.5,POINT (7.6161283 47.0624201),POINT (7.6161283 47.0624201)
1314,"8, Metzgergasse, 3400 Burgdorf, Switzerland",47.05740489999999,7.626718400000001,Restaurant Serendib,4.7,POINT (7.626718400000001 47.05740489999999),POINT (7.626718400000001 47.05740489999999)
1315,"1 Solothurnstrasse, 3422 Kirchberg, Switzerland",47.08575820000001,7.584216199999998,Trattoria Giardino,4.5,POINT (7.584216199999998 47.08575820000001),POINT (7.584216199999998 47.08575820000001)
1316,"Lyssachstrasse 23, 3400 Burgdorf, Switzerland",47.059020000000004,7.6219480000000015,Express Pizza Kurier,4.3,POINT (7.621948000000001 47.05902),POINT (7.621948000000001 47.05902)
