,ABB LTD,ADECCO,ALCON,AMS,CLARIANT,CS GROUP,GEBERIT,GIVAUDAN,JULIUS BAER,KUEHNE+NAGEL INT,LAFARGEHOLCIM,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SCHINDLER,SGS,SIKA,SONOVA,SWATCH GROUP,SWISS LIFE HOLDING,SWISS RE,SWISSCOM,TEMENOS,UBS GROUP,VIFOR,ZURICH INSURANCE
2014-10-29,20.540001,62.900002,,,16.200001,23.1926,310.0,1564.0,41.27,122.199997,63.0952,,104.763,69.150002,76.818802,249.80000299999998,79.5,280.100006,133.0,2069.0,55.716702000000005,147.5,449.0,216.80000299999998,76.050003,552.5,32.5,16.32,80.449997,286.799988
2014-10-30,20.700001,63.549999,,,16.6,23.4177,323.299988,1581.0,41.139998999999996,123.0,63.857101,,107.264,69.449997,77.52600100000001,253.75,79.650002,283.399994,133.5,2088.0,57.666698,149.300003,450.39999400000005,217.30000299999998,76.349998,559.0,32.849998,16.290001,81.550003,288.0
2014-10-31,21.059998999999998,65.050003,,,16.75,23.989798999999998,327.799988,1603.0,42.080002,125.199997,64.9048,,98.094101,70.400002,78.9403,255.75,80.949997,283.700012,134.399994,2112.0,57.166698,149.800003,455.60000599999995,220.399994,77.699997,566.5,33.549999,16.700001,82.300003,290.799988
2014-11-03,20.969998999999998,64.550003,,,16.639999,23.5021,326.700012,1581.0,41.869999,124.400002,63.238098,,96.8899,69.900002,78.05639599999999,252.0,80.5,280.100006,133.899994,2109.0,56.333302,149.0,450.299988,216.600006,76.949997,562.5,33.400002,16.540001,81.599998,290.100006
2014-11-04,20.82,64.150002,,,16.559998999999998,23.211399,324.200012,1573.0,41.720001,124.300003,62.190498,,98.557198,69.900002,77.6586,257.0,78.099998,282.0,133.899994,2087.0,56.216702000000005,149.100006,441.5,216.69999700000002,76.75,558.5,33.150002,16.450001,80.75,290.100006
2014-11-05,21.290001,64.5,,,16.85,23.3146,329.399994,1598.0,42.5,125.699997,64.0476,,101.057999,70.5,79.028702,259.0,79.099998,286.5,134.600006,2130.0,58.216702000000005,150.899994,444.89999400000005,220.0,78.050003,574.5,33.849998,16.639999,81.650002,293.799988
2014-11-06,21.559998999999998,63.599998,,,16.92,23.4459,330.0,1604.0,42.57,126.699997,64.857101,,100.779999,70.650002,79.33809699999999,260.0,80.5,287.0,136.899994,2140.0,58.833302,151.0,449.299988,220.899994,78.099998,563.5,33.950001,16.6,81.199997,287.399994
2014-11-07,21.450001,62.849998,,,16.879998999999998,23.4083,327.700012,1603.0,42.369999,125.900002,65.571404,,99.298203,70.300003,78.365799,258.75,84.099998,282.399994,135.800003,2142.0,58.716702000000005,150.0,453.39999400000005,220.5,79.650002,547.0,33.400002,16.48,80.75,285.299988
2014-11-10,21.66,63.349998,,,17.07,23.5865,331.700012,1608.0,42.849998,127.0,66.333298,,100.779999,70.5,78.98449699999999,261.0,83.349998,284.0,136.800003,2149.0,59.033297999999995,148.699997,456.799988,223.100006,80.550003,561.5,33.0,16.6,80.849998,288.600006
2014-11-11,21.629998999999998,64.099998,,,17.16,23.5303,329.600006,1620.0,43.450001,127.0,66.238098,,101.15100100000001,70.849998,79.028702,259.75,83.300003,285.799988,136.600006,2154.0,59.5,151.0,457.700012,225.399994,80.699997,565.5,32.849998,16.75,80.599998,288.299988
2014-11-12,21.459999,63.400002,,,17.209999,23.3239,328.0,1617.0,43.060001,125.900002,66.190498,,99.853996,70.900002,79.117104,259.0,82.949997,282.899994,135.899994,2130.0,59.200001,149.399994,456.39999400000005,225.19999700000002,80.5,562.5,32.299999,16.74,80.599998,288.0
2014-11-13,21.639999,63.700001,,,17.25,23.6991,328.700012,1638.0,43.950001,126.199997,66.0,,100.779999,71.5,80.575699,263.0,83.150002,284.399994,137.199997,2136.0,59.549999,145.699997,457.700012,223.0,80.599998,569.5,32.200001,16.93,80.949997,290.5
2014-11-14,21.469998999999998,63.549999,,,17.209999,23.689698999999997,326.600006,1628.0,42.650002,126.800003,65.238098,,98.7425,71.449997,79.956902,257.5,83.150002,283.399994,137.300003,2122.0,59.299999,147.0,452.799988,217.69999700000002,80.849998,566.5,32.099998,16.879998999999998,80.349998,291.5
2014-11-17,21.52,63.599998,,,17.24,23.6991,324.5,1632.0,42.400002,126.599998,64.761902,,98.4646,71.400002,80.398903,257.75,83.050003,284.200012,136.100006,2124.0,59.1833,145.600006,453.799988,217.399994,80.550003,569.0,32.349998,16.799999,80.75,292.200012
2014-11-18,21.68,64.099998,,,17.32,23.7085,328.100006,1637.0,42.689999,127.199997,65.238098,,98.094101,71.599998,81.106102,263.75,83.0,286.200012,136.399994,2125.0,59.400002,146.899994,453.60000599999995,217.5,81.0,574.5,32.900002,16.790001,81.650002,293.600006
2014-11-19,21.629998999999998,64.25,,,17.389999,23.6991,327.100006,1639.0,43.0,127.199997,66.0952,,98.186699,71.699997,80.885101,265.0,83.699997,288.299988,136.800003,2081.0,59.583302,147.0,456.799988,218.0,81.099998,574.5,32.900002,16.76,81.949997,295.5
2014-11-20,21.629998999999998,64.599998,,,17.27,23.474001,327.5,1647.0,43.099998,127.599998,66.857101,,99.020401,71.75,80.885101,266.5,85.0,288.299988,136.5,2069.0,59.483299,146.5,466.89999400000005,217.899994,81.050003,574.0,33.150002,16.57,82.050003,294.299988
2014-11-21,22.059998999999998,66.099998,,,17.52,23.9804,329.600006,1657.0,43.459998999999996,129.5,69.0,,100.317001,72.099998,81.282898,270.0,87.75,289.899994,137.300003,2094.0,60.099998,147.0,478.5,219.69999700000002,82.050003,579.5,33.5,16.9,82.599998,298.0
2014-11-24,22.139999,66.800003,,,17.549999,24.3368,331.5,1657.0,43.59,129.600006,68.571404,,100.501999,71.75,80.929298,272.25,88.099998,288.299988,138.199997,2094.0,60.849998,146.800003,478.700012,219.80000299999998,81.900002,580.5,33.950001,16.85,82.050003,298.200012
2014-11-25,22.120001000000002,67.550003,,,17.559998999999998,24.496201,337.0,1667.0,43.669998,130.800003,68.666702,,100.13200400000001,71.599998,80.619904,273.75,88.050003,285.799988,137.899994,2110.0,60.916698,146.300003,477.299988,219.5,81.849998,580.5,33.650002,16.950001,81.849998,299.700012
2014-11-26,22.0,67.650002,,,17.66,24.383699,335.700012,1688.0,43.560001,130.199997,68.0,,100.224998,71.849998,80.929298,274.0,88.650002,287.100006,137.0,2130.0,61.200001,145.600006,476.5,219.899994,81.949997,579.0,33.599998,16.85,81.599998,300.700012
2014-11-27,22.0,67.800003,,,17.690001000000002,24.346201,338.200012,1711.0,43.93,130.5,67.857101,,103.744003,72.150002,82.21109799999999,275.0,89.300003,289.899994,138.399994,2132.0,61.450001,146.800003,477.5,222.5,82.5,582.5,34.150002,17.15,82.449997,301.700012
2014-11-28,21.690001000000002,67.849998,,,17.5,24.214899,336.600006,1722.0,43.779999,130.100006,67.9524,,105.226997,72.550003,82.653099,277.5,90.849998,289.399994,137.800003,2090.0,61.299999,146.199997,477.5,221.399994,82.599998,586.5,34.099998,17.4,82.25,302.799988
2014-12-01,21.280001000000002,67.550003,,,17.5,23.999201,339.299988,1726.0,43.84,130.699997,68.523804,,104.022003,72.900002,82.34369699999999,278.0,90.400002,291.299988,138.100006,2092.0,61.966702000000005,145.800003,474.39999400000005,220.30000299999998,82.650002,577.0,33.299999,17.35,81.699997,302.700012
2014-12-02,21.27,67.349998,,,17.459999,24.243,339.600006,1733.0,44.189999,131.699997,68.761902,,103.558998,72.900002,81.548103,277.0,90.349998,291.899994,139.600006,2087.0,61.616699,145.800003,472.799988,221.100006,83.300003,580.0,32.900002,17.5,81.900002,303.200012
2014-12-03,21.459999,67.900002,,,16.65,24.4587,342.200012,1750.0,44.810001,132.399994,69.666702,,104.856003,72.300003,82.387901,277.0,90.849998,292.299988,140.899994,2101.0,63.116699,145.699997,469.299988,222.30000299999998,83.949997,576.5,33.799999,17.700001,82.0,304.700012
2014-12-04,21.290001,67.349998,,,16.879998999999998,24.2337,340.0,1742.0,44.470001,132.5,68.809502,,103.374001,72.099998,81.76909599999999,276.5,90.550003,291.5,140.0,2087.0,63.483299,146.699997,468.5,222.69999700000002,82.949997,573.5,34.299999,17.549999,82.25,305.100006
2014-12-05,21.280001000000002,68.900002,,,17.030001000000002,24.627501000000002,342.0,1775.0,45.189999,133.600006,70.809502,,106.431,72.5,82.918297,282.25,91.75,294.600006,141.199997,2063.0,64.766701,147.5,471.700012,229.5,83.949997,585.0,35.0,17.75,83.0,307.200012
2014-12-08,21.200001,68.599998,,,16.91,24.496201,338.399994,1757.0,45.029999,134.100006,69.9048,,103.836998,72.349998,82.741501,281.0,91.349998,293.600006,141.100006,2046.0,50.549999,146.899994,474.299988,230.5,83.75,584.5,34.950001,17.700001,83.050003,306.0
2014-12-09,20.889999,66.349998,,,16.66,23.9804,330.399994,1761.0,44.669998,130.600006,67.380997,,101.335999,71.650002,81.0177,275.75,89.050003,291.100006,140.0,1998.0,48.666698,142.100006,463.10000599999995,228.5,83.400002,572.5,34.150002,17.4,82.400002,304.200012
2014-12-10,20.65,66.199997,,,16.610001,23.867901,335.100006,1780.0,44.75,130.899994,66.0,,99.853996,71.5,81.106102,275.25,89.050003,289.299988,140.0,1984.0,46.083302,141.5,458.299988,229.5,82.949997,570.0,34.5,17.34,82.949997,302.5
2014-12-11,20.6,66.099998,,,16.58,23.8773,337.700012,1787.0,44.700001,131.600006,65.809502,,102.077003,71.699997,81.415497,276.25,88.849998,292.899994,139.399994,1961.0,45.833302,140.600006,453.10000599999995,231.5,83.699997,578.5,34.0,17.280001000000002,82.699997,305.700012
2014-12-12,20.15,65.099998,,,16.309998999999998,23.173901,333.299988,1764.0,43.990002000000004,130.100006,64.857101,,100.224998,70.550003,80.266296,271.5,86.550003,287.0,137.5,1910.0,48.1833,139.699997,446.200012,228.100006,82.199997,570.0,33.900002,16.98,81.800003,299.899994
2014-12-15,19.85,64.199997,,,15.87,22.6581,328.600006,1755.0,43.07,128.899994,63.809502,,100.501999,69.099998,78.365799,267.25,85.599998,279.299988,136.800003,1887.0,48.0,137.300003,444.39999400000005,223.600006,80.800003,563.5,32.700001,16.67,80.400002,294.600006
2014-12-16,20.18,65.699997,,,16.09,22.6675,327.700012,1753.0,43.639998999999996,128.300003,64.9048,,100.13200400000001,70.099998,78.76349599999999,276.75,85.550003,281.299988,138.0,1965.0,49.25,140.699997,443.5,227.600006,81.300003,566.0,33.599998,16.809998999999998,79.050003,299.0
2014-12-17,20.16,65.5,,,16.190001000000002,22.7894,324.899994,1748.0,43.560001,129.699997,64.857101,,100.873001,70.0,78.630997,276.0,86.300003,279.0,138.5,1954.0,50.666698,138.600006,443.5,227.69999700000002,81.300003,566.0,33.299999,16.74,78.150002,297.899994
2014-12-18,20.65,67.349998,,,16.530001000000002,23.5396,335.899994,1763.0,44.330002,133.199997,67.571404,,103.002998,71.400002,81.415497,286.75,89.0,288.700012,140.800003,1999.0,49.833302,142.5,449.0,230.100006,83.199997,521.5,34.049999,17.09,79.0,304.5
2014-12-19,20.91,68.5,,,16.65,23.7085,336.200012,1789.0,45.060001,134.600006,67.571404,,101.613998,72.25,82.255302,287.0,88.949997,270.399994,144.600006,2035.0,48.6833,145.0,448.200012,237.399994,83.900002,522.5,34.099998,17.040001,78.650002,309.100006
2014-12-22,21.0,69.0,,,16.75,23.746,339.200012,1806.0,45.52,135.300003,67.476196,,102.91100300000001,72.650002,82.697304,287.0,88.849998,273.299988,144.800003,2036.0,48.400002,146.600006,450.0,237.100006,84.550003,527.0,35.400002,17.209999,78.25,312.600006
2014-12-23,21.25,69.849998,,,16.83,23.952299,339.899994,1806.0,45.84,136.100006,68.142899,,103.652,73.0,81.63649699999999,288.0,89.5,270.100006,145.5,2057.0,49.200001,145.800003,452.0,237.399994,84.900002,529.5,35.450001,17.32,77.800003,313.600006
2014-12-29,21.360001,69.349998,,,16.809998999999998,23.7554,340.0,1806.0,45.93,135.100006,68.428596,,103.280998,73.25,82.166901,288.75,89.75,270.0,145.699997,2060.0,49.4333,146.600006,448.89999400000005,238.899994,84.699997,529.0,35.349998,17.18,79.0,314.700012
2014-12-30,21.139999,68.849998,,,16.719998999999998,23.520901000000002,338.399994,1793.0,45.810001,135.300003,67.9524,,103.93,72.949997,81.63649699999999,289.5,88.800003,269.899994,144.0,2045.0,48.9333,146.899994,444.200012,236.399994,83.650002,522.5,35.5,17.09,79.199997,311.700012
2015-01-05,20.549999,67.550003,,,16.290001,22.911301,338.100006,1821.0,45.419998,134.399994,66.142899,,105.503998,71.800003,82.34369699999999,289.75,86.699997,275.299988,143.5,1994.0,48.916698,146.699997,434.89999400000005,233.30000299999998,82.550003,512.0,36.25,16.73,79.25,308.399994
2015-01-06,20.34,66.849998,,,16.25,22.517401,340.0,1785.0,45.400002,133.600006,66.0952,,106.153,71.300003,81.724899,284.0,85.800003,273.799988,143.5,1988.0,49.333302,144.100006,433.299988,231.899994,81.900002,501.5,35.400002,16.6,78.900002,307.899994
2015-01-07,20.27,67.050003,,,16.15,22.4142,345.0,1816.0,44.419998,135.0,65.9524,,105.690002,71.550003,82.122704,282.75,86.0,273.799988,142.699997,1983.0,49.133301,144.5,433.700012,232.600006,82.199997,508.5,35.049999,16.76,77.849998,312.100006
2015-01-08,20.66,68.75,,,16.389999,22.7237,353.799988,1872.0,45.029999,137.399994,67.619003,,108.191002,72.849998,85.570297,292.0,89.650002,282.0,145.399994,2017.0,49.833302,146.600006,441.89999400000005,236.69999700000002,84.199997,517.5,36.099998,17.02,81.599998,316.100006
2015-01-09,20.290001,68.849998,,,16.629998999999998,22.151699,354.799988,1898.0,45.119999,137.100006,67.809502,,109.394997,72.650002,86.189102,295.0,90.050003,278.100006,146.800003,2029.0,50.466702000000005,145.399994,440.0,237.0,84.150002,513.0,35.900002,16.719998999999998,81.949997,313.5
2015-01-12,20.25,68.900002,,,16.540001,22.039101000000002,357.299988,1925.0,45.189999,137.0,67.809502,,112.17400400000001,73.25,86.012299,290.75,89.900002,282.600006,145.899994,2027.0,49.966702000000005,146.199997,445.700012,236.19999700000002,84.599998,515.0,36.900002,16.67,82.949997,316.100006
2015-01-13,20.23,69.550003,,,16.65,22.301701,355.799988,1909.0,46.369999,137.0,68.9048,,114.211998,74.400002,87.42669699999999,294.75,91.099998,286.200012,146.100006,2021.0,52.25,147.5,453.60000599999995,239.899994,86.25,529.0,31.9,17.15,83.849998,322.600006
2015-01-14,19.700001,68.150002,,,16.469998999999998,21.767098999999998,353.5,1904.0,45.630001,135.800003,68.142899,,113.193001,74.150002,87.117203,292.75,88.699997,284.100006,144.699997,1942.0,53.3167,146.699997,457.0,238.399994,85.300003,524.5,31.549999,16.690001000000002,83.400002,319.299988
2015-01-15,17.93,62.549999,,,15.03,19.3757,318.799988,1702.0,40.400002,123.800003,60.666698,,92.999496,69.550003,79.559097,245.69999700000002,74.949997,259.600006,132.800003,1787.0,49.366699,125.0,382.299988,219.100006,80.5,529.5,28.700001,14.73,79.150002,295.0
2015-01-16,16.83,59.349998,,,14.14,17.5844,292.299988,1594.0,34.509997999999996,119.199997,57.381001,,85.172302,64.800003,75.183403,228.30000299999998,69.900002,247.19999700000002,127.300003,1698.0,46.633301,122.0,355.200012,205.100006,77.849998,512.0,27.4,13.82,76.849998,280.0
2015-01-19,17.190001000000002,61.049999,,,14.38,17.8001,308.5,1636.0,36.549999,118.900002,58.9524,,88.275398,67.099998,77.835403,234.399994,73.199997,253.399994,131.100006,1754.0,47.416698,125.099998,363.299988,213.600006,78.650002,514.0,27.75,14.38,78.550003,290.399994
2015-01-20,17.129998999999998,61.700001,,,14.31,18.1096,306.799988,1651.0,37.310001,118.199997,58.190498,,87.534401,66.900002,78.542503,232.5,73.300003,255.100006,132.899994,1768.0,46.216702000000005,123.599998,360.299988,211.100006,79.150002,517.0,27.1,14.43,78.099998,291.700012
2015-01-21,17.040001,62.25,,,13.89,18.0721,302.5,1607.0,37.189999,120.300003,57.5238,,90.822701,66.0,74.918198,227.5,74.150002,248.0,131.100006,1660.0,45.333302,121.199997,353.5,207.899994,78.400002,517.5,26.85,14.46,73.449997,289.299988
2015-01-22,17.389999,64.050003,,,13.81,18.494101,300.700012,1621.0,37.07,119.199997,58.285702,,89.7575,66.300003,74.520401,227.399994,73.050003,242.0,132.0,1635.0,46.733299,117.5,355.200012,206.300003,78.949997,516.5,26.700001,14.9,72.050003,292.299988
2015-01-23,17.48,65.599998,,,13.89,18.165899,309.299988,1682.0,37.299999,121.400002,59.285702,,92.628998,68.400002,75.5812,231.0,74.199997,249.0,133.100006,1634.0,48.799999,119.599998,366.0,202.199997,80.400002,528.0,27.549999,15.27,71.599998,296.200012
2015-01-26,17.82,66.650002,,,14.54,18.3253,311.299988,1698.0,37.82,123.199997,60.142899,,94.574203,69.199997,76.90720400000001,234.19999700000002,76.0,255.100006,135.199997,1702.0,49.8167,121.900002,360.600006,204.0,81.050003,535.5,27.65,15.52,73.199997,300.100006
2015-01-27,17.77,67.099998,,,14.67,18.2878,312.399994,1715.0,37.41,124.099998,60.0,,96.426804,70.449997,78.542503,243.100006,77.150002,257.299988,135.899994,1719.0,49.666698,121.400002,366.600006,202.0,81.949997,543.5,27.200001,15.49,73.400002,305.0
2015-01-28,17.68,67.050003,,,14.59,18.0721,310.5,1651.0,36.759997999999996,123.900002,60.0952,,96.70459699999999,69.5,78.410004,237.0,75.5,251.69999700000002,134.800003,1711.0,50.150002,119.5,364.5,201.800003,82.099998,539.5,27.0,15.18,73.199997,303.399994
2015-01-29,17.76,67.75,,,14.72,18.362801,315.700012,1655.0,37.990002000000004,125.900002,61.0,,98.649803,70.800003,80.4431,244.19999700000002,76.400002,252.69999700000002,136.199997,1714.0,51.25,120.900002,369.5,208.399994,83.0,541.5,27.0,15.44,73.650002,306.600006
2015-01-30,17.709999,68.900002,,,14.8,18.2409,315.200012,1681.0,37.599998,126.599998,61.381001,,101.15100100000001,70.449997,79.691704,246.600006,76.550003,248.600006,136.600006,1750.0,52.533297999999995,121.099998,366.899994,205.600006,83.099998,539.5,28.049999,15.39,74.050003,305.399994
2015-02-02,17.940001000000002,69.900002,,,14.87,18.494101,314.399994,1705.0,40.84,127.800003,62.809502,,99.298203,71.099998,79.559097,252.25,76.900002,248.0,135.899994,1767.0,51.916698,120.300003,375.899994,206.100006,82.75,538.5,29.549999,15.53,74.800003,306.100006
2015-02-03,18.299999,69.75,,,15.16,18.813,317.299988,1690.0,41.360001000000004,129.5,64.761902,,99.298203,70.949997,79.117104,255.75,78.800003,247.19999700000002,138.0,1795.0,52.0,122.599998,376.600006,211.30000299999998,83.699997,543.0,29.5,15.81,74.699997,309.200012
2015-02-04,18.49,69.900002,,,15.4,19.038,319.700012,1734.0,41.970001,130.300003,65.0,,100.224998,71.699997,80.929298,266.5,80.650002,253.5,138.5,1826.0,53.349998,125.0,387.600006,213.30000299999998,84.050003,545.5,30.25,16.209999,75.5,316.100006
2015-02-05,18.780001000000002,70.550003,,,15.55,18.9443,317.799988,1738.0,41.880001,131.199997,65.0476,,99.3909,71.25,79.647499,262.25,80.300003,250.0,139.699997,1839.0,53.483299,126.199997,398.700012,212.0,83.800003,544.0,30.549999,16.059998999999998,75.349998,312.299988
2015-02-06,18.92,70.400002,,,15.59,19.0005,317.399994,1744.0,42.720001,130.0,64.523804,,99.576103,71.050003,81.19450400000001,263.5,80.25,250.69999700000002,138.899994,1845.0,53.383301,125.0,403.200012,214.30000299999998,84.0,540.5,30.35,16.200001,75.400002,312.200012
2015-02-09,19.07,70.050003,,,15.69,18.756701,315.0,1751.0,43.439999,130.399994,64.619003,,98.649803,71.150002,83.97910300000001,266.5,80.150002,245.80000299999998,139.800003,1856.0,52.666698,123.800003,412.5,216.80000299999998,84.25,532.5,30.200001,16.1,75.050003,312.0
2015-02-10,19.190001000000002,70.650002,,,15.72,18.691,316.399994,1760.0,43.709998999999996,131.199997,65.523804,,99.946602,71.449997,83.581299,271.25,80.400002,245.0,140.800003,1849.0,52.900002,122.5,413.299988,220.19999700000002,84.349998,536.0,30.1,15.68,75.699997,312.799988
2015-02-11,19.18,70.900002,,,15.82,18.569098999999998,315.5,1765.0,44.240002000000004,130.5,64.619003,,99.483498,70.900002,83.537102,268.25,79.849998,243.0,140.600006,1850.0,52.616699,121.699997,413.100006,218.19999700000002,84.300003,535.5,30.299999,15.28,76.0,312.899994
2015-02-12,19.5,71.550003,,,16.1,20.2572,317.700012,1784.0,43.639998999999996,132.899994,66.285698,,101.613998,70.599998,83.625504,270.75,80.400002,241.69999700000002,140.899994,1844.0,54.0,120.599998,425.60000599999995,223.0,84.550003,535.0,31.299999,15.69,77.599998,303.200012
2015-02-13,19.879998999999998,70.949997,,,16.459999,20.6511,316.0,1778.0,44.650002,133.899994,66.238098,,101.15100100000001,70.300003,83.713898,271.25,82.0,243.600006,149.0,1843.0,53.299999,122.300003,428.60000599999995,223.600006,84.849998,533.5,31.85,15.99,78.199997,304.799988
2015-02-16,19.950001,71.550003,,,16.530001000000002,20.8762,318.299988,1785.0,44.610001000000004,132.399994,66.571404,,102.077003,70.550003,84.553703,274.0,82.199997,246.69999700000002,148.800003,1852.0,53.416698,122.0,428.200012,224.600006,84.300003,534.5,32.900002,16.209999,79.400002,305.0
2015-02-17,19.85,72.0,,,16.49,20.895,318.600006,1786.0,44.209998999999996,132.0,67.0952,,102.818001,71.199997,84.421097,273.5,82.75,249.80000299999998,150.5,1877.0,53.016701,125.699997,426.700012,223.69999700000002,84.150002,536.5,32.5,16.219998999999998,79.900002,304.899994
2015-02-18,20.129998999999998,73.599998,,,16.790001,21.598301,325.100006,1807.0,44.310001,133.399994,68.619003,,104.022003,71.099998,84.730499,276.75,83.150002,251.5,151.0,1880.0,54.466702000000005,127.400002,428.39999400000005,226.100006,84.800003,536.0,32.900002,16.41,81.599998,306.5
2015-02-19,20.200001,75.400002,,,17.030001000000002,21.682699,328.899994,1821.0,44.830002,134.5,69.0,,104.763,72.0,85.968102,279.75,84.349998,255.600006,151.5,1887.0,54.75,128.699997,430.60000599999995,228.100006,85.400002,532.5,32.349998,16.469998999999998,78.949997,309.0
2015-02-20,20.26,76.199997,,,17.08,22.0672,331.799988,1817.0,44.279999,134.199997,68.9048,,105.134003,71.900002,85.128304,279.25,84.25,257.799988,151.800003,1907.0,54.916698,129.300003,426.799988,227.899994,85.5,534.5,32.099998,16.51,79.800003,304.799988
2015-02-23,20.370001000000002,75.849998,,,17.190001000000002,22.020398999999998,335.100006,1827.0,44.709998999999996,135.800003,69.666702,,105.412003,73.099998,86.233299,283.75,84.900002,259.799988,154.300003,1909.0,54.033297999999995,130.0,433.200012,229.399994,86.099998,536.5,32.799999,16.58,80.300003,305.100006
2015-02-24,20.4,75.599998,,,17.209999,22.123501,334.899994,1842.0,44.119999,135.5,70.142899,,107.913002,73.400002,86.410103,286.5,85.199997,257.200012,157.199997,1911.0,54.5,131.399994,432.200012,231.100006,86.75,542.5,32.5,16.540001,79.699997,306.100006
2015-02-25,20.32,74.400002,,,17.16,22.376699,336.5,1839.0,44.029999,139.600006,70.0476,,108.931999,73.5,86.1007,287.75,84.900002,257.100006,156.100006,1908.0,53.983299,132.699997,429.0,231.899994,87.050003,540.5,32.75,16.549999,80.800003,305.600006
2015-02-26,20.450001,75.050003,,,17.290001,22.086,339.299988,1842.0,44.32,139.5,70.142899,,108.469002,74.599998,86.763702,292.5,86.150002,259.0,157.100006,1917.0,54.799999,131.100006,436.299988,233.600006,87.449997,542.0,32.799999,16.719998999999998,81.449997,305.0
2015-02-27,20.450001,75.0,,,17.26,21.8234,339.600006,1831.0,44.009997999999996,138.800003,70.0476,,108.83899699999999,74.400002,86.144897,292.75,84.0,258.799988,157.300003,1929.0,56.133301,132.100006,434.5,226.30000299999998,87.650002,546.5,32.75,16.75,82.699997,304.799988
