,Anzahl,Firma,Jahr,Lehrstelle,Ort
86,1,Monti Willy & Michel SA,2018,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Prilly (VD)
87,1,Malergeschäft Scorpion,2018,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Regensdorf (ZH)
88,1,Corti-Felger,2018,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Richterswil (ZH)
89,1,Pfammatter Romeo AG,2018,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Ried-Brig (VS (de))
90,1,Werner Aegerter AG,2018,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Rombach (AG)
91,1,Ralf Wöcke,2018,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Rossrüti (SG)
92,1,Bernhard Wanger,2018,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Rüschlikon (ZH)
93,1,Ernst Fischer Malergeschäft AG,2018,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Rüschlikon (ZH)
94,1,Malergeschäft Habermacher,2018,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Ruswil (LU)
95,2,Malerei - Gipserei Studer AG,2018,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Rüttenen (SO)
96,1,Hauser,2018,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Schaffhausen (SH)
97,1,Duoton GmbH,2018,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Schlieren (ZH)
98,1,Eicher + Söhne AG,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Schüpfen (BE)
99,1,Rolf Laager AG,2018,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Schwanden GL (GL)
100,1,Egli + Vitali AG,2018,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Sempach Station (LU)
101,1,Bernasconi,2018,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Solothurn (SO)
102,1,Das Malerteam AG,2018,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,St. Gallen (SG)
103,1,Fernandez das Malergeschäft,2018,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,St. Gallen (SG)
104,1,malerei lombardo ag,2018,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,St. Gallen (SG)
105,1,Malerei Greiner AG,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Sta. Maria Val Müstair (GR)
106,1,Zelmag AG,2018,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Stans (NW)
107,1,Malerei Schmid AG,2018,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Stansstad (NW)
108,1,Gnesa Roman,2018,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Steg VS (VS (de))
109,1,BIRCHER AG,2018,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Suhr (AG)
110,1,Daniel Trenkle,2018,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Sursee (LU)
111,1,Sager AG,2018,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Tecknau (BL)
112,1,GLB Berner Mittelland,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Thörishaus (BE)
113,1,Andreoli Malerei AG,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Trimmis (GR)
114,1,Alex Hofstetter,2018,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Unterwasser (SG)
115,1,Wernli Maler AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Urdorf (ZH)
116,1,O. Gallati GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Uster (ZH)
117,1,Jaussi Malergeschäft,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Uster 3 (ZH)
118,1,Harzenmoser Maler + Gipser AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Uzwil (SG)
119,1,Maler Furger GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Vals (GR)
120,1,D. Koch Peinture Sàrl,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Villeneuve VD (VD)
121,1,Malergeschäft Ceppi,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Visp (VS (de))
122,2,Pfammatter Maler und Gipser AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Visp (VS (de))
123,1,De Martin,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Walzenhausen (AR)
124,1,Josef Zängerle,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Weggis (LU)
125,1,Maltech Müller AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Weinfelden (TG)
126,1,Untersander-Nielsen Kneubühler AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Weiningen ZH (ZH)
127,1,Malerwerk Dort GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Wil SG (SG)
128,1,Weibel Maleratelier GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Wil SG (SG)
129,1,maler leuppi GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Winterthur (ZH)
130,1,AGM-Malergeschäft,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Wittenbach (SG)
131,1,Senn Malerei GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Wittenbach (SG)
132,1,Baumgartner Malergeschäft,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Zezikon (TG)
133,1,Agosti AG Die Malermeister,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Zürich (ZH)
134,1,Gremlich Malergeschäft,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Zürich (ZH)
135,1,Maler Montalta AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Zürich (ZH)
136,1,Malergeschäft Iannaccone AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Zürich (ZH)
137,1,IBU Maler GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Au SG (SG)
138,3,Egli AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Biel/Bienne (BE)
139,1,Lernstatt Känguruh,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Chur (GR)
140,1,Maler Gollner Chur,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Chur (GR)
141,1,Hugo Jacobs,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Davos Platz (GR)
142,1,Maler-Gipser Darms AG,2019,Diätkoch/-köchin EFZ,Falera (GR)
143,1,Hyseni Constructions SA,2018,Drogist/in EFZ,Genf (GE)
144,2,Maler Huwiler AG,2019,Drucktechnologe/-login EFZ,Hünenberg (ZG)
145,1,Maleratelier Losavio,2019,Drucktechnologe/-login (Bogendruck) EFZ,Landquart (GR)
146,1,Kunz Malerei,2018,Drucktechnologe/-login (Reprografie) EFZ,Mönchaltorf (ZH)
147,1,Burgener Donat AG,2018,Drucktechnologe/-login (Rollendruck) EFZ,Naters (VS (de))
148,1,MAMA GmbH,2018,Drucktechnologe/-login (Siebdruck) EFZ,Oetwil am See (ZH)
149,1,Ernst Fischer Malergeschäft AG,2018,"Medientechnologe/-login (Print) EFZ, in Anhörung",Rüschlikon (ZH)
150,1,BIRCHER AG,2018,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Suhr (AG)
151,1,Andreoli Malerei AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Trimmis (GR)
152,1,De Martin,2018,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Walzenhausen (AR)
153,1,AGM-Malergeschäft,2018,Elektroinstallateur/in EFZ,Wittenbach (SG)
154,1,Senn Malerei GmbH,2018,Elektroniker/in EFZ,Wittenbach (SG)
155,1,Agosti AG Die Malermeister,2018,Elektroplaner/in EFZ,Zürich (ZH)
156,1,Marbrerie du Rhône SA,2018,Entwässerungspraktiker/in EBA,Riddes (VS (fr))
157,1,Ghiringhelli Fabio,2018,Entwässerungstechnologe/-login EFZ,Villeneuve VD (VD)
158,1,Marbrerie Ghiringhelli Riviera Chablais,2018,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Villeneuve VD (VD)
