,Anzahl,Firma,Jahr,Lehrstelle,Ort
22,1,Puissance 4 SA,2018,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Combremont-le-Petit (VD)
23,3,Künzli Holz AG,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Davos Dorf (GR)
24,1,Vogel Holzbau,2018,Baumaschinenmechaniker/in EFZ,Dietfurt (SG)
25,1,Bühlmann AG,2018,Baupraktiker/in EBA,Dietikon (ZH)
26,1,Stauffacher Charpentes SA,2018,Bauwerktrenner/in EFZ,Domdidier (FR)
27,1,Stauffacher Charpentes SA,2018,Bekleidungsgestalter/in EFZ,Donatyre (VD)
28,1,Keller Holzbau + Schreinerei AG,2018,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Dörflingen (SH)
29,1,Koller Poly-Holzbau AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Ebersecken (LU)
30,1,Fitze Holzbau AG,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Egg (Flawil) (SG)
31,2,Hirsbrunner Holzbau AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Eggiwil (BE)
32,1,Häring AG,2018,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Eiken (AG)
33,2,GLB Emmental,2019,Bekleidungsnäher/in EBA,Emmenmatt (BE)
34,2,Holztechnik Bühler AG,2018,Betonwerker/in EFZ,Engelberg (OW)
35,1,Bäbler & Blumer GmbH,2018,Boden-Parkettleger/in EFZ,Engi (GL)
36,1,Toni Frank AG,2018,Boden-Parkettleger/in (Parkett) EFZ,Ennetbürgen (NW)
37,1,Walter Küng,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Entlebuch (LU)
38,1,Pasche & Dubath SA,2018,Bootbauer/in EFZ,Epagny (FR)
39,1,Wohlgemuth Dach AG,2018,Bootfachwart/in EFZ,Erschwil (SO)
40,1,ZISAG Holzbau GmbH,2018,Buchhändler/in EFZ,Eschenbach SG (SG)
41,1,Rottet Sàrl,2018,Büchsenmacher/in EFZ,Essertines-sur-Yverdon (VD)
42,1,Darms Holzbau Flond,2019,Bühnentänzer/in EFZ,Flond (GR)
43,1,Josef Rohrer AG,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Flüeli-Ranft (OW)
44,2,Frehner Holzbau AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Gais (AR)
45,1,Mösli Holzbau GmbH,2018,Büroassistent/in EBA,Gais (AR)
46,2,Nägeli AG,2018,Carrosserielackierer/in EFZ,Gais (AR)
47,1,Hansueli Roth,2018,Carrosseriespengler/in EFZ,Ganterschwil (SG)
48,1,Burren Holzbau,2019,Chemie- und Pharmapraktiker/in EBA,Gasel (BE)
49,1,Baumann + Helbling AG,2018,Chemie- und Pharmatechnologe/-login EFZ,Gebertingen (SG)
50,1,Marcel Ziltener GmbH,2018,Coiffeur/-euse EBA,Gebertingen (SG)
51,1,Holzbau Marzell Camenzind,2018,Coiffeur/-euse EFZ,Gersau (SZ)
52,1,Brädäx GmbH,2019,Dachdecker/in EFZ,Gonten (AI)
53,1,Holzbau Manser Albert AG,2019,Dachdeckerpraktiker/in EBA,Gonten (AI)
54,1,Bach & Perreten Holzbau AG,2019,Dekorationsnäher/in EBA,Gstaad (BE)
55,1,Hayoz A. Holzbau AG,2018,Dentalassistent/in EFZ,Gurmels (FR)
56,1,GLB Thun/Oberland,2019,Detailhandelsassistent/in EBA,Gwatt (Thun) (BE)
57,1,HOBAU Zimmerei & Bedachungen GmbH,2018,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Härkingen (SO)
58,1,Schneider Holzbau Heimberg AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Heimberg (BE)
59,1,Zimmerei M. Schädler,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Hinwil (ZH)
60,1,Aeberli Tschanz Holzbau AG,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Homburg (TG)
61,1,Coray Holzbau AG,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Ilanz (GR)
62,1,Kappeler Ernst,2019,Detailhandelsassistent/in (Elektrofach) EBA,Ins (BE)
63,1,Holzbauwerk AG Ittigen,2019,Detailhandelsassistent/in (Farben) EBA,Ittigen (BE)
64,1,M&T von Rotz GmbH,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Kerns (OW)
65,1,BISANG Holzbau AG,2018,Detailhandelsassistent/in (Flower) EBA,Küssnacht am Rigi (SZ)
66,1,Bianchi,2019,Detailhandelsassistent/in (Garden) EBA,Landquart (GR)
67,1,GLB Oberaargau,2019,Detailhandelsassistent/in (Haushalt) EBA,Langenthal (BE)
68,3,Hector Egger Holzbau AG,2019,Detailhandelsassistent/in (Kiosk) EBA,Langenthal (BE)
69,1,Widmer Zimmerei AG,2018,Detailhandelsassistent/in (Landi) EBA,Langnau am Albis (ZH)
70,1,Holzbau Gisin AG,2018,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Lauwil (BL)
71,1,Georges-André Schneiter / Charpente-menuiserie,2018,Detailhandelsassistent/in (Möbel) EBA,Le Brouillet (NE)
72,1,Oguey,2018,Detailhandelsassistent/in (Musikinstrumente) EBA,Le Sépey (VD)
73,1,Charpentes du Belmont SA,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Léchelles (FR)
74,1,Menuiserie Charpente LRossier,2018,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,L'Etivaz (VD)
75,1,Fridli Holz AG,2018,Detailhandelsassistent/in (Papeterie) EBA,Linthal (GL)
76,1,May & Joris SA,2018,Detailhandelsassistent/in (Parfumerie) EBA,Lourtier (VS (fr))
77,1,Krattiger Holz- und Elementbau GmbH,2018,Detailhandelsassistent/in (Post) EBA,Lustdorf (TG)
78,1,Kläger Roland AG,2018,Detailhandelsassistent/in (Schuhe) EBA,Lütisburg Station (SG)
79,1,Langenegger AG,2018,Detailhandelsassistent/in (Spielwaren) EBA,Lutzenberg (AR)
80,1,Gebr. Möhr AG,2019,Detailhandelsassistent/in (Sportartikel) EBA,Maienfeld (GR)
81,1,Kühne Holzbau AG,2018,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Maseltrangen (SG)
82,2,Marti AG Holzbau,2018,Detailhandelsassistent/in (Textil) EBA,Matt (GL)
83,1,Gut AG Möhlin,2018,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Möhlin (AG)
84,1,Correvon charpente Sàrl,2018,Detailhandelsassistent/in (Zoofachhandel) EBA,Molondin (VD)
85,1,Dorian Dubied,2018,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Montfaucon (JU)
86,2,Holzbau AG,2018,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Mörel (VS (de))
87,1,Iten + Henggeler Holzbau AG,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Morgarten (ZG)
88,1,Holzbauwerk AG Mühleberg,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Mühleberg (BE)
89,2,Schneiter Holzbau AG,2018,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Münchenstein (BL)
90,1,Walter Lüthi Holzbau AG,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Münsingen (BE)
91,1,Holzbau Weger AG,2018,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Münster VS (VS (de))
92,1,Giger Holzbau AG,2018,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Nesslau (SG)
93,1,Haudenschild AG Niederbipp,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Niederbipp (BE)
94,1,GLB Mittelland,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Niederscherli (BE)
95,2,Tharin Frédéric SA,2018,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Noréaz (FR)
96,1,Sidler & Co. Nottwil AG,2018,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Nottwil (LU)
97,2,Schwarz Holzbau,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Oberbalm (BE)
98,1,Breu Holzbau AG,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Oberegg (AI)
99,1,Hallenbarter AG,2018,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Obergesteln (VS (de))
100,2,PM Mangold Holzbau AG,2018,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Ormalingen (BL)
101,3,Beer Holzbau AG,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Ostermundigen (BE)
102,1,Seiler Holzbau GmbH,2018,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Ottikon b. Kemptthal (ZH)
103,1,Ruffieux Cyrill AG,2018,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Plasselb (FR)
104,1,Gemmet Markus,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Pontresina (GR)
105,1,Gachet SA,2018,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Pringy (FR)
106,1,Bearth lenn SA,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Rabius (GR)
107,1,Sigrist Rafz Holz + Bau AG,2018,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Rafz (ZH)
108,1,imboden & partner,2018,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Raron (VS (de))
109,1,Alfred Bühler Holzbau GmbH,2018,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Rheineck (SG)
110,1,Rüegg Holzbau AG Ricken,2018,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Ricken SG (SG)
111,1,meier-kägi holz + bau ag,2018,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Rikon im Tösstal (ZH)
112,1,Axe Charpente,2018,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Roche VD (VD)
113,1,Walter Greter Holzbau,2018,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Römerswil LU (LU)
114,1,GBC Entreprise SA,2018,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Romont FR (FR)
115,1,Denis Henchoz charpente menuiserie,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Rossinière (VD)
116,1,A. Riget Holzbau AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Rufi (SG)
117,2,Implenia Schweiz AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Rümlang (ZH)
118,1,A. Freund Holzbau GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Samedan (GR)
119,2,Uffer Holz AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Savognin (GR)
120,1,Salzgeber Holzbau S-chanf,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,S-chanf (GR)
121,1,Kaspar Winterberger,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Schattenhalb (BE)
122,1,Holzbau Erni AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Schongau (LU)
123,2,Stuber & Cie AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Schüpfen (BE)
124,2,Remund Holzbau AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Schwarzenburg (BE)
125,1,Foffa Conrad Holzbau AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Scuol (GR)
126,1,Jampen Söhne AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Seftigen (BE)
127,1,Besson SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Sembrancher (VS (fr))
128,1,Alpiger Holzbau AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Sennwald (SG)
129,1,Boner Holzbau AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Serneus (GR)
130,1,Keller Holzbau AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Sirnach (TG)
131,1,A. Fournier Exploitation SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Sitten (VS (fr))
132,1,Naef AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Speicher (AR)
133,1,Sensler Holzbau GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,St. Antoni (FR)
134,1,Anhorn Holzbau,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,St. Antönien (GR)
135,1,Sutter AG Holzbau,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,St. Gallen (SG)
136,1,fasciati sa,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Stampa (GR)
137,1,von Rotz Holzbau AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Stansstad (NW)
138,3,Wenger Holzbau AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Steffisburg (BE)
139,1,Metzger Urs,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Stein am Rhein (SH)
140,1,götte-bau gmbh,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Stein SG (SG)
141,1,Schreinerei-Zimmerei,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Susten (VS (de))
142,1,Fiba Holzbau AG,2019,Diätkoch/-köchin EFZ,Thusis (GR)
143,2,Morisod SA,2018,Drogist/in EFZ,Troistorrents (VS (fr))
144,1,Tarcisi Maissen SA,2019,Drucktechnologe/-login EFZ,Trun (GR)
145,1,BN Bless Norbert Holzbau AG,2018,Drucktechnologe/-login (Bogendruck) EFZ,Tscherlach (SG)
146,1,Amacker AG,2018,Drucktechnologe/-login (Reprografie) EFZ,Turtmann (VS (de))
147,1,Hürlimann Holzbau AG,2019,Drucktechnologe/-login (Rollendruck) EFZ,Unterägeri (ZG)
148,1,Wenger Holzbau AG,2019,Drucktechnologe/-login (Siebdruck) EFZ,Unterseen (BE)
149,1,Frehner + Frick GmbH,2018,"Medientechnologe/-login (Print) EFZ, in Anhörung",Urnäsch (AR)
150,1,Sieber Holzbau AG,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Utzigen (BE)
151,1,Foffa Conrad Holzbau AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Valchava (GR)
152,1,Christian Voeffray SA,2018,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Vérossaz (VS (fr))
153,1,Puissance 4 SA,2018,Elektroinstallateur/in EFZ,Vesin (FR)
154,1,Aussenholzbau GmbH,2018,Elektroniker/in EFZ,Villmergen (AG)
155,1,Beat Hürlimann GmbH,2019,Elektroplaner/in EFZ,Walchwil (ZG)
156,1,Müller Holzbau,2019,Entwässerungspraktiker/in EBA,Walchwil (ZG)
157,1,Höhener Wald AG,2018,Entwässerungstechnologe/-login EFZ,Wald AR (AR)
158,1,Renus Group AG,2018,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Wallbach (AG)
159,1,BWT Bau AG,2018,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Winterthur (ZH)
160,1,Basil Biner AG,2018,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Zermatt (VS (de))
161,1,Foffa Conrad Holzbau AG,2019,Fachmann/-frau Betreuung EFZ,Zernez (GR)
162,2,Xaver Keiser,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Zug (ZG)
163,2,Saxer Holzbau GmbH,2018,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Zürich (ZH)
164,1,Meury Zimmerei-Bedachungen AG,2018,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Zwingen (BL)
