,Anzahl,Firma,Jahr,Lehrstelle,Ort
47,1,RONDO Burgdorf AG,2019,Carrosseriespengler/in EFZ,Burgdorf (BE)
48,1,Simon Keller AG,2019,Chemie- und Pharmapraktiker/in EBA,Burgdorf (BE)
49,2,Ypsomed AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Burgdorf (BE)
50,1,Ernst Böhlen Logistik AG,2019,Coiffeur/-euse EBA,Bützberg (BE)
51,1,Baubedarf Richner BR,2019,Coiffeur/-euse EFZ,Cham (ZG)
52,1,Barit Baubedarf AG,2019,Dachdecker/in EFZ,Chur (GR)
53,1,Coop LRE OT Support VZ,2019,Dachdeckerpraktiker/in EBA,Chur (GR)
54,1,Kantonsspital Graubünden,2019,Dekorationsnäher/in EBA,Chur (GR)
55,2,Sanitas Troesch AG,2018,Dentalassistent/in EFZ,Dättwil AG (AG)
56,2,Lyreco Switzerland AG,2018,Detailhandelsassistent/in EBA,Dintikon (AG)
57,4,EMS-CHEMIE AG,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Domat/Ems (GR)
58,1,Gebr. Kuoni Transport AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Domat/Ems (GR)
59,1,Heineken Switzerland AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Domat/Ems (GR)
60,3,LANDI Schweiz AG,2019,Detailhandelsassistent/in (Do-it-yourself) EBA,Dotzigen (BE)
61,1,G. Leclerc Transport AG,2018,Detailhandelsassistent/in (Eisenwaren) EBA,Egerkingen (SO)
62,1,LIPO Einrichtungsmärkte AG,2018,Detailhandelsassistent/in (Elektrofach) EBA,Egerkingen (SO)
63,1,Schenker Schweiz AG,2018,Detailhandelsassistent/in (Farben) EBA,Eiken (AG)
64,1,Möbel Egger AG,2018,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Eschenbach LU (LU)
65,1,Denner AG,2018,Detailhandelsassistent/in (Flower) EBA,Frauenfeld (TG)
66,1,Werner Kuster AG,2018,Detailhandelsassistent/in (Garden) EBA,Frenkendorf (BL)
67,1,Wandfluh AG,2019,Detailhandelsassistent/in (Haushalt) EBA,Frutigen (BE)
68,1,Amcor Flexibles Rorschach AG,2018,Detailhandelsassistent/in (Kiosk) EBA,Goldach (SG)
69,1,Ryf AG,2018,Detailhandelsassistent/in (Landi) EBA,Grenchen (SO)
70,1,TRUMPF Schweiz AG,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Grüsch (GR)
71,1,Haco AG,2019,Detailhandelsassistent/in (Möbel) EBA,Gümligen (BE)
72,1,Coop Verteilzentrale Gwatt,2019,Detailhandelsassistent/in (Musikinstrumente) EBA,Gwatt (Thun) (BE)
73,1,Traveco Transporte AG,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Hägendorf (SO)
74,1,Müller Martini,2018,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Hasle LU (LU)
75,1,Elektro-Material AG,2018,Detailhandelsassistent/in (Papeterie) EBA,Heiden (AR)
76,1,cabana AG,2018,Detailhandelsassistent/in (Parfumerie) EBA,Herisau (AR)
77,1,Hänseler AG,2018,Detailhandelsassistent/in (Post) EBA,Herisau (AR)
78,1,Metrohm AG,2018,Detailhandelsassistent/in (Schuhe) EBA,Herisau (AR)
79,1,Schweizerische Südostbahn AG,2018,Detailhandelsassistent/in (Spielwaren) EBA,Herisau (AR)
80,1,Stagelight AG,2018,Detailhandelsassistent/in (Sportartikel) EBA,Herisau (AR)
81,1,BR Bauhandel AG,2018,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Hunzenschwil (AG)
82,1,Kraftwerke Oberhasli AG,2019,Detailhandelsassistent/in (Textil) EBA,Innertkirchen (BE)
83,1,BR Bauhandel AG,2018,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Kerzers (FR)
84,1,Ampac Flexibles AG,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Kirchberg BE (BE)
85,1,Nestlé Suisse SA,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Konolfingen (BE)
86,2,Amcor Flexibles Kreuzlingen AG,2018,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Kreuzlingen (TG)
87,1,ATP Hydraulik AG,2018,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Küssnacht am Rigi (SZ)
88,1,Frostag Food-Centrum AG,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Landquart (GR)
89,1,Landqart AG,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Landquart (GR)
90,1,Volg Konsumwaren AG,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Landquart (GR)
91,1,azm Ausbildungszentrum Mittelland,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Langenthal (BE)
92,1,Güdel AG,2019,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Langenthal (BE)
93,2,Rudolf Geiser AG,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Langenthal (BE)
94,1,SRO AG,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Langenthal (BE)
95,1,Kugler Bimetal SA,2018,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Le Lignon (GE)
96,1,Rado Watch Co. Ltd,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Lengnau BE (BE)
97,1,KMU Lehrbetriebsverbund AG,2018,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Liestal (BL)
98,1,Vogt AG,2018,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Lostorf (SO)
99,1,DLL Logistik Zentrum,2018,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Luterbach (SO)
100,1,SUVA,2018,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Luzern (LU)
101,1,Dachser Spedition AG,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Lyss (BE)
102,2,Provet AG,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Lyssach (BE)
103,1,Tanner & Co. AG,2018,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Meisterschwanden (AG)
104,1,SAUTER EDELSTAHL AG,2018,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Möhlin (AG)
105,1,Streck Transport AG,2018,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Möhlin (AG)
106,1,Migros,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Moosseedorf (BE)
107,1,Fiege Logistik (Schweiz) AG,2018,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Münchenstein (BL)
108,1,H&M Hennes & Mauritz AG,2018,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Neuendorf (SO)
109,1,Wander AG,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Neuenegg (BE)
110,1,Bucher Hydraulics AG,2019,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Neuheim (ZG)
111,1,Galexis AG,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Niederbipp (BE)
112,3,SAG Schweiz AG,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Niederbipp (BE)
113,2,Bystronic Laser AG,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Niederönz (BE)
114,1,Sun Chemical AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Niederwangen b. Bern (BE)
115,1,Hoffmann Neopac AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Oberdiessbach (BE)
116,2,Emmi Schweiz AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Ostermundigen (BE)
117,1,Semadeni AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Ostermundigen 1 (BE)
118,1,Lang & Co. AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Reiden (LU)
119,1,BR Bauhandel AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Rickenbach b. Wil (TG)
120,1,Bataillard AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Rothenburg (LU)
121,1,Isostrade AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Rothenburg (LU)
122,1,Ferroflex AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Rothrist (AG)
123,1,Bechtle Logistics & Service AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Rotkreuz (ZG)
124,2,Roche Diagnostics International AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Rotkreuz (ZG)
125,2,SFS unimarket AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Rotkreuz (ZG)
126,1,Thommen-Furler AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Rüti b. Büren (BE)
127,1,Gilgen Door Systems AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Schwarzenburg (BE)
128,1,Georg Fischer Rohrleitungssysteme AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Seewis-Pardisla (GR)
129,1,Elringklinger,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Sevelen (SG)
130,1,In a Box Sàrl,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Siders (VS (fr))
131,1,Technomag SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Sitten (VS (fr))
132,1,SBS Mechatronics GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,St. Antoni (FR)
133,1,ESA Einkaufsorg. des Schweiz.,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,St. Gallen (SG)
134,1,Ganz Baumaterial AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,St. Gallen (SG)
135,1,SAG Schweiz AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,St. Gallen (SG)
136,1,Dreier AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Suhr (AG)
137,1,Freidig Moto-Active GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Sumiswald (BE)
138,1,Baumaterialien Gruber AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Susten (VS (de))
139,1,Armeelogistikcenter Thun,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Thun (BE)
140,2,Armeelogistikcenter Thun,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Thun (BE)
141,2,Fritz Studer AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Thun (BE)
142,1,Genossenschaft Migros Aare,2019,Diätkoch/-köchin EFZ,Thun (BE)
143,1,BR Bauhandel AG,2019,Drogist/in EFZ,Thusis (GR)
144,3,Sanitas Troesch AG,2019,Drucktechnologe/-login EFZ,Toffen (BE)
145,1,Rotor Lips AG,2019,Drucktechnologe/-login (Bogendruck) EFZ,Uetendorf (BE)
146,1,Holcim (Schweiz) AG,2019,Drucktechnologe/-login (Reprografie) EFZ,Untervaz (GR)
147,1,Genossenschaft Migros Aare,2019,Drucktechnologe/-login (Rollendruck) EFZ,Urtenen-Schönbühl (BE)
148,1,Organisation Deval Sàrl,2018,Drucktechnologe/-login (Siebdruck) EFZ,Vétroz (VS (fr))
149,1,WALSER+CO.AG,2018,"Medientechnologe/-login (Print) EFZ, in Anhörung",Wald AR (AR)
150,1,JUST Schweiz AG,2018,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Walzenhausen (AR)
151,1,Transportgemeinschaft AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Wangen an der Aare (BE)
152,1,PB SWISS TOOLS AG,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Wasen im Emmental (BE)
153,1,Hasler Transport AG,2018,Elektroinstallateur/in EFZ,Weinfelden (TG)
154,1,Rauch Trading AG,2018,Elektroniker/in EFZ,Widnau (SG)
155,1,RUAG Schweiz AG,2019,Elektroplaner/in EFZ,Wilderswil (BE)
156,1,Batrec Industrie AG,2019,Entwässerungspraktiker/in EBA,Wimmis (BE)
157,1,Nitrochemie Wimmis AG,2019,Entwässerungstechnologe/-login EFZ,Wimmis (BE)
158,1,Otto Lädrach AG OLWO,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Worb (BE)
159,2,Huba Control AG,2018,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Würenlos (AG)
160,1,Bell Schweiz AG,2018,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Zell LU (LU)
161,1,Mobau Schweiz AG,2019,Fachmann/-frau Betreuung EFZ,Zizers (GR)
162,1,Securiton AG,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Zollikofen (BE)
163,1,Bossard AG,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Zug (ZG)
164,1,Gurit (Zullwil) AG,2018,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Zullwil (SO)
165,1,login Berufsbildung AG,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Altdorf UR (UR)
166,1,login Berufsbildung AG,2018,Fachmann/-frau Betriebsunterhalt EFZ,Altstätten SG (SG)
167,1,login Berufsbildung AG,2019,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Bern (BE)
168,1,login Berufsbildung AG,2018,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Brig (VS (de))
169,1,login Berufsbildung AG,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Chur (GR)
170,1,login Berufsbildung AG,2019,Fachmann/-frau Gesundheit EFZ,Ilanz (GR)
171,1,login Berufsbildung AG,2019,Fachmann/-frau Hauswirtschaft EFZ,Langenthal (BE)
172,1,login Berufsbildung AG,2019,Fachmann/-frau Information und Dokumentation EFZ,Thun (BE)
173,1,login Berufsbildung AG,2018,Fachmann/-frau Kundendialog EFZ,Zermatt (VS (de))
174,1,Bundesamt für Bauten und Logistik,2019,Fachmann/-frau Leder und Textil EFZ,Bern (BE)
175,2,Coop Verteilzentrale,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Bern (BE)
176,1,IBA,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Bolligen (BE)
177,3,Sanitas Troesch AG,2018,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Dättwil AG (AG)
178,1,Gebr. Kuoni Transport AG,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Domat/Ems (GR)
179,1,G. Leclerc Transport AG,2018,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Egerkingen (SO)
180,1,Stagelight AG,2018,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Herisau (AR)
181,1,Fahrni Fassadensysteme AG,2019,Fachmann/-frau Textilpflege EFZ,Lyss (BE)
182,1,SAG Schweiz AG,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Niederbipp (BE)
183,1,Dipl. Ing. Fust AG,2018,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Oberbüren (SG)
184,1,Semadeni AG,2019,Fahrradmechaniker/in EFZ,Ostermundigen 1 (BE)
185,1,BSZ Stiftung,2018,Fahrzeugschlosser/in EFZ,Seewen SZ (SZ)
186,1,Kambly SA,2019,Fassadenbauer/in EFZ,Trubschachen (BE)
187,1,Genossenschaft Migros Aare,2019,Fassadenbaupraktiker/in EBA,Urtenen-Schönbühl (BE)
188,1,Niedax EBO Schweiz AG,2018,Feinwerkoptiker/in EFZ,Visp (VS (de))
189,1,V-ZUG AG,2019,Fleischfachassistent/in EBA,Zug (ZG)
190,1,Cellular Swiss SA,2018,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Aigle (VD)
191,1,Stef Suisse SA,2018,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Bussigny (VD)
192,2,"Poste CH SA, Colombier",2018,Fleischfachmann/-frau EFZ,Colombier NE (NE)
193,2,"Poste CH SA, La Chaux-de-Fonds",2018,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,La Chaux-de-Fonds (NE)
194,1,Electro-Matériel SA,2018,Fleischfachmann/-frau (Gewinnung) EFZ,Renens VD (VD)
195,1,Niedax EBO Schweiz AG,2018,Fleischfachmann/-frau (Verarbeitung) EFZ,Visp (VS (de))
