,Anzahl,Firma,Jahr,Lehrstelle,Ort
83,1,Chnusper-Becke AG,2019,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Schönried (BE)
84,2,Bäckerei Zihlmann AG,2018,Detailhandelsassistent/in (Zoofachhandel) EBA,Schüpfheim (LU)
85,1,Marcel Schmid GmbH,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Sedrun (GR)
86,1,Marlies und Erich Dubach,2018,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Selzach (SO)
87,1,Boulangerie Duvoisin Sàrl,2018,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Servion (VD)
88,1,JOWA SA,2018,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Sitten (VS (fr))
89,1,Restogrob SARL,2018,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Sitten (VS (fr))
90,1,J. Baranyai AG,2018,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Solothurn (SO)
91,1,Yves Studer,2018,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Solothurn (SO)
92,1,Bäckerei-Konditorei Moor,2018,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,St. Gallen (SG)
93,1,Hans Dörig,2018,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,St. Gallen (SG)
94,1,Bäckerei-Konditorei BAD,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,St. Moritz (GR)
95,2,Beck Berwert,2018,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Stalden (Sarnen) (OW)
96,1,Bäckerei-Confiserie Galli AG,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Steffisburg (BE)
97,1,Konditorei am Schaubmarkt,2018,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Stein am Rhein (SH)
98,1,La Promenade Sàrl,2018,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,St-Martin VS (VS (fr))
99,1,Bäckerei-Konditorei-Confiserie Leiser,2018,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Suhr (AG)
100,2,PHILIPONA SA,2018,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Tenero (TI)
101,1,Bäckerei Koller GmbH,2018,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Teufen AR (AR)
102,1,Bäckerei Motzer AG,2018,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Thal (SG)
103,1,Ruch-Eggenschwiler Thomas,2019,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Thörigen (BE)
104,1,Bäckerei-Konditorei Café Brötie,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Thun (BE)
105,1,Marc Rupp,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Thun (BE)
106,1,Stgier ScRL,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Tiefencastel (GR)
107,1,Hunger AG,2018,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Triengen (LU)
108,1,Wylandbeck,2018,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Truttikon (ZH)
109,1,Bäckerei Brotbrösmeli GmbH,2018,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Ueberstorf (FR)
110,1,Ueli der Beck AG,2019,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Urtenen-Schönbühl (BE)
111,1,Manor SA Vevey,2018,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Vevey (VD)
112,1,Jowa AG,2018,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Volketswil (ZH)
113,1,Bäckerei-Konditorei Röthlisberger,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Wabern (BE)
114,1,Live Beck - Kafi Pause,2018,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Wädenswil (ZH)
115,1,Bäckerei-Konditorei Gerig,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Waldstatt (AR)
116,1,Meyerhans Bäckerei-Konditorei AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Walzenhausen (AR)
117,1,Bäckerei Abderhalden AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Wattwil (SG)
118,1,Wehren's,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Weggis (LU)
119,1,Egli & Sprenger GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Wiezikon b. Sirnach (TG)
120,2,My Weibel AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Willisau (LU)
121,1,Beck Lyner,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Winterthur (ZH)
122,1,Börner,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Winterthur (ZH)
123,1,Cafe-Conditorei-Bäckerei,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Winterthur (ZH)
124,1,De GrabeBeck,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Winterthur (ZH)
125,1,Bäckerei-Konditorei Gysi AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Zetzwil (AG)
126,1,Signer Bäckerei-Konditorei-Café,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Zizers (GR)
127,1,Bäckerforum Aeschlimann AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Zollbrück (BE)
128,1,Liechti-Beck GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Zollbrück (BE)
129,1,Bernhard Näf,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Zuckenriet (SG)
130,1,Schmid Beck AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Zunzgen (BL)
131,1,Bäckerei Happy AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Zürich (ZH)
132,1,Reto Hausammann,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Zürich (ZH)
133,1,Feinbäckerei Hauger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Altdorf UR (UR)
134,1,Archer Beck AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Arch (BE)
135,1,Bäckerei Hotz Rust AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Baar (ZG)
136,1,Café Streuli GmbH,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Basel (BS)
137,1,Tea-Room la Praline,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Bern (BE)
138,2,Beck Glatz Confiseur AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Bern 5 (BE)
139,1,Confiserie Progin Sàrl,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Biel/Bienne (BE)
140,1,Boulangerie-Pâtisserie Wolfisberg SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Carouge GE (GE)
141,1,Bäckerei Nussbaumer AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Cham (ZG)
142,1,von Rotz GmbH,2019,Diätkoch/-köchin EFZ,Cham (ZG)
143,1,Bühler's Zuckerbäckerei,2019,Drogist/in EFZ,Chur (GR)
144,2,Chocolaterie Maron,2019,Drucktechnologe/-login EFZ,Chur (GR)
145,3,Merz Fertigungs AG,2019,Drucktechnologe/-login (Bogendruck) EFZ,Chur (GR)
146,2,Schneider's Davos AG,2019,Drucktechnologe/-login (Reprografie) EFZ,Davos Platz (GR)
147,1,Café-Konditorei Kunz GmbH,2018,Drucktechnologe/-login (Rollendruck) EFZ,Ebnat-Kappel (SG)
148,1,Back-Caffee AG,2018,Drucktechnologe/-login (Siebdruck) EFZ,Grenchen (SO)
149,1,BKC Schläpfer,2018,"Medientechnologe/-login (Print) EFZ, in Anhörung",Herisau (AR)
150,2,"Le Duo Créatif, Pâtisserie Fine, Bovon et Bonzon",2018,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",La Tour-de-Peilz (VD)
151,2,Bäckerei-Konditorei-Confiserie,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Lenk im Simmental (BE)
152,1,PASTICCERIA RICIGLIANO SA,2018,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Lugano (TI)
153,2,Konditorei Buchmann AG,2018,Elektroinstallateur/in EFZ,Münchenstein (BL)
154,1,Schloss-Beck GmbH,2019,Elektroniker/in EFZ,Nidau (BE)
155,1,Hotel Albris AG,2019,Elektroplaner/in EFZ,Pontresina (GR)
156,1,Wick AG,2018,Entwässerungspraktiker/in EBA,Rapperswil SG (SG)
157,1,Bäckerei Konditorei Bachmann GmbH,2018,Entwässerungstechnologe/-login EFZ,Rheineck (SG)
158,1,Müller Beck AG Schaffhausen,2018,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Schaffhausen (SH)
159,1,Chnusper-Becke AG,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Schönried (BE)
160,1,Xaver Lüönd AG,2018,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Schwyz (SZ)
161,1,F. Hanselmann's Erben AG,2019,Fachmann/-frau Betreuung EFZ,St. Moritz (GR)
162,1,Gyger AG,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Thusis (GR)
163,1,Frauenfelder AG,2018,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Wetzikon ZH (ZH)
164,1,Bäckerei-Konditorei-Confiserie,2018,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Wiesendangen (ZH)
165,1,Börner,2018,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Winterthur (ZH)
166,1,Vollenweider,2018,Fachmann/-frau Betriebsunterhalt EFZ,Winterthur (ZH)
167,1,Confiserie Schneider Yves,2018,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Yverdon-les-Bains (VD)
168,2,Speck Confiserie,2019,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Zug (ZG)
169,1,Schmid Beck AG,2018,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Zunzgen (BL)
170,1,Bindella Terra Vite Vita SA,2018,Fachmann/-frau Gesundheit EFZ,Zürich (ZH)
171,1,Gnädinger am Schaffhauserplatz AG,2018,Fachmann/-frau Hauswirtschaft EFZ,Zürich (ZH)
172,1,Bäckerei-Konditorei Graber,2019,Fachmann/-frau Information und Dokumentation EFZ,Aeschi b. Spiez (BE)
173,1,Kurt Schmid,2018,Fachmann/-frau Kundendialog EFZ,Affeltrangen (TG)
174,1,JOWA AG,2019,Fachmann/-frau Leder und Textil EFZ,Bern (BE)
175,2,Tea-Room la Praline,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Bern (BE)
176,1,JOWA AG,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Brügg BE (BE)
177,1,Macchi AG,2018,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Buchrain (LU)
178,1,Bäckerei-Konditorei Café Weber AG,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Davos Dorf (GR)
179,1,Zum Poscht-Beck,2018,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Flühli LU (LU)
180,1,Peter Linder,2019,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Gwatt (Thun) (BE)
181,1,Ehliger,2018,Fachmann/-frau Textilpflege EFZ,Hochdorf (LU)
182,1,Bäckerei-Konditorei Nüssli,2018,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Illnau (ZH)
183,1,Mario Rigazzi,2018,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Islikon (TG)
184,1,Ziegler Bäckerei-Conditorei AG,2019,Fahrradmechaniker/in EFZ,Landquart (GR)
185,1,Bäckerei-Konditorei-Confiserie,2019,Fahrzeugschlosser/in EFZ,Lenk im Simmental (BE)
186,1,Sunnis AG,2018,Fassadenbauer/in EFZ,Lungern (OW)
187,1,Heini Conditorei AG,2018,Fassadenbaupraktiker/in EBA,Luzern (LU)
188,1,Peter Müller,2018,Feinwerkoptiker/in EFZ,Luzern (LU)
189,1,Bäckerei-Konditorei Gut,2018,Fleischfachassistent/in EBA,Marthalen (ZH)
190,1,Bäckerei-Konditorei,2018,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Nottwil (LU)
191,1,Beck Schegg AG,2018,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Oberriet SG (SG)
192,1,Pöschtli Beck AG,2018,Fleischfachmann/-frau EFZ,Obfelden (ZH)
193,1,Schneiders Quer AG,2018,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Pfäffikon ZH (ZH)
194,1,Urs Rössler,2018,Fleischfachmann/-frau (Gewinnung) EFZ,Pfungen (ZH)
195,1,Confiserie-Pâtisserie De Sousa,2018,Fleischfachmann/-frau (Verarbeitung) EFZ,Prilly (VD)
196,1,Bäckerei-Konditorei zur Weinburg,2018,Flexodrucker/in EFZ,Rehetobel (AR)
197,1,Café Studio GmbH,2018,Florist/in EBA,Sargans (SG)
198,1,Chnusper-Becke AG,2019,Florist/in EFZ,Schönried (BE)
199,1,Bäckerei Zihlmann AG,2018,Formenbauer/in EFZ,Schüpfheim (LU)
