,Anzahl,Firma,Jahr,Lehrstelle,Ort
29,1,Spaini Bau AG,2018,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Reinach BL (BL)
30,1,Klauser Baugeschäft GmbH,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Reitnau (AG)
31,1,Heini AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Rhäzüns (GR)
32,1,Valaulta Berni AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Rueun (GR)
33,1,Lazzarini AG,2019,Bekleidungsnäher/in EBA,Samedan (GR)
34,1,Bezzola Denoth AG,2019,Betonwerker/in EFZ,Scuol (GR)
35,1,Fasolini AG,2019,Boden-Parkettleger/in EFZ,Sils im Domleschg (GR)
36,1,ERNE AG Bauunternehmung,2018,Boden-Parkettleger/in (Parkett) EFZ,Solothurn (SO)
37,1,JMAG Jean Müller,2018,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,St. Gallen (SG)
38,1,Heinz Kern AG,2018,Bootbauer/in EFZ,Stein am Rhein (SH)
39,1,Hoch- + Tiefbau AG,2018,Bootfachwart/in EFZ,Sursee (LU)
40,1,Schefer Hoch- und Tiefbau AG,2018,Buchhändler/in EFZ,Trogen (AR)
41,1,F. Zeller AG,2018,Büchsenmacher/in EFZ,Tscherlach (SG)
42,1,Caviezel Bauunternehmung GmbH,2019,Bühnentänzer/in EFZ,Tumegl/Tomils (GR)
43,1,Entralco SA,2018,Bühnentänzer/in (Klassischer Tanz) EFZ,Villeneuve VD (VD)
44,1,Josef Berwert AG,2018,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Wilen (Sarnen) (OW)
45,1,Rocca + Hotz AG,2019,Büroassistent/in EBA,Zuoz (GR)
46,1,STUTZ AG St. Gallen,2018,Carrosserielackierer/in EFZ,Amriswil (TG)
47,1,J.-C. S. Sciage SA,2018,Carrosseriespengler/in EFZ,Attalens (FR)
48,2,Gebrüder Hodel AG,2019,Chemie- und Pharmapraktiker/in EBA,Baar (ZG)
49,1,Fracheboud SA,2018,Chemie- und Pharmatechnologe/-login EFZ,Châtel-St-Denis (FR)
50,1,W. Örtig AG,2018,Coiffeur/-euse EBA,Eschenbach SG (SG)
51,1,Clausen Beton-Trenn AG,2018,Coiffeur/-euse EFZ,Gamsen (VS (de))
52,1,Stutz AG,2018,Dachdecker/in EFZ,Kreuzlingen (TG)
53,1,Diamantbohr AG,2018,Dachdeckerpraktiker/in EBA,Seewen SZ (SZ)
54,1,Diamantbohr AG,2018,Dekorationsnäher/in EBA,Urdorf (ZH)
55,1,Mauroux SA,2018,Dentalassistent/in EFZ,Vuadens (FR)
56,3,Lehratelier für Bekleidungsgestaltung Uri,2019,Detailhandelsassistent/in EBA,Altdorf UR (UR)
57,3,Kanton Graubünden,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Chur (GR)
58,2,LU Couture AG,2018,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Willisau (LU)
59,1,Schuler Uniformen AG,2018,Detailhandelsassistent/in (Consumer-Electronics) EBA,Rothenthurm (SZ)
60,1,Boutique et Atelier de couture L.K.,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Lausanne (VD)
