,Anzahl,Firma,Jahr,Lehrstelle,Ort
73,2,Accutor AG,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Affoltern am Albis (ZH)
74,1,Syna,2019,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Altdorf UR (UR)
75,1,Arosa Bergbahnen AG,2019,Detailhandelsassistent/in (Papeterie) EBA,Arosa (GR)
76,1,Deluxe Parkett AG,2019,Detailhandelsassistent/in (Parfumerie) EBA,Baar (ZG)
77,1,VERAGOUTH SA,2018,Detailhandelsassistent/in (Post) EBA,Bedano (TI)
78,1,BKW Energie AG,2019,Detailhandelsassistent/in (Schuhe) EBA,Bern (BE)
79,1,Blaues Kreuz Bern - Solothurn - Freiburg,2019,Detailhandelsassistent/in (Spielwaren) EBA,Bern (BE)
80,1,Hogrefe AG,2019,Detailhandelsassistent/in (Sportartikel) EBA,Bern (BE)
81,1,Pensionskasse SBB,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Bern (BE)
82,10,Stiftung Schulungs- und Wohnheime Rossfeld,2019,Detailhandelsassistent/in (Textil) EBA,Bern (BE)
83,1,Reformierte Kirchen Bern-Jura-Solothurn,2019,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Bern 22 (BE)
84,1,TSM Treuhand GmbH,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Bern 6 (BE)
85,1,Residenz Au Lac,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Biel/Bienne (BE)
86,1,Herbamed AG,2018,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Bühler (AR)
87,2,TISCA Tischhauser AG,2018,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Bühler (AR)
88,1,Amcor Flexibles Burgdorf GmbH,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Burgdorf (BE)
89,1,Schwob AG,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Burgdorf (BE)
90,2,Erbo AG,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Bützberg (BE)
91,1,Girsberger AG,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Bützberg (BE)
92,1,Luzi Gerüste AG,2019,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Cazis (GR)
93,1,Carl Heusser AG,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Cham (ZG)
94,1,Lernstatt Känguruh,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Chur (GR)
95,2,Swisscom (Schweiz) AG,2019,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Chur (GR)
96,1,Swisscom AG,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Chur (GR)
97,1,Carlo Vero & Frère SA,2018,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Crissier (VD)
98,1,Casatec SA,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Disentis/Mustér (GR)
99,1,AAR Consulting GmbH,2018,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Eschenbach SG (SG)
100,1,Auto Pfammatter GmbH,2018,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Eyholz (VS (de))
101,1,Roth Gerüste AG,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Frauenkappelen (BE)
102,1,Unitechnologies SA,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Gals (BE)
103,1,Etude Renda & Paruzzolo,2018,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Genf 4 (GE)
104,1,ALSA Dienstleistungen GmbH,2018,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Hinwil (ZH)
105,1,Kuhn und Bieri AG,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Köniz (BE)
106,1,Goldec SA,2018,Detailhandelsfachmann/-frau Beratung (Post) EFZ,La Chaux-de-Fonds (NE)
107,1,Habegger Biedermann Rechtsanwälte,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Langenthal (BE)
108,1,EWL Genossenschaft,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Lauterbrunnen (BE)
109,1,KMU Lehrbetriebsverbund AG,2018,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Liestal (BL)
110,2,FREI'S Schulen AG Luzern,2018,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Luzern (LU)
111,1,Stiftung Alpbach,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Meiringen (BE)
112,1,Quickline AG,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Nidau (BE)
113,1,Ernst Tobler & Co. AG,2018,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Niederuzwil (SG)
114,1,Bianchi Bau AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Obersaxen (GR)
115,2,ARP Schweiz AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Rotkreuz (ZG)
116,1,Gemeindeschule Samedan,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Samedan (GR)
117,1,Spycher Handwerk AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Schwarzenbach (Huttwil) (BE)
118,2,Hapimag AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Steinhausen (ZG)
119,1,HELLA Storen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Steinhausen (ZG)
120,1,AG für Abfallverwertung AVAG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Thun (BE)
121,1,Casa Depuoz,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Trun (GR)
122,1,TISCA Tischhauser AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Urnäsch (AR)
123,1,GIMP Sàrl,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Vernayaz (VS (fr))
124,1,Hestia Conseils Sàrl,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Vétroz (VS (fr))
125,8,KLEVER AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Winterthur (ZH)
126,1,Electronova-Zug.ch,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Zug (ZG)
127,1,Easy Credit & Travel AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Zürich (ZH)
128,8,KLEVER AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Zürich (ZH)
129,1,mr. clean,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Zürich (ZH)
130,1,Trikora AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Aarwangen (BE)
131,1,UFA AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Herzogenbuchsee (BE)
132,1,TransGourmet Schweiz AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Moosseedorf (BE)
133,1,ecofort AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Nidau (BE)
134,1,Mitterberger,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Niederglatt ZH (ZH)
135,1,Pure-Life,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Rothenburg (LU)
136,1,Tschuggen Hotel Group AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Arosa (GR)
137,1,Hotel Saratz,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Pontresina (GR)
138,1,Kulm Hotel,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,St. Moritz (GR)
139,1,EMCH Aufzüge AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Bern (BE)
140,1,Daetwyler Management AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Bleienbach (BE)
141,1,EROWA AG,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Büron (LU)
142,1,Fischer AG,2019,Diätkoch/-köchin EFZ,Herzogenbuchsee (BE)
143,1,Biral AG,2019,Drogist/in EFZ,Münsingen (BE)
144,1,Hanhart Electricité SA,2018,Drucktechnologe/-login EFZ,Nyon (VD)
145,1,K.R. Pfiffner AG,2019,Drucktechnologe/-login (Bogendruck) EFZ,Utzenstorf (BE)
146,1,Amt für Informatik und Organisation,2019,Drucktechnologe/-login (Reprografie) EFZ,Bern (BE)
147,2,Burgergemeinde Bern,2019,Drucktechnologe/-login (Rollendruck) EFZ,Bern (BE)
148,2,Pädagogische Hochschule Bern,2019,Drucktechnologe/-login (Siebdruck) EFZ,Bern (BE)
149,4,Steuerverwaltung des Kantons Bern,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",Bern (BE)
150,2,Steuerverwaltung des Kantons Bern,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Biel/Bienne (BE)
151,2,Steuerverwaltung des Kantons Bern,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Burgdorf (BE)
152,1,Kanton Graubünden,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Chur (GR)
153,1,Gemeindeverwaltung Gais,2018,Elektroinstallateur/in EFZ,Gais (AR)
154,1,Gemeindeverwaltung Heimenhausen,2019,Elektroniker/in EFZ,Heimenhausen (BE)
155,1,Kantonale Verwaltung Appenzell A.Rh.,2018,Elektroplaner/in EFZ,Herisau (AR)
156,1,Gemeinde Hünenberg,2019,Entwässerungspraktiker/in EBA,Hünenberg (ZG)
157,1,Regierungsstatthalteramt Interlaken-Oberhasli,2019,Entwässerungstechnologe/-login EFZ,Interlaken (BE)
158,2,Gemeindeverwaltung Muri,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Muri b. Bern (BE)
159,1,Einwohnergemeinde Neuheim,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Neuheim (ZG)
160,1,Grundbuchamt Seeland,2019,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Nidau (BE)
161,1,Gemeindeverwaltung Ostermundigen,2019,Fachmann/-frau Betreuung EFZ,Ostermundigen (BE)
162,1,Gemeinde Safiental,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Safien Platz (GR)
163,2,Steuerverwaltung des Kantons Bern,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Thun (BE)
164,1,Gemeindekanzlei Wassen,2019,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Wassen UR (UR)
165,3,Kantonale Verwaltung,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Zug (ZG)
166,1,Zürich Versicherungs-Gesellschaft AG,2019,Fachmann/-frau Betriebsunterhalt EFZ,Chur (GR)
167,1,Bâloise Assurance SA,2019,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Tavannes (BE)
168,1,MTCH AG Travelhouse,2019,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Bern (BE)
169,1,Center da sandà Val Müstair,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Sta. Maria Val Müstair (GR)
170,1,a&o accta ortag ag,2019,Fachmann/-frau Gesundheit EFZ,Baar (ZG)
171,1,Baurealit GmbH,2018,Fachmann/-frau Hauswirtschaft EFZ,Flühli LU (LU)
172,1,Fritz Rüfenacht Unternehmensberatung,2019,Fachmann/-frau Information und Dokumentation EFZ,Rüegsauschachen (BE)
173,1,DLZ Villa Gantrisch AG,2019,Fachmann/-frau Kundendialog EFZ,Schwarzenburg (BE)
